bioguide_id,first_name,last_name,middle_name,net_worth_estimate,normalized_net_worth,top_holdings,top_traded_sectors,strategy_return,spy_return,strategy_start_date
D000628,Neal,Dunn,P.,6313134.66,"$6,313,000","Exchange Traded Funds (ETF): $3.8M; Stock: $963.0K; PRWCX: $375.0K; Bank Accts, Money Market Accts & CDs: $207.0K; ITA: $175.0K",Financials: 20; Utilities: 5; Information Technology: 1,,,
D000563,Richard,Durbin,J.,,,,,,,
E000246,Chuck,Edwards,,16217123.26,"$16,217,000",Ownership Interest (Trade or Business): $15.0M; Real Property: $1.2M; Stock: $32.5K,,,,
E000301,Sarah,Elfreth,,16000.00,"$16,000",Pensions: $8.0K; Mutual Funds: $8.0K,,,,
E000071,Jake,Ellzey,,8838500.00,"$8,838,000","Bank Accts, Money Market Accts & CDs: $3.5M; Real Property: $3.0M; Mutual Funds: $1.2M; Stock (Not Publicly Traded): $750.0K; 5F: $150.0K",,,,
E000294,Tom,Emmer,,,,,,,,
E000295,Joni,Ernst,,821018.12,"$821,000",Bank Deposit: $423.5K; Mutual Fund: $385.5K,,,,
E000299,Veronica,Escobar,,641500.00,"$642,000","Pensions: $375.0K; 529 Prepaid Tuition Plan: $175.5K; Other: $83.0K; Bank Accts, Money Market Accts & CDs: $8.0K",,,,
E000297,Adriano,Espaillat,,415500.00,"$416,000","Real Property: $375.0K; Pensions: $32.5K; Bank Accts, Money Market Accts & CDs: $8.0K",,,,
E000298,Ron,Estes,,858686.11,"$859,000","Mutual Funds: $792.5K; Govt Securities & Agency Debt: $32.5K; Bank Accts, Money Market Accts & CDs: $16.0K; Exchange Traded Funds (ETF): $8.0K; Other: $8.0K",Industrials: 4; Information Technology: 2; Energy: 2; Communication Services: 2; Financials: 2,,,
E000296,Dwight,Evans,,1514940.38,"$1,515,000",Pensions: $1.5M; Mutual Funds: $468.0K; Stock: $436.0K; Real Property: $350.0K; Exchange Traded Funds (ETF): $80.0K,Information Technology: 24; Industrials: 18; Health Care: 15; Communication Services: 14; Energy: 14,,,
E000300,Gabe,Evans,,439500.00,"$440,000","IRA (Held in Cash): $383.0K; Bank Accts, Money Market Accts & CDs: $56.5K",,,,
E000235,Mike,Ezell,,16000.00,"$16,000","Bank Accts, Money Market Accts & CDs: $16.0K",,,,
F000246,Pat,Fallon,,17992034.00,"$17,992,000","Bank Accts, Money Market Accts & CDs: $3.8M; Mutual Funds: $3.6M; Ownership Interest (Trade or Business): $3.1M; Real Property: $3.0M; Stock: $1.8M",Industrials: 65; Information Technology: 44; Communication Services: 31; Energy: 18; Financials: 17,,,
F000482,Julie,Fedorchak,,7473025.66,"$7,473,000","Real Property: $3.5M; Exchange Traded Funds (ETF): $2.3M; Mutual Funds: $750.0K; MO: $375.0K; Bank Accts, Money Market Accts & CDs: $231.5K",,,,
F000446,Randy,Feenstra,,89000.00,"$89,000","Mutual Funds: $81.0K; Bank Accts, Money Market Accts & CDs: $8.0K",,,,
F000479,John,Fetterman,,1648643.99,"$1,649,000","Bank Deposit: $980.5K; Corporate Securities, Corporate Bond: $249.0K; Corporate Securities, Stock: $192.0K; Mutual Funds, ETF/Note: $72.0K; Govt Securities, US Treasury/Agency Security: $64.0K",Communication Services: 1; Energy: 1,,,
F000110,Cleo,Fields,,40255732.15,"$40,256,000","Bank Accts, Money Market Accts & CDs: $16.3M; Ownership Interest (Trade or Business): $15.0M; Stock: $7.0M; Exchange Traded Funds (ETF): $8.0K",Information Technology: 105; Communication Services: 29; Consumer Discretionary: 21; Financials: 3; Real Estate: 2,,,
F000481,Shomari,Figures,,1875000.00,"$1,875,000","Real Property: $1.5M; Bank Accts, Money Market Accts & CDs: $375.0K",,,,
F000484,Randy,Fine,,,,,,,,
F000475,Brad,Finstad,,4031000.00,"$4,031,000","Farms: $3.0M; Mutual Funds: $623.5K; Bank Accts, Money Market Accts & CDs: $375.0K; Fixed Annuity: $32.5K",,,,
F000470,Michelle,Fischbach,,736500.00,"$736,000",Real Property: $400.0K; Mutual Funds: $336.5K,,,,
F000463,Deb,Fischer,,4879549.56,"$4,880,000","Corporate Securities, Non-Public Stock: $3.0M; Mutual Funds, ETF/Note: $335.0K; Mutual Fund: $177.5K; Accounts Receivable, From a Business: $175.0K; Bank Deposit: $81.0K",Industrials: 2; Information Technology: 1; Consumer Staples: 1,,,
F000471,Scott,Fitzgerald,,6998374.17,"$6,998,000",Farms: $6.0M; Real Property: $375.0K; Exchange Traded Funds (ETF): $312.5K; Mutual Funds: $194.5K; IRA (Held in Cash): $65.0K,,,,
F000466,Brian,Fitzpatrick,K.,3008000.00,"$3,008,000","Real Property: $3.0M; Bank Accts, Money Market Accts & CDs: $8.0K",,,,
F000459,Charles,Fleischmann,J.,,,,Industrials: 6; Consumer Discretionary: 3; Information Technology: 3; Health Care: 2; Materials: 1,,,
F000468,Lizzie,Fletcher,,8090727.00,"$8,091,000","Mutual Funds: $4.7M; Exchange Traded Funds (ETF): $2.4M; Bank Accts, Money Market Accts & CDs: $608.5K; Pensions: $32.5K; Whole/Universal Insurance: $32.5K",Industrials: 20; Consumer Discretionary: 19; Consumer Staples: 18; Information Technology: 17; Health Care: 13,,,
F000474,Mike,Flood,,8179500.00,"$8,180,000","Ownership Interest (Trade or Business): $7.8M; 5F: $180.5K; Whole/Universal Insurance: $91.0K; Bank Accts, Money Market Accts & CDs: $75.0K; Pensions: $8.0K",Other: 1,,,
F000480,Vince,Fong,,2252164.71,"$2,252,000","Real Property: $750.0K; Bank Accts, Money Market Accts & CDs: $590.5K; Ownership Interest (Trade or Business): $375.0K; Mutual Funds: $281.5K; Stock: $128.5K",,,,
F000454,Bill,Foster,,20029598.79,"$20,030,000","Exchange Traded Funds (ETF): $13.4M; Mutual Funds: $3.2M; Govt Securities & Agency Debt: $925.0K; Fixed Annuity: $550.0K; Bank Accts, Money Market Accts & CDs: $415.5K",,,,
F000477,Valerie,Foushee,P.,207500.00,"$208,000","Bank Accts, Money Market Accts & CDs: $207.5K",,,,
F000450,Virginia,Foxx,,5364944.35,"$5,365,000","Bank Accts, Money Market Accts & CDs: $2.1M; Debts Owed to the Filer: $977.5K; Stock: $830.5K; Mutual Funds: $782.5K; Exchange Traded Funds (ETF): $396.0K",Energy: 257; Consumer Staples: 106; Utilities: 91; Financials: 65; Materials: 56,,,
F000462,Lois,Frankel,,2668403.58,"$2,668,000",Mutual Funds: $1.9M; Stock: $248.0K; Other: $207.5K; Real Estate Invest. Trust (REIT): $175.0K; Exchange Traded Funds (ETF): $40.5K,Financials: 285; Industrials: 243; Health Care: 218; Information Technology: 153; Consumer Staples: 124,,,
F000472,Scott,Franklin,,28508011.87,"$28,508,000","Stock: $18.3M; Real Property: $6.0M; Mutual Funds: $1.3M; Bank Accts, Money Market Accts & CDs: $550.5K; Exchange Traded Funds (ETF): $282.0K",Health Care: 30; Financials: 30; Industrials: 28; Consumer Discretionary: 27; Consumer Staples: 27,,,
F000483,Laura,Friedman,,1154130.65,"$1,154,000","Mutual Funds: $549.5K; Stock: $384.5K; Bank Accts, Money Market Accts & CDs: $56.5K; Ownership Interest (Trade or Business): $32.5K; Exchange Traded Funds (ETF): $32.5K",Communication Services: 1,,,
F000476,Maxwell,Frost,,,,,,,,
F000478,Russell,Fry,,71908.35,"$72,000","Exchange Traded Funds (ETF): $48.0K; 5F: $8.0K; Bank Accts, Money Market Accts & CDs: $8.0K",,,,
F000469,Russ,Fulcher,,381000.00,"$381,000","Bank Accts, Money Market Accts & CDs: $190.5K; Whole/Universal Insurance: $75.0K; Exchange Traded Funds (ETF): $75.0K; Real Estate Invest. Trust (REIT): $32.5K; Stock: $8.0K",Other: 1,,,
G000574,Ruben,Gallego,,121500.00,"$122,000","Bank Deposit: $40.5K; Corporate Securities, Non-Public Stock: $32.5K; Accounts Receivable, From a Business: $32.5K; Mutual Fund: $16.0K",Other: 2,,,
G000559,John,Garamendi,,4971000.00,"$4,971,000","Real Property: $4.1M; Bank Accts, Money Market Accts & CDs: $725.0K; Mutual Funds: $146.0K",Industrials: 1; Communication Services: 1,,,
G000597,Andrew,Garbarino,R.,249610.38,"$250,000","Whole/Universal Insurance: $107.5K; Mutual Funds: $48.5K; Bank Accts, Money Market Accts & CDs: $40.5K; Stock: $33.5K; Other: $24.0K",Health Care: 3; Consumer Discretionary: 3; Energy: 2; Financials: 1; Materials: 1,,,
G000598,Robert,Garcia,,333000.00,"$333,000","Defined Benefit Pension: $325.0K; Bank Accts, Money Market Accts & CDs: $8.0K",,,,
G000587,Sylvia,Garcia,R.,793500.00,"$794,000","Mutual Funds: $553.5K; Bank Accts, Money Market Accts & CDs: $175.0K; Farms: $32.5K; Real Property: $32.5K",,,,
G000586,Jesus,Garcia,,83000.00,"$83,000",,,,,
G000603,Brandon,Gill,,1749100.28,"$1,749,000","Exchange Traded Funds (ETF): $1.1M; Bank Accts, Money Market Accts & CDs: $375.0K; Ownership Interest (Trade or Business): $75.0K; Govt Securities & Agency Debt: $75.0K",Other: 21,,,
G000602,Laura,Gillen,,1305000.00,"$1,305,000","Mutual Funds: $1.8M; Whole/Universal Insurance: $750.0K; Bank Accts, Money Market Accts & CDs: $48.0K; IRA (Held in Cash): $16.0K; Ownership Interest (Trade or Business): $8.0K",,,,
G000555,Kirsten,Gillibrand,E.,1132500.00,"$1,132,000",Bank Deposit: $1.1M,,,,
G000593,Carlos,Gimenez,A.,2636325.06,"$2,636,000","Real Property: $750.0K; Mutual Funds: $556.5K; Fixed Annuity: $550.0K; Other: $290.5K; Bank Accts, Money Market Accts & CDs: $207.5K",,,,
G000592,Jared,Golden,F.,121000.00,"$121,000","Bank Accts, Money Market Accts & CDs: $64.5K; Defined Benefit Pension: $40.5K; 5F: $8.0K; Mutual Funds: $8.0K",,,,
G000601,Craig,Goldman,A.,24051705.15,"$24,052,000","Ownership Interest (Trade or Business): $16.4M; Stock: $7.1M; Bank Accts, Money Market Accts & CDs: $175.0K",,,,
G000599,Daniel,Goldman,S.,206957188.75,"$206,957,000",Hedge Funds & Private Equity Funds (EIF): $94.3M; Mutual Funds: $74.4M; Stock: $3.2M; Other: $3.0M; SERIES: $2.5M,Health Care: 124; Financials: 114; Real Estate: 105; Consumer Staples: 81; Information Technology: 70,,,
G000585,Jimmy,Gomez,,1319000.00,"$1,319,000","Real Property: $750.0K; Bank Accts, Money Market Accts & CDs: $464.0K; Mutual Funds: $64.5K; Defined Benefit Pension: $32.5K; 529 Prepaid Tuition Plan: $8.0K",,,,
G000594,Tony,Gonzales,,190000.00,"$190,000","Real Property: $150.0K; Bank Accts, Money Market Accts & CDs: $24.0K; Mutual Funds: $16.0K",,,,
G000581,Vicente,Gonzalez,,,,,,,,
G000589,Lance,Gooden,,691292.71,"$691,000","Bank Accts, Money Market Accts & CDs: $466.0K; Stock: $167.0K; 5F: $32.5K",Financials: 1; Energy: 1; Real Estate: 1,,,
G000604,Maggie,Goodlander,,3829500.00,"$3,830,000","Real Property: $2.6M; Govt Securities & Agency Debt: $375.0K; Mutual Funds: $320.0K; Ownership Interest (Trade or Business): $266.0K; Bank Accts, Money Market Accts & CDs: $171.0K",,,,
G000565,Paul,Gosar,A.,,,,,,,
G000583,Josh,Gottheimer,,41432371.21,"$41,432,000",Stock: $20.4M; Options: $9.0M; Exchange Traded Funds (ETF): $4.7M; Mutual Funds: $2.4M; 5F: $500.0K,Information Technology: 910; Health Care: 473; Consumer Discretionary: 344; Financials: 343; Industrials: 337,,,
G000359,Lindsey,Graham,,1476491.76,"$1,476,000","Mutual Funds, ETF/Note: $515.5K; Mutual Fund: $479.0K; Bank Deposit: $323.0K; Govt Securities, US Treasury/Agency Security: $150.0K",Other: 10,,,
G000386,Chuck,Grassley,,6209709.92,"$6,210,000","Mutual Fund: $4.4M; Farm: $1.2M; Bank Deposit: $355.5K; Mutual Funds, ETF/Note: $148.0K; Life Insurance, Whole: $81.0K",,,,
G000546,Sam,Graves,,1591501.00,"$1,592,000","Other: $750.0K; Farms: $332.5K; Ownership Interest (Trade or Business): $175.5K; Bank Accts, Money Market Accts & CDs: $91.0K",,,,
G000605,Adam,Gray,,965500.00,"$966,000","Real Property: $925.0K; Bank Accts, Money Market Accts & CDs: $40.5K",,,,
G000553,Al,Green,,5900000.00,"$5,900,000","Other: $3.0M; Real Property: $1.5M; Bank Accts, Money Market Accts & CDs: $1.1M; Mutual Funds: $175.0K; Fixed Annuity: $175.0K",Other: 1,,,
G000590,Mark,Green,E.,45941970.58,"$45,942,000",Real Property: $34.5M; Stock: $3.8M; Other: $3.0M; Debts Owed to the Filer: $1.3M; Stock (Not Publicly Traded): $1.2M,Energy: 585; Utilities: 14; Industrials: 9; Health Care: 1,,,
G000596,Marjorie Taylor,Greene,,25127489.44,"$25,127,000","Ownership Interest (Trade or Business): $15.0M; Real Property: $3.8M; Bank Accts, Money Market Accts & CDs: $3.1M; Govt Securities & Agency Debt: $1.4M; Stock: $563.5K",Information Technology: 133; Consumer Discretionary: 60; Industrials: 57; Financials: 53; Health Care: 47,,,
G000568,H. Morgan,Griffith,,665500.00,"$666,000",Real Property: $375.0K; Other: $175.0K; 529 Prepaid Tuition Plan: $83.0K; Stock (Not Publicly Traded): $32.5K,,,,
G000606,Adelita,Grijalva,S.,,,,,,,
G000551,Raul,Grijalva,,158500.00,"$158,000","Real Property: $75.0K; Mutual Funds: $75.0K; Bank Accts, Money Market Accts & CDs: $8.5K",Industrials: 27; Financials: 24; Consumer Discretionary: 20; Information Technology: 19; Health Care: 19,,,
G000576,Glenn,Grothman,,2237966.99,"$2,238,000","Mutual Funds: $1.7M; Bank Accts, Money Market Accts & CDs: $223.5K; Real Property: $175.0K; IRA (Held in Cash): $75.0K; Govt Securities & Agency Debt: $32.5K",Other: 5,,,
G000591,Michael,Guest,,,,,Energy: 10; Consumer Discretionary: 9; Communication Services: 9; Information Technology: 7; Financials: 6,,,
G000558,Brett,Guthrie,,,,,,,,
H001096,Harriet,Hageman,M.,4005401.82,"$4,005,000","Mutual Funds: $2.4M; Ownership Interest (Trade or Business): $550.0K; IRA (Held in Cash): $350.0K; Stock: $328.0K; Bank Accts, Money Market Accts & CDs: $174.0K",,,,
H000601,Bill,Hagerty,,52946660.34,"$52,947,000","Business Entity, Limited Liability Company (LLC): $12.0M; Corporate Securities, Stock: $9.3M; Mutual Funds, ETF/Note: $7.2M; Mutual Fund: $6.2M; Accounts Receivable, From an Individual: $5.2M",Financials: 9; Real Estate: 4; Energy: 4; Information Technology: 3; Consumer Discretionary: 2,,,
H001098,Abraham,Hamadeh,J.,833000.00,"$833,000",Real Property: $750.0K; Ownership Interest (Trade or Business): $75.0K; Mutual Funds: $8.0K,,,,
H001090,Josh,Harder,,5827806.04,"$5,828,000","Exchange Traded Funds (ETF): $4.7M; Stock: $199.0K; Hedge Funds & Private Equity Funds (EIF): $40.5K; Bank Accts, Money Market Accts & CDs: $40.5K",,,,
H001099,Mike,Haridopolos,,9031316.84,"$9,031,000",Ownership Interest (Trade or Business): $3.0M; Mutual Funds: $1.7M; Exchange Traded Funds (ETF): $1.6M; Whole/Universal Insurance: $1.5M; Defined Benefit Pension: $750.0K,,,,
H001101,Pat,Harrigan,,8811356.73,"$8,811,000","Ownership Interest (Trade or Business): $7.0M; Real Property: $750.0K; Debts Owed to the Filer: $525.0K; Bank Accts, Money Market Accts & CDs: $423.5K; Mutual Funds: $65.0K",,,,
H001052,Andy,Harris,,5625691.87,"$5,626,000","Mutual Funds: $5.1M; Other: $282.5K; IRA (Held in Cash): $175.0K; Stock: $65.0K; Bank Accts, Money Market Accts & CDs: $32.5K",,,,
H001102,Mark,Harris,,1799538.21,"$1,800,000","Real Property: $1.0M; Stock: $355.0K; Mutual Funds: $105.0K; Bank Accts, Money Market Accts & CDs: $97.5K; Other: $75.0K",,,,
H001086,Diana,Harshbarger,,20473000.00,"$20,473,000",Mutual Funds: $13.5M; Real Property: $12.8M; Stock: $5.1M; Govt Securities & Agency Debt: $1.9M; Other: $1.5M,Information Technology: 195; Financials: 165; Industrials: 126; Consumer Discretionary: 118; Communication Services: 95,,,
H001076,Margaret Wood,Hassan,,5979722.25,"$5,980,000","Mutual Funds, ETF/Note: $3.3M; Mutual Fund: $1.2M; Life Insurance, Whole: $532.5K; Real Estate, Residential: $207.5K; Annuity, Fixed: $183.0K",,,,
H001089,Josh,Hawley,,2804721.31,"$2,805,000","Mutual Fund: $1.3M; Farm: $750.0K; Mutual Funds, ETF/Note: $316.0K; Bank Deposit: $247.5K; Govt Securities, US Treasury/Agency Security: $65.0K",,,,
H001081,Jahana,Hayes,,175000.00,"$175,000",Real Property: $175.0K,,,,
H001046,Martin,Heinrich,,613000.00,"$613,000","Mutual Fund: $349.0K; Retirement Plans, Benefit Pension: $207.5K; Bank Deposit: $56.5K",,,,
H001082,Kevin,Hern,,109093891.12,"$109,094,000","Ownership Interest (Trade or Business): $33.4M; Stock: $28.0M; Bank Accts, Money Market Accts & CDs: $9.4M; Other: $9.4M; Real Property: $7.2M",Energy: 150; Information Technology: 99; Health Care: 94; Industrials: 90; Financials: 66,,,
H001103,Pablo,Hernández,Jose,446139.12,"$446,000","Mutual Funds: $215.5K; Exchange Traded Funds (ETF): $107.5K; Bank Accts, Money Market Accts & CDs: $65.0K; Stock: $32.5K",,,,
H000273,John,Hickenlooper,W.,30576159.61,"$30,576,000","Corporate Securities, Stock: $17.0M; Mutual Fund: $4.9M; Mutual Funds, ETF/Note: $3.4M; Bank Deposit: $1.2M; Corporate Securities, Stock Option: $423.0K",Communication Services: 74; Consumer Discretionary: 15; Information Technology: 11; Health Care: 2; Consumer Staples: 1,,,
H001077,Clay,Higgins,,38500.00,"$38,000",,,,,
H001072,J. French,Hill,,19970985.95,"$19,971,000","Stock: $14.9M; Bank Accts, Money Market Accts & CDs: $1.1M; Exchange Traded Funds (ETF): $1.0M; Mutual Funds: $776.5K; Collectibles: $750.0K",Financials: 18; Communication Services: 4; Energy: 4; Information Technology: 3; Consumer Staples: 3,,,
H001047,James,Himes,A.,13915466.96,"$13,915,000","Exchange Traded Funds (ETF): $10.1M; Bank Accts, Money Market Accts & CDs: $3.1M; IRA (Held in Cash): $183.0K; Mutual Funds: $175.0K; Hedge Funds & Private Equity Funds (EIF): $175.0K",Information Technology: 2,,,
H001091,Ashley,Hinson,,5041786.66,"$5,042,000",HIGH STREE: $3.0M; Mutual Funds: $669.5K; 2: $393.0K; Exchange Traded Funds (ETF): $363.0K; Real Property: $250.0K,Consumer Discretionary: 6; Communication Services: 2; Information Technology: 1; Health Care: 1; Financials: 1,,,
H001042,Mazie,Hirono,K.,7445549.87,"$7,446,000","Mutual Fund: $5.2M; Bank Deposit: $990.5K; Retirement Plans, Benefit Pension: $750.0K; Real Estate, Residential: $375.0K; Corporate Securities, Stock: $140.0K",,,,
H001061,John,Hoeven,,48480000.00,"$48,480,000","Corporate Securities, Non-Public Stock: $21.0M; Trust, Blind: $15.0M; Mutual Fund: $9.3M; Bank Deposit: $3.1M; Real Estate, Unimproved Land: $75.0K",Financials: 28; Consumer Discretionary: 26; Consumer Staples: 23; Industrials: 19; Information Technology: 17,,,
H001066,Steven,Horsford,,97500.00,"$98,000",529 Prepaid Tuition Plan: $65.0K; Whole/Universal Insurance: $32.5K,,,,
H001093,Erin,Houchin,,1132500.00,"$1,132,000","Mutual Funds: $876.5K; Bank Accts, Money Market Accts & CDs: $175.0K; 529 Prepaid Tuition Plan: $73.0K; Options: $8.0K",,,,
H001085,Chrissy,Houlahan,,2534000.00,"$2,534,000","Mutual Funds: $2.3M; Bank Accts, Money Market Accts & CDs: $116.0K; Govt Securities & Agency Debt: $75.0K; Pensions: $32.5K",,,,
H000874,Steny,Hoyer,H.,3934000.00,"$3,934,000","Pensions: $3.0M; IRA (Held in Cash): $750.0K; Bank Accts, Money Market Accts & CDs: $183.0K; Stock: $1.0K",,,,
H001094,Val,Hoyle,T.,1708658.35,"$1,709,000","Stock: $1.1M; Mutual Funds: $212.0K; Fixed Annuity: $175.0K; Bank Accts, Money Market Accts & CDs: $49.0K; Other: $40.5K",Information Technology: 75; Financials: 66; Industrials: 58; Health Care: 41; Consumer Discretionary: 33,,,
H001067,Richard,Hudson,,344000.00,"$344,000","Bank Accts, Money Market Accts & CDs: $190.5K; Mutual Funds: $153.5K",,,,
H001068,Jared,Huffman,,1534741.76,"$1,535,000","Real Property: $750.0K; Exchange Traded Funds (ETF): $283.0K; Mutual Funds: $260.5K; Bank Accts, Money Market Accts & CDs: $106.5K; Stock: $75.0K",,,,
H001058,Bill,Huizenga,,2201696.33,"$2,202,000","Ownership Interest (Trade or Business): $1.1M; Real Property: $750.0K; Mutual Funds: $256.0K; Bank Accts, Money Market Accts & CDs: $57.5K; Exchange Traded Funds (ETF): $16.0K",,,,
H001095,Wesley,Hunt,,3773458.85,"$3,773,000","Whole/Universal Insurance: $3.0M; Pensions: $550.0K; Stock: $107.5K; Bank Accts, Money Market Accts & CDs: $97.5K; Mutual Funds: $8.0K",,,,
H001100,Jeff,Hurd,,523882.77,"$524,000",Mutual Funds: $448.0K; Exchange Traded Funds (ETF): $65.0K,,,,
H001104,Jon,Husted,,,,,Other: 1,,,
H001079,Cindy,Hyde-Smith,,1314500.00,"$1,314,000","Farm: $758.0K; Retirement Plans, Benefit Pension: $175.0K; Bank Deposit: $155.5K; Annuity, Fixed: $105.5K; Mutual Fund: $72.0K",,,,
I000056,Darrell,Issa,,285540723.56,"$285,541,000","Other: $180.3M; Mutual Funds: $36.0M; Real Property: $27.8M; Exchange Traded Funds (ETF): $21.0M; Bank Accts, Money Market Accts & CDs: $17.3M",Other: 20,,,
I000058,Glenn,Ivey,,1319193.72,"$1,319,000","Stock: $448.5K; Real Property: $375.0K; Mutual Funds: $263.5K; Bank Accts, Money Market Accts & CDs: $83.0K; Exchange Traded Funds (ETF): $32.0K",,,,
J000311,Brian,Jack,,1102299.65,"$1,102,000","Ownership Interest (Trade or Business): $750.0K; Exchange Traded Funds (ETF): $258.5K; Mutual Funds: $40.5K; Bank Accts, Money Market Accts & CDs: $8.0K",,,,
J000309,Jonathan,Jackson,L.,3155089.91,"$3,155,000","Stock: $1.5M; Real Property: $925.0K; Mutual Funds: $240.0K; Bank Accts, Money Market Accts & CDs: $191.0K; Govt Securities & Agency Debt: $48.5K",Information Technology: 29; Health Care: 17; Consumer Discretionary: 17; Industrials: 13; Financials: 12,,,
J000304,Ronny,Jackson,,1705192.33,"$1,705,000","Mutual Funds: $1.4M; Stock: $191.0K; Bank Accts, Money Market Accts & CDs: $64.5K",,,,
J000305,Sara,Jacobs,,88409730.84,"$88,410,000",Hedge Funds & Private Equity Funds (EIF): $45.0M; Stock: $18.0M; Other: $15.0M; Real Property: $6.0M; Whole/Universal Insurance: $750.0K,Information Technology: 11; Health Care: 10; Financials: 7; Industrials: 5; Consumer Staples: 4,,,
J000307,John,James,,6519546.00,"$6,520,000","Ownership Interest (Trade or Business): $6.0M; Bank Accts, Money Market Accts & CDs: $3.3M; Mutual Funds: $1.4M; Exchange Traded Funds (ETF): $850.0K; Other: $366.0K",Information Technology: 43; Health Care: 42; Financials: 40; Industrials: 34; Consumer Staples: 23,,,
J000298,Pramila,Jayapal,,1601599.27,"$1,602,000","Mutual Funds: $846.5K; Exchange Traded Funds (ETF): $578.5K; Bank Accts, Money Market Accts & CDs: $56.5K",,,,
J000294,Hakeem,Jeffries,S.,588698.32,"$589,000","Mutual Funds: $154.0K; Exchange Traded Funds (ETF): $139.5K; Bank Accts, Money Market Accts & CDs: $124.0K; Whole/Universal Insurance: $107.5K; Pensions: $32.5K",Other: 21,,,
J000301,Dusty,Johnson,,6983500.00,"$6,984,000","Mutual Funds: $5.6M; Ownership Interest (Trade or Business): $550.0K; 529 Prepaid Tuition Plan: $250.0K; Pensions: $175.0K; Bank Accts, Money Market Accts & CDs: $175.0K",,,,
J000288,Henry,Johnson,C.,32500.00,"$32,000",Pensions: $32.5K,,,,
J000310,Julie,Johnson,,47499477.70,"$47,499,000","Real Property: $30.0M; Exchange Traded Funds (ETF): $11.1M; Stock: $3.9M; Bank Accts, Money Market Accts & CDs: $756.5K; Ownership Interest (Trade or Business): $447.5K",Financials: 68; Information Technology: 57; Industrials: 56; Health Care: 44; Consumer Staples: 37,,,
J000299,Mike,Johnson,,32500.00,"$32,000",IRA (Held in Cash): $32.5K,,,,
J000293,Ron,Johnson,,68006094.49,"$68,006,000","Mutual Funds, ETF/Note: $18.0M; Bank Deposit: $16.9M; Accounts Receivable, From a Business: $15.0M; Real Estate, Commercial: $15.0M",Other: 2,,,
J000289,Jim,Jordan,,282500.00,"$282,000","Defined Benefit Pension: $175.0K; Bank Accts, Money Market Accts & CDs: $107.5K",,,,
J000295,David,Joyce,P.,4777846.89,"$4,778,000",Stock: $1.9M; Mutual Funds: $1.7M; Exchange Traded Funds (ETF): $396.0K; Govt Securities & Agency Debt: $333.0K; Corporate Securities (Bonds & Notes): $75.0K,Financials: 12; Energy: 6; Industrials: 5; Consumer Discretionary: 5; Health Care: 2,,,
J000302,John,Joyce,,17065001.00,"$17,065,000","Mutual Funds: $13.7M; Corporate Securities (Bonds & Notes): $665.0K; Bank Accts, Money Market Accts & CDs: $528.5K; Govt Securities & Agency Debt: $382.5K; Ownership Interest (Trade or Business): $375.0K",,,,
J000312,James,Justice,C.,664315238.98,"$664,315,000","Corporate Securities, Non-Public Stock: $418.5M; Accounts Receivable, From a Business: $120.3M; Business Entity, Limited Liability Company (LLC): $85.1M; Real Estate, Unimproved Land: $19.7M; Real Estate, Commercial: $18.8M",Financials: 1,,,
K000384,Tim,Kaine,,2274031.03,"$2,274,000","Mutual Fund: $1.2M; Mutual Funds, ETF/Note: $707.5K; Retirement Plans, Benefit Pension: $207.5K; Bank Deposit: $48.0K",Industrials: 1; Energy: 1,,,
K000400,Sydney,Kamlager-Dove,,3775000.00,"$3,775,000",Real Property: $3.0M; Ownership Interest (Trade or Business): $375.0K; Mutual Funds: $325.0K; Pensions: $75.0K,,,,
K000009,Marcy,Kaptur,,1075631.18,"$1,076,000","Bank Accts, Money Market Accts & CDs: $648.5K; Real Property: $250.0K; Stock: $75.0K; Govt Securities & Agency Debt: $75.0K",Consumer Staples: 1,,,
K000398,Thomas,Kean,H.,13591215.35,"$13,591,000",Stock: $4.5M; Hedge Funds & Private Equity Funds (EIF): $4.1M; Real Property: $1.2M; Whole/Universal Insurance: $1.1M; Ownership Interest (Trade or Business): $750.0K,Health Care: 24; Industrials: 19; Financials: 17; Information Technology: 13; Communication Services: 13,,,
K000375,William,Keating,R.,3144826.27,"$3,145,000",Mutual Funds: $2.1M; Stock: $330.0K; Asset-Backed Securities: $245.5K; Corporate Securities (Bonds & Notes): $186.5K; Pensions: $183.0K,Information Technology: 27; Consumer Discretionary: 17; Health Care: 15; Industrials: 12; Financials: 11,,,
K000377,Mark,Kelly,E.,20447500.00,"$20,448,000","Trust, Blind: $18.8M; Life Insurance, Whole: $750.0K; Real Estate, Residential: $375.0K; Annuity, Fixed: $215.5K; Bank Deposit: $191.0K",Other: 1,,,
K000376,Mike,Kelly,,16046643.11,"$16,047,000",Exchange Traded Funds (ETF): $4.4M; Other: $4.3M; Govt Securities & Agency Debt: $2.8M; Mutual Funds: $2.5M; Stock: $635.5K,Materials: 3; Communication Services: 3; Health Care: 2; Information Technology: 1; Industrials: 1,,,
K000385,Robin,Kelly,L.,40500.00,"$40,000",Pensions: $81.0K,,,,
K000388,Trent,Kelly,,457500.00,"$458,000",Real Property: $175.0K; Pensions: $175.0K; Farms: $75.0K; Whole/Universal Insurance: $32.5K,,,,
