bioguide_id,first_name,last_name,middle_name,net_worth_estimate,normalized_net_worth,top_holdings,top_traded_sectors
E000246,Chuck,Edwards,,16215423.32,"$16,215,423","Ownership Interest (Engaged in a Trade or Business): $15,000,000; Real Property: $1,182,500; Stock: $32,500",
E000301,Sarah,Elfreth,,8000.00,"$8,000","Pensions: $8,000",
E000071,Jake,Ellzey,,8838500.00,"$8,838,500","Bank Accounts, Money Market Accounts and CDs: $3,498,000; Real Property: $3,000,000; Mutual Funds: $1,174,000; Stock (Not Publicly Traded): $750,000; 5F: $150,000",
E000294,Tom,Emmer,,,,,
E000295,Joni,Ernst,,819180.35,"$819,180","Bank Deposit: $423,500; Mutual Funds, Mutual Fund: $385,500",
E000299,Veronica,Escobar,,641500.00,"$641,500","Pensions: $375,000; 529 Prepaid Tuition Plan: $175,500; Other: $83,000; Bank Accounts, Money Market Accounts and CDs: $8,000",
E000297,Adriano,Espaillat,,415500.00,"$415,500","Real Property: $375,000; Pensions: $32,500; Bank Accounts, Money Market Accounts and CDs: $8,000",
E000298,Ron,Estes,,858478.68,"$858,479","Mutual Funds: $792,500; Government Securities and Agency Debt: $32,500; Bank Accounts, Money Market Accounts and CDs: $16,000; Exchange Traded Funds (ETF): $8,000; Other: $8,000",Industrials: 4; Information Technology: 2; Energy: 2; Communication Services: 2; Financials: 2
E000296,Dwight,Evans,,1500528.82,"$1,500,529","Pensions: $1,500,000; Mutual Funds: $468,000; Stock: $436,000; Real Property: $350,000; Exchange Traded Funds (ETF): $80,000",Information Technology: 24; Industrials: 18; Health Care: 15; Energy: 14; Communication Services: 13
E000300,Gabe,Evans,,439500.00,"$439,500","IRA (Held in Cash): $383,000; Bank Accounts, Money Market Accounts and CDs: $56,500",
E000235,Mike,Ezell,,16000.00,"$16,000","Bank Accounts, Money Market Accounts and CDs: $16,000",
F000246,Pat,Fallon,,17847444.70,"$17,847,445","Bank Accounts, Money Market Accounts and CDs: $3,755,500; Mutual Funds: $3,616,000; Ownership Interest (Engaged in a Trade or Business): $3,123,500; Real Property: $3,000,000; Stock: $1,770,000",Industrials: 65; Information Technology: 44; Communication Services: 31; Energy: 18; Financials: 17
F000482,Julie,Fedorchak,,7425105.19,"$7,425,105","Real Property: $3,525,000; Exchange Traded Funds (ETF): $2,298,500; Mutual Funds: $750,000; MO: $375,000; Bank Accounts, Money Market Accounts and CDs: $231,500",
F000446,Randy,Feenstra,,89000.00,"$89,000","Mutual Funds: $81,000; Bank Accounts, Money Market Accounts and CDs: $8,000",
F000479,John,Fetterman,,1631503.54,"$1,631,504","Bank Deposit: $980,500; Corporate Securities, Corporate Bond: $249,000; Corporate Securities, Stock: $192,000; Mutual Funds, Exchange Traded Fund/Note: $72,000; Government Securities, US Treasury/Agency Security: $64,000",Communication Services: 1; Energy: 1
F000110,Cleo,Fields,,40240049.02,"$40,240,049","Bank Accounts, Money Market Accounts and CDs: $16,316,000; Ownership Interest (Engaged in a Trade or Business): $15,000,000; Stock: $6,968,500; Exchange Traded Funds (ETF): $8,000",Information Technology: 98; Communication Services: 24; Consumer Discretionary: 20; Financials: 3; Real Estate: 2
F000481,Shomari,Figures,,1875000.00,"$1,875,000","Real Property: $1,500,000; Bank Accounts, Money Market Accounts and CDs: $375,000",
F000484,Randy,Fine,,,,,
F000475,Brad,Finstad,,4031000.00,"$4,031,000","Farms: $3,000,000; Mutual Funds: $623,500; Bank Accounts, Money Market Accounts and CDs: $375,000; Fixed Annuity: $32,500",
F000470,Michelle,Fischbach,,736500.00,"$736,500","Real Property: $400,000; Mutual Funds: $336,500",
F000463,Deb,Fischer,,4868469.66,"$4,868,470","Corporate Securities, Non-Public Stock: $3,000,000; Mutual Funds, Exchange Traded Fund/Note: $335,000; Mutual Funds, Mutual Fund: $177,500; Accounts Receivable, From a Business: $175,000; Bank Deposit: $81,000",Industrials: 2; Information Technology: 1; Consumer Staples: 1
F000471,Scott,Fitzgerald,,6989235.68,"$6,989,236","Farms: $6,000,000; Real Property: $375,000; Exchange Traded Funds (ETF): $312,500; Mutual Funds: $194,500; IRA (Held in Cash): $65,000",
F000466,Brian,Fitzpatrick,K.,3008000.00,"$3,008,000","Real Property: $3,000,000; Bank Accounts, Money Market Accounts and CDs: $8,000",
F000459,Charles,Fleischmann,J.,,,,Industrials: 6; Consumer Discretionary: 3; Health Care: 2; Information Technology: 2; Materials: 1
F000468,Lizzie,Fletcher,,8048197.40,"$8,048,197","Mutual Funds: $4,734,500; Exchange Traded Funds (ETF): $2,397,000; Bank Accounts, Money Market Accounts and CDs: $608,500; Pensions: $32,500; Whole/Universal Insurance: $32,500",Industrials: 20; Consumer Discretionary: 19; Consumer Staples: 18; Information Technology: 17; Health Care: 13
F000474,Mike,Flood,,8179500.00,"$8,179,500","Ownership Interest (Engaged in a Trade or Business): $7,825,000; 5F: $180,500; Whole/Universal Insurance: $91,000; Bank Accounts, Money Market Accounts and CDs: $75,000; Pensions: $8,000",Other: 1
F000480,Vince,Fong,,2250488.74,"$2,250,489","Real Property: $750,000; Bank Accounts, Money Market Accounts and CDs: $590,500; Ownership Interest (Engaged in a Trade or Business): $375,000; Mutual Funds: $281,500; Stock: $128,500",
F000454,Bill,Foster,,19835340.65,"$19,835,341","Exchange Traded Funds (ETF): $13,357,500; Mutual Funds: $3,215,000; Government Securities and Agency Debt: $925,000; Fixed Annuity: $550,000; Bank Accounts, Money Market Accounts and CDs: $415,500",
F000477,Valerie,Foushee,P.,207500.00,"$207,500","Bank Accounts, Money Market Accounts and CDs: $207,500",
F000450,Virginia,Foxx,,5350469.04,"$5,350,469","Bank Accounts, Money Market Accounts and CDs: $2,075,000; Debts Owed to the Filer: $977,501; Stock: $830,500; Mutual Funds: $782,500; Exchange Traded Funds (ETF): $396,000",Energy: 257; Consumer Staples: 106; Utilities: 91; Financials: 65; Materials: 56
F000462,Lois,Frankel,,2679369.46,"$2,679,369","Mutual Funds: $1,947,500; Stock: $248,000; Other: $207,500; Real Estate Invest. Trust (REIT): $175,000; Exchange Traded Funds (ETF): $40,500",Financials: 288; Industrials: 243; Health Care: 218; Information Technology: 153; Consumer Staples: 124
F000472,Scott,Franklin,,27940961.53,"$27,940,962","Stock: $18,270,500; Real Property: $6,000,000; Mutual Funds: $1,330,500; Bank Accounts, Money Market Accounts and CDs: $550,500; Exchange Traded Funds (ETF): $282,000",Health Care: 30; Financials: 30; Consumer Discretionary: 27; Consumer Staples: 27; Information Technology: 26
F000483,Laura,Friedman,,1116149.58,"$1,116,150","Mutual Funds: $549,500; Stock: $384,500; Bank Accounts, Money Market Accounts and CDs: $56,500; Ownership Interest (Engaged in a Trade or Business): $32,500; Exchange Traded Funds (ETF): $32,500",Communication Services: 1
F000476,Maxwell,Frost,,,,,
F000478,Russell,Fry,,70476.70,"$70,477","Exchange Traded Funds (ETF): $48,000; Bank Accounts, Money Market Accounts and CDs: $8,000; 5F: $8,000",
F000469,Russ,Fulcher,,381000.00,"$381,000","Bank Accounts, Money Market Accounts and CDs: $190,500; Whole/Universal Insurance: $75,000; Exchange Traded Funds (ETF): $75,000; Real Estate Invest. Trust (REIT): $32,500; Stock: $8,000",Other: 1
G000574,Ruben,Gallego,,121500.00,"$121,500","Bank Deposit: $40,500; Corporate Securities, Non-Public Stock: $32,500; Accounts Receivable, From a Business: $32,500; Mutual Funds, Mutual Fund: $16,000",Other: 2
G000559,John,Garamendi,,4971000.00,"$4,971,000","Real Property: $4,100,000; Bank Accounts, Money Market Accounts and CDs: $725,000; Mutual Funds: $146,000",Industrials: 1; Communication Services: 1
G000597,Andrew,Garbarino,R.,250944.26,"$250,944","Whole/Universal Insurance: $107,500; Mutual Funds: $48,500; Bank Accounts, Money Market Accounts and CDs: $40,500; Stock: $33,500; Other: $24,000",Health Care: 3; Consumer Discretionary: 3; Energy: 2; Financials: 1; Materials: 1
G000598,Robert,Garcia,,333000.00,"$333,000","Defined Benefit Pension: $325,000; Bank Accounts, Money Market Accounts and CDs: $8,000",
G000587,Sylvia,Garcia,R.,793500.00,"$793,500","Mutual Funds: $553,500; Bank Accounts, Money Market Accounts and CDs: $175,000; Farms: $32,500; Real Property: $32,500",
G000586,Jesus,Garcia,,83000.00,"$83,000",,
G000603,Brandon,Gill,,1754926.91,"$1,754,927","Exchange Traded Funds (ETF): $1,125,000; Bank Accounts, Money Market Accounts and CDs: $375,000; Ownership Interest (Engaged in a Trade or Business): $75,000; Government Securities and Agency Debt: $75,000",Other: 21
G000602,Laura,Gillen,,1297000.00,"$1,297,000","Mutual Funds: $890,000; Whole/Universal Insurance: $375,000; Bank Accounts, Money Market Accounts and CDs: $24,000; IRA (Held in Cash): $8,000",
G000555,Kirsten,Gillibrand,E.,1132500.00,"$1,132,500","Bank Deposit: $1,132,500",
G000593,Carlos,Gimenez,A.,2634309.75,"$2,634,310","Real Property: $750,000; Mutual Funds: $556,500; Fixed Annuity: $550,000; Other: $290,500; Bank Accounts, Money Market Accounts and CDs: $207,500",
G000592,Jared,Golden,F.,121000.00,"$121,000","Bank Accounts, Money Market Accounts and CDs: $64,500; Defined Benefit Pension: $40,500; 5F: $8,000; Mutual Funds: $8,000",
G000601,Craig,Goldman,A.,23766633.88,"$23,766,634","Ownership Interest (Engaged in a Trade or Business): $16,440,000; Stock: $7,125,000; Bank Accounts, Money Market Accounts and CDs: $175,000",
G000599,Daniel,Goldman,S.,207416109.63,"$207,416,110","Hedge Funds & Private Equity Funds (EIF): $94,279,000; Mutual Funds: $74,439,500; Stock: $3,210,500; Other: $3,000,000; SERIES: $2,550,000",Health Care: 124; Financials: 114; Real Estate: 105; Consumer Staples: 81; Information Technology: 70
G000585,Jimmy,Gomez,,1319000.00,"$1,319,000","Real Property: $750,000; Bank Accounts, Money Market Accounts and CDs: $464,000; Mutual Funds: $64,500; Defined Benefit Pension: $32,500; 529 Prepaid Tuition Plan: $8,000",
G000594,Tony,Gonzales,,190000.00,"$190,000","Real Property: $150,000; Bank Accounts, Money Market Accounts and CDs: $24,000; Mutual Funds: $16,000",
G000581,Vicente,Gonzalez,,,,,
G000589,Lance,Gooden,,680808.10,"$680,808","Bank Accounts, Money Market Accounts and CDs: $466,000; Stock: $167,000; 5F: $32,500",Financials: 1; Energy: 1; Real Estate: 1
G000604,Maggie,Goodlander,,3829500.00,"$3,829,500","Real Property: $2,584,000; Government Securities and Agency Debt: $375,000; Mutual Funds: $320,000; Ownership Interest (Engaged in a Trade or Business): $266,000; Bank Accounts, Money Market Accounts and CDs: $171,000",
G000565,Paul,Gosar,A.,,,,
G000583,Josh,Gottheimer,,42493215.49,"$42,493,215","Stock: $20,379,000; Options: $9,000,000; Exchange Traded Funds (ETF): $4,746,500; Mutual Funds: $2,366,500; 5F: $500,000",Information Technology: 908; Health Care: 470; Consumer Discretionary: 344; Financials: 343; Industrials: 337
G000359,Lindsey,Graham,,1474327.50,"$1,474,328","Mutual Funds, Exchange Traded Fund/Note: $515,500; Mutual Funds, Mutual Fund: $479,000; Bank Deposit: $323,000; Government Securities, US Treasury/Agency Security: $150,000",Other: 10
G000386,Chuck,Grassley,,6207258.34,"$6,207,258","Mutual Funds, Mutual Fund: $4,391,500; Farm: $1,216,000; Bank Deposit: $355,500; Mutual Funds, Exchange Traded Fund/Note: $148,000; Life Insurance, Whole: $81,000",
G000546,Sam,Graves,,1591501.00,"$1,591,501","Other: $750,000; Farms: $332,501; Ownership Interest (Engaged in a Trade or Business): $175,500; Bank Accounts, Money Market Accounts and CDs: $91,000",
G000605,Adam,Gray,,965500.00,"$965,500","Real Property: $925,000; Bank Accounts, Money Market Accounts and CDs: $40,500",
G000553,Al,Green,,5900000.00,"$5,900,000","Other: $3,000,000; Real Property: $1,475,000; Bank Accounts, Money Market Accounts and CDs: $1,075,000; Fixed Annuity: $175,000; Mutual Funds: $175,000",Other: 1
G000590,Mark,Green,E.,45815948.06,"$45,815,948","Real Property: $34,472,500; Stock: $3,750,000; Other: $3,000,000; Debts Owed to the Filer: $1,300,000; Stock (Not Publicly Traded): $1,232,500",Energy: 585; Utilities: 14; Industrials: 9; Health Care: 1
G000596,Marjorie Taylor,Greene,,25034426.97,"$25,034,427","Ownership Interest (Engaged in a Trade or Business): $15,000,000; Real Property: $3,750,000; Bank Accounts, Money Market Accounts and CDs: $3,097,500; Government Securities and Agency Debt: $1,450,000; Stock: $563,500",Information Technology: 130; Industrials: 54; Consumer Discretionary: 54; Financials: 52; Health Care: 44
G000568,H. Morgan,Griffith,,665500.00,"$665,500","Real Property: $375,000; Other: $175,000; 529 Prepaid Tuition Plan: $83,000; Stock (Not Publicly Traded): $32,500",
G000551,Raul,Grijalva,,158500.00,"$158,500","Mutual Funds: $75,000; Real Property: $75,000; Bank Accounts, Money Market Accounts and CDs: $8,500",Industrials: 27; Financials: 24; Consumer Discretionary: 20; Information Technology: 19; Health Care: 19
G000576,Glenn,Grothman,,2236939.82,"$2,236,940","Mutual Funds: $1,715,000; Bank Accounts, Money Market Accounts and CDs: $223,500; Real Property: $175,000; IRA (Held in Cash): $75,000; Government Securities and Agency Debt: $32,500",Other: 5
G000591,Michael,Guest,,,,,Energy: 10; Consumer Discretionary: 9; Communication Services: 9; Information Technology: 7; Financials: 6
G000558,Brett,Guthrie,,,,,
H001096,Harriet,Hageman,M.,4005693.86,"$4,005,694","Mutual Funds: $2,425,000; Ownership Interest (Engaged in a Trade or Business): $550,000; IRA (Held in Cash): $350,000; Stock: $328,000; Bank Accounts, Money Market Accounts and CDs: $174,000",
H000601,Bill,Hagerty,,52837179.01,"$52,837,179","Business Entity, Limited Liability Company (LLC): $12,000,000; Corporate Securities, Stock: $9,316,500; Mutual Funds, Exchange Traded Fund/Note: $7,225,000; Mutual Funds, Mutual Fund: $6,181,500; Accounts Receivable, From an Individual: $5,250,000",Financials: 9; Real Estate: 4; Energy: 4; Information Technology: 3; Consumer Discretionary: 2
H001098,Abraham,Hamadeh,J.,833000.00,"$833,000","Real Property: $750,000; Ownership Interest (Engaged in a Trade or Business): $75,000; Mutual Funds: $8,000",
H001090,Josh,Harder,,5709830.06,"$5,709,830","Exchange Traded Funds (ETF): $4,743,500; Stock: $199,000; Bank Accounts, Money Market Accounts and CDs: $40,500; Hedge Funds & Private Equity Funds (EIF): $40,500",
H001099,Mike,Haridopolos,,8984719.81,"$8,984,720","Ownership Interest (Engaged in a Trade or Business): $3,000,000; Mutual Funds: $1,655,000; Exchange Traded Funds (ETF): $1,555,000; Whole/Universal Insurance: $1,500,000; Defined Benefit Pension: $750,000",
H001101,Pat,Harrigan,,8811050.49,"$8,811,050","Ownership Interest (Engaged in a Trade or Business): $6,965,500; Real Property: $750,000; Debts Owed to the Filer: $525,000; Bank Accounts, Money Market Accounts and CDs: $423,500; Mutual Funds: $65,000",
H001052,Andy,Harris,,5621928.43,"$5,621,928","Mutual Funds: $5,075,000; Other: $282,500; IRA (Held in Cash): $175,000; Stock: $65,000; Bank Accounts, Money Market Accounts and CDs: $32,500",
H001102,Mark,Harris,,1771704.64,"$1,771,705","Real Property: $1,000,000; Stock: $355,000; Mutual Funds: $105,000; Bank Accounts, Money Market Accounts and CDs: $97,500; Other: $75,000",
H001086,Diana,Harshbarger,,20473000.00,"$20,473,000","Mutual Funds: $13,526,500; Real Property: $12,750,000; Stock: $5,069,500; Government Securities and Agency Debt: $1,929,750; Other: $1,500,000",Information Technology: 195; Financials: 165; Industrials: 126; Consumer Discretionary: 118; Communication Services: 95
H001076,Margaret Wood,Hassan,,5937380.33,"$5,937,380","Mutual Funds, Exchange Traded Fund/Note: $3,264,500; Mutual Funds, Mutual Fund: $1,231,000; Life Insurance, Whole: $532,500; Real Estate, Residential: $207,500; Annuity, Fixed: $183,000",
H001089,Josh,Hawley,,2797555.00,"$2,797,555","Mutual Funds, Mutual Fund: $1,316,000; Farm: $750,000; Mutual Funds, Exchange Traded Fund/Note: $316,000; Bank Deposit: $247,500; Government Securities, US Treasury/Agency Security: $65,000",
H001081,Jahana,Hayes,,175000.00,"$175,000","Real Property: $175,000",
H001046,Martin,Heinrich,,613000.00,"$613,000","Mutual Funds, Mutual Fund: $349,000; Retirement Plans, Defined Benefit Pension Plan: $207,500; Bank Deposit: $56,500",
H001082,Kevin,Hern,,108438456.92,"$108,438,457","Ownership Interest (Engaged in a Trade or Business): $33,375,000; Stock: $28,028,000; Bank Accounts, Money Market Accounts and CDs: $9,395,500; Other: $9,375,000; Real Property: $7,157,500",Energy: 150; Information Technology: 97; Health Care: 93; Industrials: 90; Financials: 66
H001103,Pablo,Hernández,Jose,447509.18,"$447,509","Mutual Funds: $215,500; Exchange Traded Funds (ETF): $107,500; Bank Accounts, Money Market Accounts and CDs: $65,000; Stock: $32,500",
H000273,John,Hickenlooper,W.,30879187.02,"$30,879,187","Corporate Securities, Stock: $16,995,000; Mutual Funds, Mutual Fund: $4,888,500; Mutual Funds, Exchange Traded Fund/Note: $3,390,000; Bank Deposit: $1,172,500; Corporate Securities, Stock Option: $423,000",Communication Services: 74; Consumer Discretionary: 15; Information Technology: 11; Health Care: 2; Consumer Staples: 1
H001077,Clay,Higgins,,38500.00,"$38,500",,
H001072,J. French,Hill,,19622295.76,"$19,622,296","Stock: $14,948,000; Bank Accounts, Money Market Accounts and CDs: $1,071,000; Exchange Traded Funds (ETF): $1,037,500; Mutual Funds: $776,500; Collectibles: $750,000",Financials: 18; Communication Services: 4; Energy: 4; Information Technology: 3; Consumer Staples: 3
H001047,James,Himes,A.,13933339.89,"$13,933,340","Exchange Traded Funds (ETF): $10,065,500; Bank Accounts, Money Market Accounts and CDs: $3,116,000; IRA (Held in Cash): $183,000; Mutual Funds: $175,000; Stock: $175,000",Information Technology: 2
H001091,Ashley,Hinson,,5034692.22,"$5,034,692","HIGH STREE: $3,000,000; Mutual Funds: $669,500; 2: $393,000; Exchange Traded Funds (ETF): $363,000; Real Property: $250,000",Consumer Discretionary: 6; Communication Services: 2; Information Technology: 1; Health Care: 1; Financials: 1
H001042,Mazie,Hirono,K.,7433333.29,"$7,433,333","Mutual Funds, Mutual Fund: $5,171,000; Bank Deposit: $990,500; Retirement Plans, Defined Benefit Pension Plan: $750,000; Real Estate, Residential: $375,000; Corporate Securities, Stock: $140,000",
H001061,John,Hoeven,,48480000.00,"$48,480,000","Corporate Securities, Non-Public Stock: $21,000,000; Trust, Blind: $15,000,000; Mutual Funds, Mutual Fund: $9,340,000; Bank Deposit: $3,065,000; Real Estate, Unimproved Land: $75,000",Financials: 28; Consumer Discretionary: 26; Consumer Staples: 23; Industrials: 19; Information Technology: 17
H001066,Steven,Horsford,,97500.00,"$97,500","529 Prepaid Tuition Plan: $65,000; Whole/Universal Insurance: $32,500",
H001093,Erin,Houchin,,1132500.00,"$1,132,500","Mutual Funds: $876,500; Bank Accounts, Money Market Accounts and CDs: $175,000; 529 Prepaid Tuition Plan: $73,000; Options: $8,000",
H001085,Chrissy,Houlahan,,2534000.00,"$2,534,000","Mutual Funds: $2,310,500; Bank Accounts, Money Market Accounts and CDs: $116,000; Government Securities and Agency Debt: $75,000; Pensions: $32,500",
H000874,Steny,Hoyer,H.,3934000.00,"$3,934,000","Pensions: $3,000,000; IRA (Held in Cash): $750,000; Bank Accounts, Money Market Accounts and CDs: $183,000; Stock: $1,000",
H001094,Val,Hoyle,T.,1715925.40,"$1,715,925","Stock: $1,099,500; Mutual Funds: $212,000; Fixed Annuity: $175,000; Bank Accounts, Money Market Accounts and CDs: $49,000; Other: $40,500",Information Technology: 52; Financials: 38; Industrials: 33; Health Care: 27; Communication Services: 15
H001067,Richard,Hudson,,344000.00,"$344,000","Bank Accounts, Money Market Accounts and CDs: $190,500; Mutual Funds: $153,500",
H001068,Jared,Huffman,,1542389.31,"$1,542,389","Real Property: $750,000; Exchange Traded Funds (ETF): $283,000; Mutual Funds: $260,500; Bank Accounts, Money Market Accounts and CDs: $106,500; Stock: $75,000",
H001058,Bill,Huizenga,,2200554.78,"$2,200,555","Ownership Interest (Engaged in a Trade or Business): $1,116,500; Real Property: $750,000; Mutual Funds: $256,000; Bank Accounts, Money Market Accounts and CDs: $57,500; Exchange Traded Funds (ETF): $16,000",
H001095,Wesley,Hunt,,3778627.92,"$3,778,628","Whole/Universal Insurance: $3,000,000; Pensions: $550,000; Stock: $107,500; Bank Accounts, Money Market Accounts and CDs: $97,500; Mutual Funds: $8,000",
H001100,Jeff,Hurd,,522150.25,"$522,150","Mutual Funds: $448,000; Exchange Traded Funds (ETF): $65,000",
H001104,Jon,Husted,,,,,Other: 1
H001079,Cindy,Hyde-Smith,,1314500.00,"$1,314,500","Farm: $758,000; Retirement Plans, Defined Benefit Pension Plan: $175,000; Bank Deposit: $155,500; Annuity, Fixed: $105,500; Mutual Funds, Mutual Fund: $72,000",
I000056,Darrell,Issa,,284616722.17,"$284,616,722","Other: $180,350,000; Mutual Funds: $36,000,000; Real Property: $27,750,000; Exchange Traded Funds (ETF): $21,000,000; Bank Accounts, Money Market Accounts and CDs: $17,333,000",Other: 20
I000058,Glenn,Ivey,,1300000.70,"$1,300,001","Stock: $448,500; Real Property: $375,000; Mutual Funds: $263,500; Bank Accounts, Money Market Accounts and CDs: $83,000; Exchange Traded Funds (ETF): $32,000",
J000311,Brian,Jack,,1097150.20,"$1,097,150","Ownership Interest (Engaged in a Trade or Business): $750,000; Exchange Traded Funds (ETF): $258,500; Mutual Funds: $40,500; Bank Accounts, Money Market Accounts and CDs: $8,000",
J000309,Jonathan,Jackson,L.,3163987.54,"$3,163,988","Stock: $1,455,000; Real Property: $925,000; Mutual Funds: $240,000; Bank Accounts, Money Market Accounts and CDs: $191,000; Government Securities and Agency Debt: $48,500",Information Technology: 26; Consumer Discretionary: 17; Health Care: 15; Industrials: 13; Communication Services: 12
J000304,Ronny,Jackson,,1697761.31,"$1,697,761","Mutual Funds: $1,404,500; Stock: $191,000; Bank Accounts, Money Market Accounts and CDs: $64,500",
J000305,Sara,Jacobs,,86825030.64,"$86,825,031","Hedge Funds & Private Equity Funds (EIF): $45,000,000; Stock: $18,000,000; Other: $15,000,000; Real Property: $6,000,000; Whole/Universal Insurance: $750,000",Information Technology: 11; Health Care: 10; Financials: 7; Industrials: 5; Consumer Staples: 4
J000307,John,James,,6500974.07,"$6,500,974","Ownership Interest (Engaged in a Trade or Business): $6,000,000; Bank Accounts, Money Market Accounts and CDs: $3,347,000; Mutual Funds: $1,412,000; Exchange Traded Funds (ETF): $850,000; Other: $366,000",Information Technology: 43; Health Care: 42; Financials: 40; Industrials: 34; Consumer Staples: 23
J000298,Pramila,Jayapal,,1566176.86,"$1,566,177","Mutual Funds: $846,500; Exchange Traded Funds (ETF): $578,500; Bank Accounts, Money Market Accounts and CDs: $56,500",
J000294,Hakeem,Jeffries,S.,587002.23,"$587,002","Mutual Funds: $154,000; Exchange Traded Funds (ETF): $139,500; Bank Accounts, Money Market Accounts and CDs: $124,000; Whole/Universal Insurance: $107,500; Pensions: $32,500",Other: 21
J000301,Dusty,Johnson,,6983500.00,"$6,983,500","Mutual Funds: $5,618,500; Ownership Interest (Engaged in a Trade or Business): $550,000; 529 Prepaid Tuition Plan: $250,000; Pensions: $175,000; Bank Accounts, Money Market Accounts and CDs: $175,000",
J000288,Henry,Johnson,C.,32500.00,"$32,500","Pensions: $32,500",
J000310,Julie,Johnson,,47295228.30,"$47,295,228","Real Property: $30,000,000; Exchange Traded Funds (ETF): $11,086,000; Stock: $3,865,000; Bank Accounts, Money Market Accounts and CDs: $756,500; Ownership Interest (Engaged in a Trade or Business): $447,500",Financials: 67; Information Technology: 56; Industrials: 52; Health Care: 42; Consumer Staples: 33
J000299,Mike,Johnson,,32500.00,"$32,500","IRA (Held in Cash): $32,500",
J000293,Ron,Johnson,,67515879.37,"$67,515,879","Mutual Funds, Exchange Traded Fund/Note: $18,000,000; Bank Deposit: $16,933,000; Accounts Receivable, From a Business: $15,000,000; Real Estate, Commercial: $15,000,000",Other: 2
J000289,Jim,Jordan,,282500.00,"$282,500","Defined Benefit Pension: $175,000; Bank Accounts, Money Market Accounts and CDs: $107,500",
J000295,David,Joyce,P.,4729286.60,"$4,729,287","Stock: $1,941,500; Mutual Funds: $1,695,500; Exchange Traded Funds (ETF): $396,000; Government Securities and Agency Debt: $333,000; Corporate Securities (Bonds and Notes): $75,000",Financials: 12; Energy: 6; Industrials: 5; Consumer Discretionary: 5; Health Care: 2
J000302,John,Joyce,,17065001.00,"$17,065,001","Mutual Funds: $13,739,000; Corporate Securities (Bonds and Notes): $665,000; Bank Accounts, Money Market Accounts and CDs: $528,500; Government Securities and Agency Debt: $382,500; Ownership Interest (Engaged in a Trade or Business): $375,000",
J000312,James,Justice,C.,664243418.53,"$664,243,419","Corporate Securities, Non-Public Stock: $418,510,500; Accounts Receivable, From a Business: $120,256,000; Business Entity, Limited Liability Company (LLC): $85,104,500; Real Estate, Unimproved Land: $19,706,500; Real Estate, Commercial: $18,750,000",
K000384,Tim,Kaine,,2256488.49,"$2,256,488","Mutual Funds, Mutual Fund: $1,186,500; Mutual Funds, Exchange Traded Fund/Note: $707,500; Retirement Plans, Defined Benefit Pension Plan: $207,500; Bank Deposit: $48,000",Industrials: 1; Energy: 1
K000400,Sydney,Kamlager-Dove,,3775000.00,"$3,775,000","Real Property: $3,000,000; Ownership Interest (Engaged in a Trade or Business): $375,000; Mutual Funds: $325,000; Pensions: $75,000",
K000009,Marcy,Kaptur,,1074537.99,"$1,074,538","Bank Accounts, Money Market Accounts and CDs: $648,500; Real Property: $250,000; Stock: $75,000; Government Securities and Agency Debt: $75,000",Consumer Staples: 1
K000398,Thomas,Kean,H.,13412877.52,"$13,412,878","Stock: $4,469,000; Hedge Funds & Private Equity Funds (EIF): $4,137,000; Real Property: $1,157,500; Whole/Universal Insurance: $1,125,000; Ownership Interest (Engaged in a Trade or Business): $750,000",Health Care: 22; Industrials: 19; Financials: 14; Communication Services: 13; Information Technology: 11
K000375,William,Keating,R.,3150482.04,"$3,150,482","Mutual Funds: $2,053,500; Stock: $330,000; Asset-Backed Securities: $245,500; Corporate Securities (Bonds and Notes): $186,500; Pensions: $183,000",Information Technology: 27; Consumer Discretionary: 17; Health Care: 15; Industrials: 12; Financials: 11
K000377,Mark,Kelly,E.,20447500.00,"$20,447,500","Trust, Blind: $18,833,000; Life Insurance, Whole: $750,000; Real Estate, Residential: $375,000; Annuity, Fixed: $215,500; Bank Deposit: $191,000",Other: 1
K000376,Mike,Kelly,,15936560.79,"$15,936,561","Exchange Traded Funds (ETF): $4,388,000; Other: $4,297,500; Government Securities and Agency Debt: $2,780,000; Mutual Funds: $2,490,000; Stock: $635,500",Materials: 3; Communication Services: 3; Health Care: 2; Information Technology: 1; Industrials: 1
K000385,Robin,Kelly,L.,40500.00,"$40,500","Pensions: $81,000",
K000388,Trent,Kelly,,457500.00,"$457,500","Real Property: $175,000; Pensions: $175,000; Farms: $75,000; Whole/Universal Insurance: $32,500",
K000393,John,Kennedy,,20219837.19,"$20,219,837","Mutual Funds, Exchange Traded Fund/Note: $7,903,000; Mutual Funds, Mutual Fund: $4,778,500; Real Estate, Unimproved Land: $3,868,000; Real Estate, Commercial: $1,050,000; Real Estate, Residential: $925,000",Financials: 1
K000403,Mike,Kennedy,,1447218.93,"$1,447,219","Debts Owed to the Filer: $550,000; Mutual Funds: $239,000; Other: $207,500; Ownership Interest (Engaged in a Trade or Business): $176,000; Bank Accounts, Money Market Accounts and CDs: $156,000",Other: 1
K000402,Timothy,Kennedy,M.,231000.00,"$231,000","Mutual Funds: $175,000; Bank Accounts, Money Market Accounts and CDs: $24,000; 5F: $24,000; Whole/Universal Insurance: $8,000",
K000389,Ro,Khanna,,,,,Financials: 3708; Information Technology: 3652; Health Care: 3425; Industrials: 3014; Consumer Discretionary: 2795
