bioguide_id,first_name,last_name,middle_name,net_worth_estimate,top_holdings
F000483,Laura,Friedman,,1121235.40,"Mutual Funds: $549,500; Stock: $384,500; Bank Accnts, Money Market Accnts & CDs: $56,500; Exchange Traded Funds (ETF): $32,500; Ownership Interest (Trade or Business): $32,500"
F000476,Maxwell,Frost,,,
F000478,Russell,Fry,,70823.04,"Exchange Traded Funds (ETF): $48,000; Bank Accnts, Money Market Accnts & CDs: $8,000; 5F: $8,000"
F000469,Russ,Fulcher,,381000.00,"Bank Accnts, Money Market Accnts & CDs: $190,500; Whole/Universal Insurance: $75,000; Exchange Traded Funds (ETF): $75,000; Real Estate Invest. Trust (REIT): $32,500; Stock: $8,000"
G000574,Ruben,Gallego,,121500.00,"Bank Deposit: $40,500; Accounts Receivable, From a Business: $32,500; Corporate Securities, Non-Public Stock: $32,500; Mutual Funds: $16,000"
G000559,John,Garamendi,,4971000.00,"Real Property: $4,100,000; Bank Accnts, Money Market Accnts & CDs: $725,000; Mutual Funds: $146,000"
G000597,Andrew,Garbarino,R.,251154.66,"Whole/Universal Insurance: $107,500; Mutual Funds: $48,500; Bank Accnts, Money Market Accnts & CDs: $40,500; Stock: $33,500; Other: $24,000"
G000598,Robert,Garcia,,333000.00,"Defined Benefit Pension: $325,000; Bank Accnts, Money Market Accnts & CDs: $8,000"
G000587,Sylvia,Garcia,R.,793500.00,"Mutual Funds: $553,500; Bank Accnts, Money Market Accnts & CDs: $175,000; Farms: $32,500; Real Property: $32,500"
G000586,Jesus,Garcia,,83000.00,
G000603,Brandon,Gill,,1757201.42,"Exchange Traded Funds (ETF): $1,125,000; Bank Accnts, Money Market Accnts & CDs: $375,000; Ownership Interest (Trade or Business): $75,000; Govt Securities & Agency Debt: $75,000"
G000602,Laura,Gillen,,1297000.00,"Mutual Funds: $890,000; Whole/Universal Insurance: $375,000; Bank Accnts, Money Market Accnts & CDs: $24,000; IRA (Held in Cash): $8,000"
G000555,Kirsten,Gillibrand,E.,1132500.00,"Bank Deposit: $1,132,500"
G000593,Carlos,Gimenez,A.,2633796.94,"Real Property: $750,000; Mutual Funds: $556,500; Fixed Annuity: $550,000; Other: $290,500; Bank Accnts, Money Market Accnts & CDs: $207,500"
G000592,Jared,Golden,F.,121000.00,"Bank Accnts, Money Market Accnts & CDs: $64,500; Defined Benefit Pension: $40,500; 5F: $8,000; Mutual Funds: $8,000"
G000601,Craig,Goldman,A.,23701682.34,"Ownership Interest (Trade or Business): $16,440,000; Stock: $7,125,000; Bank Accnts, Money Market Accnts & CDs: $175,000"
G000599,Daniel,Goldman,S.,207403652.50,"Hedge Funds & Private Equity Funds (EIF): $94,279,000; Mutual Funds: $74,439,500; Stock: $3,210,500; Other: $3,000,000; SERIES: $2,550,000"
G000585,Jimmy,Gomez,,1319000.00,"Real Property: $750,000; Bank Accnts, Money Market Accnts & CDs: $464,000; Mutual Funds: $64,500; Defined Benefit Pension: $32,500; 529 Prepaid Tuition Plan: $8,000"
G000594,Tony,Gonzales,,190000.00,"Real Property: $150,000; Bank Accnts, Money Market Accnts & CDs: $24,000; Mutual Funds: $16,000"
G000581,Vicente,Gonzalez,,,
G000589,Lance,Gooden,,678829.02,"Bank Accnts, Money Market Accnts & CDs: $466,000; Stock: $167,000; 5F: $32,500"
G000604,Maggie,Goodlander,,3829500.00,"Real Property: $2,584,000; Govt Securities & Agency Debt: $375,000; Mutual Funds: $320,000; Ownership Interest (Trade or Business): $266,000; Bank Accnts, Money Market Accnts & CDs: $171,000"
G000565,Paul,Gosar,A.,,
G000583,Josh,Gottheimer,,42322928.79,"Stock: $20,379,000; Options: $9,000,000; Exchange Traded Funds (ETF): $4,746,500; Mutual Funds: $2,366,500; 5F: $500,000"
G000359,Lindsey,Graham,,1474501.13,"Mutual Funds, Exchange Traded Fund: $515,500; Mutual Funds: $479,000; Bank Deposit: $323,000; Govt Securities, US Treasury/Agency Security: $150,000"
G000386,Chuck,Grassley,,6207564.61,"Mutual Funds: $4,391,500; Farm: $1,216,000; Bank Deposit: $355,500; Mutual Funds, Exchange Traded Fund: $148,000; Life Insurance, Whole: $81,000"
G000546,Sam,Graves,,1591501.00,"Other: $750,000; Farms: $332,501; Ownership Interest (Trade or Business): $175,500; Bank Accnts, Money Market Accnts & CDs: $91,000"
G000605,Adam,Gray,,965500.00,"Real Property: $925,000; Bank Accnts, Money Market Accnts & CDs: $40,500"
G000553,Al,Green,,5900000.00,"Other: $3,000,000; Real Property: $1,475,000; Bank Accnts, Money Market Accnts & CDs: $1,075,000; Fixed Annuity: $175,000; Mutual Funds: $175,000"
G000590,Mark,Green,E.,45815096.56,"Real Property: $34,472,500; Stock: $3,750,000; Other: $3,000,000; Debts Owed to the Filer: $1,300,000; Stock (Not Publicly Traded): $1,232,500"
G000596,Marjorie Taylor,Greene,,24998329.97,"Ownership Interest (Trade or Business): $15,000,000; Real Property: $3,750,000; Bank Accnts, Money Market Accnts & CDs: $3,097,500; Govt Securities & Agency Debt: $1,450,000; Stock: $563,500"
G000568,H. Morgan,Griffith,,665500.00,"Real Property: $375,000; Other: $175,000; 529 Prepaid Tuition Plan: $83,000; Stock (Not Publicly Traded): $32,500"
G000551,Raul,Grijalva,,158500.00,"Real Property: $75,000; Mutual Funds: $75,000; Bank Accnts, Money Market Accnts & CDs: $8,500"
G000576,Glenn,Grothman,,2237041.79,"Mutual Funds: $1,715,000; Bank Accnts, Money Market Accnts & CDs: $223,500; Real Property: $175,000; IRA (Held in Cash): $75,000; Govt Securities & Agency Debt: $32,500"
G000591,Michael,Guest,,,
G000558,Brett,Guthrie,,,
H001096,Harriet,Hageman,M.,4007289.06,"Mutual Funds: $2,425,000; Ownership Interest (Trade or Business): $550,000; IRA (Held in Cash): $350,000; Stock: $328,000; Bank Accnts, Money Market Accnts & CDs: $174,000"
H000601,Bill,Hagerty,,52868356.92,"Business Entity, LLC: $12,000,000; Corporate Securities, Stock: $9,316,500; Mutual Funds, Exchange Traded Fund: $7,225,000; Mutual Funds: $6,181,500; Accounts Receivable, From an Individual: $5,250,000"
H001098,Abraham,Hamadeh,J.,833000.00,"Real Property: $750,000; Ownership Interest (Trade or Business): $75,000; Mutual Funds: $8,000"
H001090,Josh,Harder,,5703876.36,"Exchange Traded Funds (ETF): $4,743,500; Stock: $199,000; Bank Accnts, Money Market Accnts & CDs: $40,500; Hedge Funds & Private Equity Funds (EIF): $40,500"
H001099,Mike,Haridopolos,,8987872.75,"Ownership Interest (Trade or Business): $3,000,000; Mutual Funds: $1,655,000; Exchange Traded Funds (ETF): $1,555,000; Whole/Universal Insurance: $1,500,000; Defined Benefit Pension: $750,000"
H001101,Pat,Harrigan,,8810985.00,"Ownership Interest (Trade or Business): $6,965,500; Real Property: $750,000; Debts Owed to the Filer: $525,000; Bank Accnts, Money Market Accnts & CDs: $423,500; Mutual Funds: $65,000"
H001052,Andy,Harris,,5623743.07,"Mutual Funds: $5,075,000; Other: $282,500; IRA (Held in Cash): $175,000; Stock: $65,000; Bank Accnts, Money Market Accnts & CDs: $32,500"
H001102,Mark,Harris,,1773318.30,"Real Property: $1,000,000; Stock: $355,000; Mutual Funds: $105,000; Bank Accnts, Money Market Accnts & CDs: $97,500; Other: $75,000"
H001086,Diana,Harshbarger,,20473000.00,"Mutual Funds: $13,526,500; Real Property: $12,750,000; Stock: $5,069,500; Govt Securities & Agency Debt: $1,929,750; Other: $1,500,000"
H001076,Margaret Wood,Hassan,,5941386.46,"Mutual Funds, Exchange Traded Fund: $3,264,500; Mutual Funds: $1,231,000; Life Insurance, Whole: $532,500; Real Estate, Residential: $207,500; Annuity, Fixed: $183,000"
H001089,Josh,Hawley,,2797069.88,"Mutual Funds: $1,316,000; Farm: $750,000; Mutual Funds, Exchange Traded Fund: $316,000; Bank Deposit: $247,500; Govt Securities, US Treasury/Agency Security: $65,000"
H001081,Jahana,Hayes,,175000.00,"Real Property: $175,000"
H001046,Martin,Heinrich,,613000.00,"Mutual Funds: $349,000; Retirement Plans, Defined Benefit Pension: $207,500; Bank Deposit: $56,500"
H001082,Kevin,Hern,,108498565.70,"Ownership Interest (Trade or Business): $33,375,000; Stock: $28,028,000; Bank Accnts, Money Market Accnts & CDs: $9,395,500; Other: $9,375,000; Real Property: $7,157,500"
H001103,Pablo,Hernández,Jose,447634.29,"Mutual Funds: $215,500; Exchange Traded Funds (ETF): $107,500; Bank Accnts, Money Market Accnts & CDs: $65,000; Stock: $32,500"
H000273,John,Hickenlooper,W.,30893939.69,"Corporate Securities, Stock: $16,995,000; Mutual Funds: $4,888,500; Mutual Funds, Exchange Traded Fund: $3,390,000; Bank Deposit: $1,172,500; Corporate Securities, Stock Option: $423,000"
H001077,Clay,Higgins,,38500.00,
H001072,J. French,Hill,,19651298.69,"Stock: $14,948,000; Bank Accnts, Money Market Accnts & CDs: $1,071,000; Exchange Traded Funds (ETF): $1,037,500; Mutual Funds: $776,500; Collectibles: $750,000"
H001047,James,Himes,A.,13930626.55,"Exchange Traded Funds (ETF): $10,065,500; Bank Accnts, Money Market Accnts & CDs: $3,116,000; IRA (Held in Cash): $183,000; Mutual Funds: $175,000; Hedge Funds & Private Equity Funds (EIF): $175,000"
H001091,Ashley,Hinson,,5036702.34,"HIGH STREE: $3,000,000; Mutual Funds: $669,500; 2: $393,000; Exchange Traded Funds (ETF): $363,000; Real Property: $250,000"
H001042,Mazie,Hirono,K.,7432349.70,"Mutual Funds: $5,171,000; Bank Deposit: $990,500; Retirement Plans, Defined Benefit Pension: $750,000; Real Estate, Residential: $375,000; Corporate Securities, Stock: $140,000"
H001061,John,Hoeven,,48480000.00,"Corporate Securities, Non-Public Stock: $21,000,000; Trust, Blind: $15,000,000; Mutual Funds: $9,340,000; Bank Deposit: $3,065,000; Real Estate, Unimproved Land: $75,000"
H001066,Steven,Horsford,,97500.00,"529 Prepaid Tuition Plan: $65,000; Whole/Universal Insurance: $32,500"
H001093,Erin,Houchin,,1132500.00,"Mutual Funds: $876,500; Bank Accnts, Money Market Accnts & CDs: $175,000; 529 Prepaid Tuition Plan: $73,000; Options: $8,000"
H001085,Chrissy,Houlahan,,2534000.00,"Mutual Funds: $2,310,500; Bank Accnts, Money Market Accnts & CDs: $116,000; Govt Securities & Agency Debt: $75,000; Pensions: $32,500"
H000874,Steny,Hoyer,H.,3934000.00,"Pensions: $3,000,000; IRA (Held in Cash): $750,000; Bank Accnts, Money Market Accnts & CDs: $183,000; Stock: $1,000"
H001094,Val,Hoyle,T.,1720084.70,"Stock: $1,099,500; Mutual Funds: $212,000; Fixed Annuity: $175,000; Bank Accnts, Money Market Accnts & CDs: $49,000; Other: $40,500"
H001067,Richard,Hudson,,344000.00,"Bank Accnts, Money Market Accnts & CDs: $190,500; Mutual Funds: $153,500"
H001068,Jared,Huffman,,1541232.59,"Real Property: $750,000; Exchange Traded Funds (ETF): $283,000; Mutual Funds: $260,500; Bank Accnts, Money Market Accnts & CDs: $106,500; Stock: $75,000"
H001058,Bill,Huizenga,,2200700.04,"Ownership Interest (Trade or Business): $1,116,500; Real Property: $750,000; Mutual Funds: $256,000; Bank Accnts, Money Market Accnts & CDs: $57,500; Exchange Traded Funds (ETF): $16,000"
H001095,Wesley,Hunt,,3778972.93,"Whole/Universal Insurance: $3,000,000; Pensions: $550,000; Stock: $107,500; Bank Accnts, Money Market Accnts & CDs: $97,500; Mutual Funds: $8,000"
H001100,Jeff,Hurd,,522222.15,"Mutual Funds: $448,000; Exchange Traded Funds (ETF): $65,000"
H001104,Jon,Husted,,,
H001079,Cindy,Hyde-Smith,,1314500.00,"Farm: $758,000; Retirement Plans, Defined Benefit Pension: $175,000; Bank Deposit: $155,500; Annuity, Fixed: $105,500; Mutual Funds: $72,000"
I000056,Darrell,Issa,,284796420.30,"Other: $180,350,000; Mutual Funds: $36,000,000; Real Property: $27,750,000; Exchange Traded Funds (ETF): $21,000,000; Bank Accnts, Money Market Accnts & CDs: $17,333,000"
I000058,Glenn,Ivey,,1302690.74,"Stock: $448,500; Real Property: $375,000; Mutual Funds: $263,500; Bank Accnts, Money Market Accnts & CDs: $83,000; Exchange Traded Funds (ETF): $32,000"
J000311,Brian,Jack,,1097115.22,"Ownership Interest (Trade or Business): $750,000; Exchange Traded Funds (ETF): $258,500; Mutual Funds: $40,500; Bank Accnts, Money Market Accnts & CDs: $8,000"
J000309,Jonathan,Jackson,L.,3159881.15,"Stock: $1,455,000; Real Property: $925,000; Mutual Funds: $240,000; Bank Accnts, Money Market Accnts & CDs: $191,000; Govt Securities & Agency Debt: $48,500"
J000304,Ronny,Jackson,,1700458.07,"Mutual Funds: $1,404,500; Stock: $191,000; Bank Accnts, Money Market Accnts & CDs: $64,500"
J000305,Sara,Jacobs,,87215447.63,"Hedge Funds & Private Equity Funds (EIF): $45,000,000; Stock: $18,000,000; Other: $15,000,000; Real Property: $6,000,000; Whole/Universal Insurance: $750,000"
J000307,John,James,,6501404.99,"Ownership Interest (Trade or Business): $6,000,000; Bank Accnts, Money Market Accnts & CDs: $3,347,000; Mutual Funds: $1,412,000; Exchange Traded Funds (ETF): $850,000; Other: $366,000"
J000298,Pramila,Jayapal,,1571423.80,"Mutual Funds: $846,500; Exchange Traded Funds (ETF): $578,500; Bank Accnts, Money Market Accnts & CDs: $56,500"
J000294,Hakeem,Jeffries,S.,588146.47,"Mutual Funds: $154,000; Exchange Traded Funds (ETF): $139,500; Bank Accnts, Money Market Accnts & CDs: $124,000; Whole/Universal Insurance: $107,500; Pensions: $32,500"
J000301,Dusty,Johnson,,6983500.00,"Mutual Funds: $5,618,500; Ownership Interest (Trade or Business): $550,000; 529 Prepaid Tuition Plan: $250,000; Bank Accnts, Money Market Accnts & CDs: $175,000; Pensions: $175,000"
J000288,Henry,Johnson,C.,32500.00,"Pensions: $32,500"
J000310,Julie,Johnson,,47313378.38,"Real Property: $30,000,000; Exchange Traded Funds (ETF): $11,086,000; Stock: $3,865,000; Bank Accnts, Money Market Accnts & CDs: $756,500; Ownership Interest (Trade or Business): $447,500"
J000299,Mike,Johnson,,32500.00,"IRA (Held in Cash): $32,500"
J000293,Ron,Johnson,,67537414.52,"Mutual Funds, Exchange Traded Fund: $18,000,000; Bank Deposit: $16,933,000; Real Estate, Commercial: $15,000,000; Accounts Receivable, From a Business: $15,000,000"
J000289,Jim,Jordan,,282500.00,"Defined Benefit Pension: $175,000; Bank Accnts, Money Market Accnts & CDs: $107,500"
J000295,David,Joyce,P.,4730385.12,"Stock: $1,941,500; Mutual Funds: $1,695,500; Exchange Traded Funds (ETF): $396,000; Govt Securities & Agency Debt: $333,000; Corporate Securities (Bonds & Notes): $75,000"
J000302,John,Joyce,,17065001.00,"Mutual Funds: $13,739,000; Corporate Securities (Bonds & Notes): $665,000; Bank Accnts, Money Market Accnts & CDs: $528,500; Govt Securities & Agency Debt: $382,500; Ownership Interest (Trade or Business): $375,000"
J000312,James,Justice,C.,664244604.02,"Corporate Securities, Non-Public Stock: $418,510,500; Accounts Receivable, From a Business: $120,256,000; Business Entity, LLC: $85,104,500; Real Estate, Unimproved Land: $19,706,500; Real Estate, Commercial: $18,750,000"
K000384,Tim,Kaine,,2256781.31,"Mutual Funds: $1,186,500; Mutual Funds, Exchange Traded Fund: $707,500; Retirement Plans, Defined Benefit Pension: $207,500; Bank Deposit: $48,000"
K000400,Sydney,Kamlager-Dove,,3775000.00,"Real Property: $3,000,000; Ownership Interest (Trade or Business): $375,000; Mutual Funds: $325,000; Pensions: $75,000"
K000009,Marcy,Kaptur,,1071804.99,"Bank Accnts, Money Market Accnts & CDs: $648,500; Real Property: $250,000; Stock: $75,000; Govt Securities & Agency Debt: $75,000"
K000398,Thomas,Kean,H.,13477555.76,"Stock: $4,469,000; Hedge Funds & Private Equity Funds (EIF): $4,137,000; Real Property: $1,157,500; Whole/Universal Insurance: $1,125,000; Ownership Interest (Trade or Business): $750,000"
K000375,William,Keating,R.,3149699.06,"Mutual Funds: $2,053,500; Stock: $330,000; Asset-Backed Securities: $245,500; Corporate Securities (Bonds & Notes): $186,500; Pensions: $183,000"
K000377,Mark,Kelly,E.,20447500.00,"Trust, Blind: $18,833,000; Life Insurance, Whole: $750,000; Real Estate, Residential: $375,000; Annuity, Fixed: $215,500; Bank Deposit: $191,000"
K000376,Mike,Kelly,,15926935.00,"Exchange Traded Funds (ETF): $4,388,000; Other: $4,297,500; Govt Securities & Agency Debt: $2,780,000; Mutual Funds: $2,490,000; Stock: $635,500"
K000385,Robin,Kelly,L.,40500.00,"Pensions: $81,000"
K000388,Trent,Kelly,,457500.00,"Real Property: $175,000; Pensions: $175,000; Farms: $75,000; Whole/Universal Insurance: $32,500"
K000393,John,Kennedy,,20222172.76,"Mutual Funds, Exchange Traded Fund: $7,903,000; Mutual Funds: $4,778,500; Real Estate, Unimproved Land: $3,868,000; Real Estate, Commercial: $1,050,000; Real Estate, Residential: $925,000"
K000403,Mike,Kennedy,,1447511.87,"Debts Owed to the Filer: $550,000; Mutual Funds: $239,000; Other: $207,500; Ownership Interest (Trade or Business): $176,000; Bank Accnts, Money Market Accnts & CDs: $156,000"
K000402,Timothy,Kennedy,M.,231000.00,"Mutual Funds: $175,000; Bank Accnts, Money Market Accnts & CDs: $24,000; 5F: $24,000; Whole/Universal Insurance: $8,000"
K000389,Ro,Khanna,,,
K000399,Jennifer,Kiggans,A.,4247000.00,"Other: $3,008,000; Real Property: $750,000; Mutual Funds: $373,500; Bank Accnts, Money Market Accnts & CDs: $83,000; 5F: $32,500"
K000401,Kevin,Kiley,,56500.00,"Bank Accnts, Money Market Accnts & CDs: $40,500; Other: $16,000"
K000394,Andy,Kim,,1645481.27,"Mutual Funds: $855,000; Mutual Funds, Exchange Traded Fund: $290,500; Annuity, Fixed: $227,500; Bank Deposit: $215,500"
K000397,Young,Kim,,3618000.00,"Real Property: $3,000,000; Mutual Funds: $527,000; Bank Accnts, Money Market Accnts & CDs: $75,000; Whole/Universal Insurance: $8,000; Fixed Annuity: $8,000"
K000383,Angus,King,S.,21783632.28,"Mutual Funds: $15,533,500; Mutual Funds, Exchange Traded Fund: $2,934,500; Real Estate, Residential: $1,500,000; Corporate Securities, Stock: $726,000; Govt Securities, Municipal Security: $343,000"
K000404,Kimberlyn,King-Hinds,,,
K000367,Amy,Klobuchar,,2272500.00,"Mutual Funds: $1,816,500; Retirement Plans, Deferred Compensation: $407,500; Bank Deposit: $48,500"
K000405,Brad,Knott,,4486904.96,"Stock: $3,523,000; Other: $525,000; Exchange Traded Funds (ETF): $367,100; Mutual Funds: $175,000; Bank Accnts, Money Market Accnts & CDs: $500"
K000391,Raja,Krishnamoorthi,,3882500.00,"Mutual Funds: $2,577,500; Other: $658,500; Real Property: $375,000; Stock (Not Publicly Traded): $182,500; Bank Accnts, Money Market Accnts & CDs: $40,500"
K000392,David,Kustoff,,8580788.25,"Whole/Universal Insurance: $3,855,500; Stock: $2,236,000; Mutual Funds: $1,151,000; 529 Prepaid Tuition Plan: $450,000; Bank Accnts, Money Market Accnts & CDs: $260,500"
L000585,Darin,LaHood,,398500.00,"IRA (Held in Cash): $317,500; Corporate Securities (Bonds & Notes): $40,500; Other: $40,000; Real Estate Invest. Trust (REIT): $500"
L000598,Nick,LaLota,,449646.18,"Exchange Traded Funds (ETF): $175,000; Hedge Funds & Private Equity Funds (EIF): $154,000; Mutual Funds: $32,500; IRA (Held in Cash): $8,000"
L000578,Doug,LaMalfa,,3499915.42,"Farms: $3,175,000; Bank Accnts, Money Market Accnts & CDs: $175,000; Stock: $75,000; Whole/Universal Insurance: $73,000; Stock (Not Publicly Traded): $500"
L000601,Greg,Landsman,,2378999.96,"Stock: $1,492,000; Other: $350,000; Bank Accnts, Money Market Accnts & CDs: $232,000; Exchange Traded Funds (ETF): $83,000; Defined Benefit Pension: $75,000"
L000600,Nicholas,Langworthy,A.,248162.01,"Mutual Funds: $174,000; Bank Accnts, Money Market Accnts & CDs: $64,500; Stock: $8,000; Govt Securities & Agency Debt: $500"
L000575,James,Lankford,,799620.00,"Bank Deposit: $375,000; Mutual Funds, Exchange Traded Fund: $231,000; Mutual Funds: $144,500; Corporate Securities, Stock: $8,000"
L000560,Rick,Larsen,,1287027.10,"Mutual Funds: $419,500; Real Property: $375,000; Stock: $225,500; Whole/Universal Insurance: $175,000; Real Estate Invest. Trust (REIT): $40,500"
L000557,John,Larson,B.,2284333.12,"Fixed Annuity: $1,500,000; Exchange Traded Funds (ETF): $539,000; Bank Accnts, Money Market Accnts & CDs: $200,000; Pensions: $1,500; Mutual Funds: $500"
L000606,George,Latimer,,446155.68,"Real Property: $175,000; Bank Accnts, Money Market Accnts & CDs: $123,500; Mutual Funds: $80,000; Exchange Traded Funds (ETF): $56,000; Whole/Universal Insurance: $8,000"
L000566,Robert,Latta,E.,7717999.54,"Mutual Funds: $4,562,500; Bank Accnts, Money Market Accnts & CDs: $2,337,500; Fixed Annuity: $375,500; Other: $282,500; Stock: $175,000"
L000599,Michael,Lawler,,171490.19,"Exchange Traded Funds (ETF): $88,000; Bank Accnts, Money Market Accnts & CDs: $75,000"
L000597,Laurel,Lee,M.,14556570.42,"Stock: $4,623,750; Mutual Funds: $3,632,500; Ownership Interest (Trade or Business): $3,000,000; Exchange Traded Funds (ETF): $775,000; Hedge Funds & Private Equity Funds (EIF): $750,000"
L000577,Mike,Lee,,390500.00,"Mutual Funds: $207,500; Bank Deposit: $183,000"
L000602,Summer,Lee,L.,32500.00,"Bank Accnts, Money Market Accnts & CDs: $32,500"
L000590,Susie,Lee,,9161258.20,"Stock: $6,129,000; Real Property: $1,875,000; Other: $750,000; Bank Accnts, Money Market Accnts & CDs: $183,000; Mutual Funds: $148,000"
L000273,Teresa,Leger Fernandez,,2157275.40,"Mutual Funds: $1,752,000; Exchange Traded Funds (ETF): $325,000; Bank Accnts, Money Market Accnts & CDs: $32,500; IRA (Held in Cash): $500"
L000595,Julia,Letlow,,1906452.90,"Real Property: $750,000; Stock: $513,000; Exchange Traded Funds (ETF): $218,000; Corporate Securities (Bonds & Notes): $120,500; Bank Accnts, Money Market Accnts & CDs: $107,500"
L000593,Mike,Levin,,1911000.00,"Mutual Funds: $1,736,000; Bank Accnts, Money Market Accnts & CDs: $175,000"
L000607,Sam,Liccardo,T.,8157482.10,"Real Property: $12,000,000; Defined Benefit Pension: $750,000; Mutual Funds: $652,500; Exchange Traded Funds (ETF): $633,500; Bank Accnts, Money Market Accnts & CDs: $448,000"
L000582,Ted,Lieu,,3858500.00,"Real Property: $3,375,000; Bank Accnts, Money Market Accnts & CDs: $272,500; Mutual Funds: $203,000; Govt Securities & Agency Debt: $8,000"
L000397,Zoe,Lofgren,,5705935.97,"Real Property: $3,000,000; Exchange Traded Funds (ETF): $1,231,000; Mutual Funds: $882,500; Govt Securities & Agency Debt: $183,000; Stock (Not Publicly Traded): $175,000"
L000583,Barry,Loudermilk,,107500.00,"Bank Accnts, Money Market Accnts & CDs: $107,500"
L000491,Frank,Lucas,D.,3012500.00,"Real Property: $1,300,000; Farms: $1,300,000; Fixed Annuity: $175,000; Bank Accnts, Money Market Accnts & CDs: $115,500; Whole/Universal Insurance: $65,000"
L000570,Ben Ray,Luján,,,
L000571,Cynthia,Lummis,M.,15496373.06,"Farm: $6,000,000; Corporate Securities, Non-Public Stock: $3,000,000; Real Estate, Residential: $3,000,000; Real Estate, Commercial: $1,500,000; Mutual Funds: $1,213,000"
L000596,Anna Paulina,Luna,,590500.00,"Ownership Interest (Trade or Business): $375,000; Real Property: $175,000; Bank Accnts, Money Market Accnts & CDs: $40,500"
L000603,Morgan,Luttrell,,810688.43,"Exchange Traded Funds (ETF): $331,000; Mutual Funds: $168,000; Other: $131,500; 529 Prepaid Tuition Plan: $65,000; 5F: $32,500"
L000562,Stephen,Lynch,F.,1063000.00,"Real Property: $750,000; Other: $175,000; IRA (Held in Cash): $97,000; Bank Accnts, Money Market Accnts & CDs: $33,000; Stock: $8,000"
M000194,Nancy,Mace,,3428000.00,"Real Property: $3,000,000; Other: $190,500; Bank Accnts, Money Market Accnts & CDs: $140,000; 5F: $65,000; Whole/Universal Insurance: $32,500"
M001230,Ryan,Mackenzie,,724393.88,"Bank Accnts, Money Market Accnts & CDs: $415,000; Excepted/Qualified Blind Trust: $175,000; Exchange Traded Funds (ETF): $83,000; Other: $40,500"
M001223,Seth,Magaziner,,652165.33,"Mutual Funds: $338,500; Other: $129,500; Bank Accnts, Money Market Accnts & CDs: $75,000; 5F: $40,500; Stock (Not Publicly Traded): $32,500"
M000317,Nicole,Malliotakis,,1678516.22,"Bank Accnts, Money Market Accnts & CDs: $591,751; Stock: $391,000; Mutual Funds: $344,500; Other: $175,000; Exchange Traded Funds (ETF): $56,000"
M001228,Celeste,Maloy,,24000.00,"Mutual Funds: $16,000; Pensions: $8,000"
M000871,Tracey,Mann,,5988052.57,"Stock (Not Publicly Traded): $3,498,500; Real Property: $2,082,000; 529 Prepaid Tuition Plan: $182,500; Bank Accnts, Money Market Accnts & CDs: $109,000; Exchange Traded Funds (ETF): $89,000"
M001231,John,Mannion,W.,456000.00,"Real Property: $375,000; Mutual Funds: $73,000; Bank Accnts, Money Market Accnts & CDs: $8,000"
M000133,Edward,Markey,J.,,
M001198,Roger,Marshall,,6042658.19,"Corporate Securities, Non-Public Stock: $3,456,000; Mutual Funds: $1,991,000; Bank Deposit: $199,000; Real Estate, Commercial: $183,000; Business Entity, LLC: $83,000"
M001184,Thomas,Massie,,3109846.13,"Farms: $3,000,000; Bank Accnts, Money Market Accnts & CDs: $65,000; Stock: $32,500; Ownership Interest (Trade or Business): $8,000"
M001199,Brian,Mast,J.,925500.00,"Real Property: $750,000; Bank Accnts, Money Market Accnts & CDs: $175,000; Ownership Interest (Trade or Business): $500"
M001163,Doris,Matsui,O.,2306000.00,"Bank Accnts, Money Market Accnts & CDs: $1,216,000; Mutual Funds: $1,090,000"
M001208,Lucy,McBath,,1593038.01,"Mutual Funds: $1,584,000; Stock: $8,500"
M001238,Sarah,McBride,,,
M001157,Michael,McCaul,T.,,
M001136,Lisa,McClain,C.,7819521.15,"Stock (Not Publicly Traded): $3,000,000; Stock: $777,500; Fixed Annuity: $750,000; Mutual Funds: $725,000; Bank Accnts, Money Market Accnts & CDs: $581,500"
M001232,April,McClain Delaney,,152741240.21,"Stock (Not Publicly Traded): $41,200,000; Hedge Funds & Private Equity Funds (EIF): $33,871,000; Govt Securities & Agency Debt: $19,185,000; Bank Accnts, Money Market Accnts & CDs: $17,862,000; Other: $12,180,000"
M001227,Jennifer,McClellan,L.,2539446.78,"Other: $758,000; Stock: $550,000; Real Property: $375,000; Mutual Funds: $308,000; 529 Prepaid Tuition Plan: $250,000"
M001177,Tom,McClintock,,43506.33,"Pensions: $32,500; Stock: $8,000"
M001143,Betty,McCollum,,32000.00,
M000355,Mitch,McConnell,,64441767.39,"Mutual Funds: $46,646,500; Trust, General Trust: $4,675,000; Corporate Securities, Stock: $3,457,500; Real Estate, Residential: $3,000,000; Other Securities: $925,000"
M001243,David,McCormick,,176992618.19,"Real Estate, Residential: $73,500,000; Investment Fund, Private Equity Fund: $22,675,000; Govt Securities, Municipal Security: $15,079,500; Govt Securities, US Treasury/Agency Security: $15,075,000; Corporate Securities, Corporate Bond: $11,425,000"
M001218,Richard,McCormick,,1279583.35,"Bank Accnts, Money Market Accnts & CDs: $350,000; Mutual Funds: $327,500; Stock: $208,000; Ownership Interest (Trade or Business): $175,000; Exchange Traded Funds (ETF): $120,000"
M001237,Kristen,McDonald Rivet,,1339000.00,"IRA (Held in Cash): $782,500; Mutual Funds: $374,000; 529 Prepaid Tuition Plan: $75,000; Fixed Annuity: $75,000; Bank Accnts, Money Market Accnts & CDs: $32,500"
M001240,Addison,McDowell,P.,,
