bioguide_id,first_name,last_name,middle_name,net_worth_estimate,top_holdings,top_traded_sectors
F000481,Shomari,Figures,,1875000.00,"Real Property: $1,500,000; Bank Accts, Money Market Accts & CDs: $375,000",
F000484,Randy,Fine,,,,
F000475,Brad,Finstad,,4031000.00,"Farms: $3,000,000; Mutual Funds: $623,500; Bank Accts, Money Market Accts & CDs: $375,000; Fixed Annuity: $32,500",
F000470,Michelle,Fischbach,,736500.00,"Real Property: $400,000; Mutual Funds: $336,500",
F000463,Deb,Fischer,,4870171.05,"Corporate Securities, Non-Public Stock: $3,000,000; Mutual Funds, ETF/Note: $335,000; Mutual Funds: $177,500; Accts Receivable, From a Business: $175,000; Bank Deposit: $81,000",Industrials: 2; Information Technology: 1; Consumer Staples: 1
F000471,Scott,Fitzgerald,,6990228.26,"Farms: $6,000,000; Real Property: $375,000; Exchange Traded Funds (ETF): $312,500; Mutual Funds: $194,500; IRA (Held in Cash): $65,000",
F000466,Brian,Fitzpatrick,K.,3008000.00,"Real Property: $3,000,000; Bank Accts, Money Market Accts & CDs: $8,000",
F000459,Charles,Fleischmann,J.,,,Industrials: 6; Consumer Discretionary: 3; Health Care: 2; Information Technology: 2; Materials: 1
F000468,Lizzie,Fletcher,,8057131.26,"Mutual Funds: $4,734,500; Exchange Traded Funds (ETF): $2,397,000; Bank Accts, Money Market Accts & CDs: $608,500; Pensions: $32,500; Whole/Universal Insurance: $32,500",Industrials: 20; Consumer Discretionary: 19; Consumer Staples: 18; Information Technology: 17; Health Care: 13
F000474,Mike,Flood,,8179500.00,"Ownership Interest (Trade or Business): $7,825,000; 5F: $180,500; Whole/Universal Insurance: $91,000; Bank Accts, Money Market Accts & CDs: $75,000; Pensions: $8,000",Other: 1
F000480,Vince,Fong,,2251937.72,"Real Property: $750,000; Bank Accts, Money Market Accts & CDs: $590,500; Ownership Interest (Trade or Business): $375,000; Mutual Funds: $281,500; Stock: $128,500",
F000454,Bill,Foster,,19891858.12,"Exchange Traded Funds (ETF): $13,357,500; Mutual Funds: $3,215,000; Govt Securities & Agency Debt: $925,000; Fixed Annuity: $550,000; Bank Accts, Money Market Accts & CDs: $415,500",
F000477,Valerie,Foushee,P.,207500.00,"Bank Accts, Money Market Accts & CDs: $207,500",
F000450,Virginia,Foxx,,5362229.50,"Bank Accts, Money Market Accts & CDs: $2,075,000; Debts Owed to the Filer: $977,501; Stock: $830,500; Mutual Funds: $782,500; Exchange Traded Funds (ETF): $396,000",Energy: 256; Consumer Staples: 106; Utilities: 91; Financials: 64; Materials: 56
F000462,Lois,Frankel,,2678453.72,"Mutual Funds: $1,947,500; Stock: $248,000; Other: $207,500; Real Estate Invest. Trust (REIT): $175,000; Exchange Traded Funds (ETF): $40,500",Financials: 288; Industrials: 243; Health Care: 218; Information Technology: 153; Consumer Staples: 124
F000472,Scott,Franklin,,28024923.61,"Stock: $18,270,500; Real Property: $6,000,000; Mutual Funds: $1,330,500; Bank Accts, Money Market Accts & CDs: $550,500; Exchange Traded Funds (ETF): $282,000",Health Care: 30; Financials: 30; Consumer Discretionary: 27; Consumer Staples: 27; Information Technology: 26
F000483,Laura,Friedman,,1120474.62,"Mutual Funds: $549,500; Stock: $384,500; Bank Accts, Money Market Accts & CDs: $56,500; Ownership Interest (Trade or Business): $32,500; Exchange Traded Funds (ETF): $32,500",Communication Services: 1
F000476,Maxwell,Frost,,,,
F000478,Russell,Fry,,70851.76,"Exchange Traded Funds (ETF): $48,000; 5F: $8,000; Bank Accts, Money Market Accts & CDs: $8,000",
F000469,Russ,Fulcher,,381000.00,"Bank Accts, Money Market Accts & CDs: $190,500; Whole/Universal Insurance: $75,000; Exchange Traded Funds (ETF): $75,000; Real Estate Invest. Trust (REIT): $32,500; Stock: $8,000",Other: 1
G000574,Ruben,Gallego,,121500.00,"Bank Deposit: $40,500; Corporate Securities, Non-Public Stock: $32,500; Accts Receivable, From a Business: $32,500; Mutual Funds: $16,000",Other: 2
G000559,John,Garamendi,,4971000.00,"Real Property: $4,100,000; Bank Accts, Money Market Accts & CDs: $725,000; Mutual Funds: $146,000",Industrials: 1; Communication Services: 1
G000597,Andrew,Garbarino,R.,251055.88,"Whole/Universal Insurance: $107,500; Mutual Funds: $48,500; Bank Accts, Money Market Accts & CDs: $40,500; Stock: $33,500; Other: $24,000",Health Care: 3; Consumer Discretionary: 3; Energy: 2; Financials: 1; Materials: 1
G000598,Robert,Garcia,,333000.00,"Defined Benefit Pension: $325,000; Bank Accts, Money Market Accts & CDs: $8,000",
G000587,Sylvia,Garcia,R.,793500.00,"Mutual Funds: $553,500; Bank Accts, Money Market Accts & CDs: $175,000; Farms: $32,500; Real Property: $32,500",
G000586,Jesus,Garcia,,83000.00,,
G000603,Brandon,Gill,,1761882.03,"Exchange Traded Funds (ETF): $1,125,000; Bank Accts, Money Market Accts & CDs: $375,000; Ownership Interest (Trade or Business): $75,000; Govt Securities & Agency Debt: $75,000",Other: 21
G000602,Laura,Gillen,,1297000.00,"Mutual Funds: $890,000; Whole/Universal Insurance: $375,000; Bank Accts, Money Market Accts & CDs: $24,000; IRA (Held in Cash): $8,000",
G000555,Kirsten,Gillibrand,E.,1132500.00,"Bank Deposit: $1,132,500",
G000593,Carlos,Gimenez,A.,2634351.11,"Real Property: $750,000; Mutual Funds: $556,500; Fixed Annuity: $550,000; Other: $290,500; Bank Accts, Money Market Accts & CDs: $207,500",
G000592,Jared,Golden,F.,121000.00,"Bank Accts, Money Market Accts & CDs: $64,500; Defined Benefit Pension: $40,500; 5F: $8,000; Mutual Funds: $8,000",
G000601,Craig,Goldman,A.,23772505.86,"Ownership Interest (Trade or Business): $16,440,000; Stock: $7,125,000; Bank Accts, Money Market Accts & CDs: $175,000",
G000599,Daniel,Goldman,S.,207424827.58,"Hedge Funds & Private Equity Funds (EIF): $94,279,000; Mutual Funds: $74,439,500; Stock: $3,210,500; Other: $3,000,000; SERIES: $2,550,000",Health Care: 124; Financials: 114; Real Estate: 105; Consumer Staples: 81; Information Technology: 70
G000585,Jimmy,Gomez,,1319000.00,"Real Property: $750,000; Bank Accts, Money Market Accts & CDs: $464,000; Mutual Funds: $64,500; Defined Benefit Pension: $32,500; 529 Prepaid Tuition Plan: $8,000",
G000594,Tony,Gonzales,,190000.00,"Real Property: $150,000; Bank Accts, Money Market Accts & CDs: $24,000; Mutual Funds: $16,000",
G000581,Vicente,Gonzalez,,,,
G000589,Lance,Gooden,,680131.64,"Bank Accts, Money Market Accts & CDs: $466,000; Stock: $167,000; 5F: $32,500",Financials: 1; Energy: 1; Real Estate: 1
G000604,Maggie,Goodlander,,3829500.00,"Real Property: $2,584,000; Govt Securities & Agency Debt: $375,000; Mutual Funds: $320,000; Ownership Interest (Trade or Business): $266,000; Bank Accts, Money Market Accts & CDs: $171,000",
G000565,Paul,Gosar,A.,,,
G000583,Josh,Gottheimer,,42489633.78,"Stock: $20,379,000; Options: $9,000,000; Exchange Traded Funds (ETF): $4,746,500; Mutual Funds: $2,366,500; 5F: $500,000",Information Technology: 908; Health Care: 470; Consumer Discretionary: 344; Financials: 343; Industrials: 337
G000359,Lindsey,Graham,,1474564.80,"Mutual Funds, ETF/Note: $515,500; Mutual Funds: $479,000; Bank Deposit: $323,000; Govt Securities, US Treasury/Agency Security: $150,000",Other: 10
G000386,Chuck,Grassley,,6207445.95,"Mutual Funds: $4,391,500; Farm: $1,216,000; Bank Deposit: $355,500; Mutual Funds, ETF/Note: $148,000; Life Insurance, Whole: $81,000",
G000546,Sam,Graves,,1591501.00,"Other: $750,000; Farms: $332,501; Ownership Interest (Trade or Business): $175,500; Bank Accts, Money Market Accts & CDs: $91,000",
G000605,Adam,Gray,,965500.00,"Real Property: $925,000; Bank Accts, Money Market Accts & CDs: $40,500",
G000553,Al,Green,,5900000.00,"Other: $3,000,000; Real Property: $1,475,000; Bank Accts, Money Market Accts & CDs: $1,075,000; Fixed Annuity: $175,000; Mutual Funds: $175,000",Other: 1
G000590,Mark,Green,E.,45815249.83,"Real Property: $34,472,500; Stock: $3,750,000; Other: $3,000,000; Debts Owed to the Filer: $1,300,000; Stock (Not Publicly Traded): $1,232,500",Energy: 585; Utilities: 14; Industrials: 9; Health Care: 1
G000596,Marjorie Taylor,Greene,,25050375.00,"Ownership Interest (Trade or Business): $15,000,000; Real Property: $3,750,000; Bank Accts, Money Market Accts & CDs: $3,097,500; Govt Securities & Agency Debt: $1,450,000; Stock: $563,500",Information Technology: 130; Industrials: 54; Consumer Discretionary: 54; Financials: 52; Health Care: 44
G000568,H. Morgan,Griffith,,665500.00,"Real Property: $375,000; Other: $175,000; 529 Prepaid Tuition Plan: $83,000; Stock (Not Publicly Traded): $32,500",
G000551,Raul,Grijalva,,158500.00,"Real Property: $75,000; Mutual Funds: $75,000; Bank Accts, Money Market Accts & CDs: $8,500",Industrials: 27; Financials: 24; Consumer Discretionary: 20; Information Technology: 19; Health Care: 19
G000576,Glenn,Grothman,,2237058.50,"Mutual Funds: $1,715,000; Bank Accts, Money Market Accts & CDs: $223,500; Real Property: $175,000; IRA (Held in Cash): $75,000; Govt Securities & Agency Debt: $32,500",Other: 5
G000591,Michael,Guest,,,,Energy: 10; Consumer Discretionary: 9; Communication Services: 9; Information Technology: 7; Financials: 6
G000558,Brett,Guthrie,,,,
H001096,Harriet,Hageman,M.,4006351.08,"Mutual Funds: $2,425,000; Ownership Interest (Trade or Business): $550,000; IRA (Held in Cash): $350,000; Stock: $328,000; Bank Accts, Money Market Accts & CDs: $174,000",
H000601,Bill,Hagerty,,52932186.25,"Business Entity, LLC: $12,000,000; Corporate Securities, Stock: $9,316,500; Mutual Funds, ETF/Note: $7,225,000; Mutual Funds: $6,181,500; Accts Receivable, From an Individual: $5,250,000",Financials: 9; Real Estate: 4; Energy: 4; Information Technology: 3; Consumer Discretionary: 2
H001098,Abraham,Hamadeh,J.,833000.00,"Real Property: $750,000; Ownership Interest (Trade or Business): $75,000; Mutual Funds: $8,000",
H001090,Josh,Harder,,5719435.64,"Exchange Traded Funds (ETF): $4,743,500; Stock: $199,000; Bank Accts, Money Market Accts & CDs: $40,500; Hedge Funds & Private Equity Funds (EIF): $40,500",
H001099,Mike,Haridopolos,,8989015.36,"Ownership Interest (Trade or Business): $3,000,000; Mutual Funds: $1,655,000; Exchange Traded Funds (ETF): $1,555,000; Whole/Universal Insurance: $1,500,000; Defined Benefit Pension: $750,000",
H001101,Pat,Harrigan,,8810892.65,"Ownership Interest (Trade or Business): $6,965,500; Real Property: $750,000; Debts Owed to the Filer: $525,000; Bank Accts, Money Market Accts & CDs: $423,500; Mutual Funds: $65,000",
H001052,Andy,Harris,,5623649.11,"Mutual Funds: $5,075,000; Other: $282,500; IRA (Held in Cash): $175,000; Stock: $65,000; Bank Accts, Money Market Accts & CDs: $32,500",
H001102,Mark,Harris,,1772979.76,"Real Property: $1,000,000; Stock: $355,000; Mutual Funds: $105,000; Bank Accts, Money Market Accts & CDs: $97,500; Other: $75,000",
H001086,Diana,Harshbarger,,20473000.00,"Mutual Funds: $13,526,500; Real Property: $12,750,000; Stock: $5,069,500; Govt Securities & Agency Debt: $1,929,750; Other: $1,500,000",Information Technology: 195; Financials: 165; Industrials: 126; Consumer Discretionary: 118; Communication Services: 95
H001076,Margaret Wood,Hassan,,5948034.95,"Mutual Funds, ETF/Note: $3,264,500; Mutual Funds: $1,231,000; Life Insurance, Whole: $532,500; Real Estate, Residential: $207,500; Annuity, Fixed: $183,000",
H001089,Josh,Hawley,,2798187.65,"Mutual Funds: $1,316,000; Farm: $750,000; Mutual Funds, ETF/Note: $316,000; Bank Deposit: $247,500; Govt Securities, US Treasury/Agency Security: $65,000",
H001081,Jahana,Hayes,,175000.00,"Real Property: $175,000",
H001046,Martin,Heinrich,,613000.00,"Mutual Funds: $349,000; Retirement Plans, Defined Benefit Pension: $207,500; Bank Deposit: $56,500",
H001082,Kevin,Hern,,108562294.42,"Ownership Interest (Trade or Business): $33,375,000; Stock: $28,028,000; Bank Accts, Money Market Accts & CDs: $9,395,500; Other: $9,375,000; Real Property: $7,157,500",Energy: 150; Information Technology: 97; Health Care: 93; Industrials: 90; Financials: 66
H001103,Pablo,Hernández,Jose,447728.79,"Mutual Funds: $215,500; Exchange Traded Funds (ETF): $107,500; Bank Accts, Money Market Accts & CDs: $65,000; Stock: $32,500",
H000273,John,Hickenlooper,W.,30876227.23,"Corporate Securities, Stock: $16,995,000; Mutual Funds: $4,888,500; Mutual Funds, ETF/Note: $3,390,000; Bank Deposit: $1,172,500; Corporate Securities, Stock Option: $423,000",Communication Services: 74; Consumer Discretionary: 15; Information Technology: 9; Health Care: 2; Real Estate: 1
H001077,Clay,Higgins,,38500.00,,
H001072,J. French,Hill,,19665902.70,"Stock: $14,948,000; Bank Accts, Money Market Accts & CDs: $1,071,000; Exchange Traded Funds (ETF): $1,037,500; Mutual Funds: $776,500; Collectibles: $750,000",Financials: 18; Communication Services: 4; Energy: 4; Information Technology: 3; Consumer Staples: 3
H001047,James,Himes,A.,13933055.59,"Exchange Traded Funds (ETF): $10,065,500; Bank Accts, Money Market Accts & CDs: $3,116,000; IRA (Held in Cash): $183,000; Stock: $175,000; Mutual Funds: $175,000",Information Technology: 2
H001091,Ashley,Hinson,,5037971.71,"HIGH STREE: $3,000,000; Mutual Funds: $669,500; 2: $393,000; Exchange Traded Funds (ETF): $363,000; Real Property: $250,000",Consumer Discretionary: 6; Communication Services: 2; Information Technology: 1; Health Care: 1; Financials: 1
H001042,Mazie,Hirono,K.,7433092.76,"Mutual Funds: $5,171,000; Bank Deposit: $990,500; Retirement Plans, Defined Benefit Pension: $750,000; Real Estate, Residential: $375,000; Corporate Securities, Stock: $140,000",
H001061,John,Hoeven,,48480000.00,"Corporate Securities, Non-Public Stock: $21,000,000; Trust, Blind: $15,000,000; Mutual Funds: $9,340,000; Bank Deposit: $3,065,000; Real Estate, Unimproved Land: $75,000",Financials: 28; Consumer Discretionary: 26; Consumer Staples: 23; Industrials: 19; Information Technology: 17
H001066,Steven,Horsford,,97500.00,"529 Prepaid Tuition Plan: $65,000; Whole/Universal Insurance: $32,500",
H001093,Erin,Houchin,,1132500.00,"Mutual Funds: $876,500; Bank Accts, Money Market Accts & CDs: $175,000; 529 Prepaid Tuition Plan: $73,000; Options: $8,000",
H001085,Chrissy,Houlahan,,2534000.00,"Mutual Funds: $2,310,500; Bank Accts, Money Market Accts & CDs: $116,000; Govt Securities & Agency Debt: $75,000; Pensions: $32,500",
H000874,Steny,Hoyer,H.,3934000.00,"Pensions: $3,000,000; IRA (Held in Cash): $750,000; Bank Accts, Money Market Accts & CDs: $183,000; Stock: $1,000",
H001094,Val,Hoyle,T.,1722364.65,"Stock: $1,099,500; Mutual Funds: $212,000; Fixed Annuity: $175,000; Bank Accts, Money Market Accts & CDs: $49,000; Other: $40,500",Information Technology: 52; Financials: 38; Industrials: 33; Health Care: 27; Communication Services: 15
H001067,Richard,Hudson,,344000.00,"Bank Accts, Money Market Accts & CDs: $190,500; Mutual Funds: $153,500",
H001068,Jared,Huffman,,1542273.57,"Real Property: $750,000; Exchange Traded Funds (ETF): $283,000; Mutual Funds: $260,500; Bank Accts, Money Market Accts & CDs: $106,500; Stock: $75,000",
H001058,Bill,Huizenga,,2200800.74,"Ownership Interest (Trade or Business): $1,116,500; Real Property: $750,000; Mutual Funds: $256,000; Bank Accts, Money Market Accts & CDs: $57,500; Exchange Traded Funds (ETF): $16,000",
H001095,Wesley,Hunt,,3776741.20,"Whole/Universal Insurance: $3,000,000; Pensions: $550,000; Stock: $107,500; Bank Accts, Money Market Accts & CDs: $97,500; Mutual Funds: $8,000",
H001100,Jeff,Hurd,,522341.25,"Mutual Funds: $448,000; Exchange Traded Funds (ETF): $65,000",
H001104,Jon,Husted,,,,Other: 1
H001079,Cindy,Hyde-Smith,,1314500.00,"Farm: $758,000; Retirement Plans, Defined Benefit Pension: $175,000; Bank Deposit: $155,500; Annuity, Fixed: $105,500; Mutual Funds: $72,000",
I000056,Darrell,Issa,,284876232.02,"Other: $180,350,000; Mutual Funds: $36,000,000; Real Property: $27,750,000; Exchange Traded Funds (ETF): $21,000,000; Bank Accts, Money Market Accts & CDs: $17,333,000",Other: 20
I000058,Glenn,Ivey,,1300531.95,"Stock: $448,500; Real Property: $375,000; Mutual Funds: $263,500; Bank Accts, Money Market Accts & CDs: $83,000; Exchange Traded Funds (ETF): $32,000",
J000311,Brian,Jack,,1098538.56,"Ownership Interest (Trade or Business): $750,000; Exchange Traded Funds (ETF): $258,500; Mutual Funds: $40,500; Bank Accts, Money Market Accts & CDs: $8,000",
J000309,Jonathan,Jackson,L.,3161682.99,"Stock: $1,455,000; Real Property: $925,000; Mutual Funds: $240,000; Bank Accts, Money Market Accts & CDs: $191,000; Govt Securities & Agency Debt: $48,500",Information Technology: 26; Consumer Discretionary: 17; Health Care: 15; Industrials: 13; Communication Services: 12
J000304,Ronny,Jackson,,1699421.62,"Mutual Funds: $1,404,500; Stock: $191,000; Bank Accts, Money Market Accts & CDs: $64,500",
J000305,Sara,Jacobs,,87263618.18,"Hedge Funds & Private Equity Funds (EIF): $45,000,000; Stock: $18,000,000; Other: $15,000,000; Real Property: $6,000,000; Whole/Universal Insurance: $750,000",Information Technology: 11; Health Care: 10; Financials: 7; Industrials: 5; Consumer Staples: 4
J000307,John,James,,6503114.95,"Ownership Interest (Trade or Business): $6,000,000; Bank Accts, Money Market Accts & CDs: $3,347,000; Mutual Funds: $1,412,000; Exchange Traded Funds (ETF): $850,000; Other: $366,000",Information Technology: 43; Health Care: 42; Financials: 40; Industrials: 34; Consumer Staples: 23
J000298,Pramila,Jayapal,,1572287.38,"Mutual Funds: $846,500; Exchange Traded Funds (ETF): $578,500; Bank Accts, Money Market Accts & CDs: $56,500",
J000294,Hakeem,Jeffries,S.,587647.72,"Mutual Funds: $154,000; Exchange Traded Funds (ETF): $139,500; Bank Accts, Money Market Accts & CDs: $124,000; Whole/Universal Insurance: $107,500; Pensions: $32,500",Other: 21
J000301,Dusty,Johnson,,6983500.00,"Mutual Funds: $5,618,500; Ownership Interest (Trade or Business): $550,000; 529 Prepaid Tuition Plan: $250,000; Pensions: $175,000; Bank Accts, Money Market Accts & CDs: $175,000",
J000288,Henry,Johnson,C.,32500.00,"Pensions: $32,500",
J000310,Julie,Johnson,,47313175.83,"Real Property: $30,000,000; Exchange Traded Funds (ETF): $11,086,000; Stock: $3,865,000; Bank Accts, Money Market Accts & CDs: $756,500; Ownership Interest (Trade or Business): $447,500",Financials: 67; Information Technology: 56; Industrials: 52; Health Care: 42; Consumer Staples: 33
J000299,Mike,Johnson,,32500.00,"IRA (Held in Cash): $32,500",
J000293,Ron,Johnson,,67572929.78,"Mutual Funds, ETF/Note: $18,000,000; Bank Deposit: $16,933,000; Real Estate, Commercial: $15,000,000; Accts Receivable, From a Business: $15,000,000",Other: 2
J000289,Jim,Jordan,,282500.00,"Defined Benefit Pension: $175,000; Bank Accts, Money Market Accts & CDs: $107,500",
J000295,David,Joyce,P.,4736133.70,"Stock: $1,941,500; Mutual Funds: $1,695,500; Exchange Traded Funds (ETF): $396,000; Govt Securities & Agency Debt: $333,000; Corporate Securities (Bonds & Notes): $75,000",Financials: 12; Energy: 6; Industrials: 5; Consumer Discretionary: 5; Health Care: 2
J000302,John,Joyce,,17065001.00,"Mutual Funds: $13,739,000; Corporate Securities (Bonds & Notes): $665,000; Bank Accts, Money Market Accts & CDs: $528,500; Govt Securities & Agency Debt: $382,500; Ownership Interest (Trade or Business): $375,000",
J000312,James,Justice,C.,664251431.74,"Corporate Securities, Non-Public Stock: $418,510,500; Accts Receivable, From a Business: $120,256,000; Business Entity, LLC: $85,104,500; Real Estate, Unimproved Land: $19,706,500; Real Estate, Commercial: $18,750,000",
K000384,Tim,Kaine,,2260037.76,"Mutual Funds: $1,186,500; Mutual Funds, ETF/Note: $707,500; Retirement Plans, Defined Benefit Pension: $207,500; Bank Deposit: $48,000",Industrials: 1; Energy: 1
K000400,Sydney,Kamlager-Dove,,3775000.00,"Real Property: $3,000,000; Ownership Interest (Trade or Business): $375,000; Mutual Funds: $325,000; Pensions: $75,000",
K000009,Marcy,Kaptur,,1071871.25,"Bank Accts, Money Market Accts & CDs: $648,500; Real Property: $250,000; Stock: $75,000; Govt Securities & Agency Debt: $75,000",Consumer Staples: 1
K000398,Thomas,Kean,H.,13423073.65,"Stock: $4,469,000; Hedge Funds & Private Equity Funds (EIF): $4,137,000; Real Property: $1,157,500; Whole/Universal Insurance: $1,125,000; Ownership Interest (Trade or Business): $750,000",Health Care: 22; Industrials: 19; Financials: 14; Communication Services: 13; Information Technology: 11
K000375,William,Keating,R.,3148546.55,"Mutual Funds: $2,053,500; Stock: $330,000; Asset-Backed Securities: $245,500; Corporate Securities (Bonds & Notes): $186,500; Pensions: $183,000",Information Technology: 27; Consumer Discretionary: 17; Health Care: 15; Industrials: 12; Financials: 11
K000377,Mark,Kelly,E.,20447500.00,"Trust, Blind: $18,833,000; Life Insurance, Whole: $750,000; Real Estate, Residential: $375,000; Annuity, Fixed: $215,500; Bank Deposit: $191,000",Other: 1
K000376,Mike,Kelly,,15943967.41,"Exchange Traded Funds (ETF): $4,388,000; Other: $4,297,500; Govt Securities & Agency Debt: $2,780,000; Mutual Funds: $2,490,000; Stock: $635,500",Materials: 3; Communication Services: 3; Health Care: 2; Information Technology: 1; Industrials: 1
K000385,Robin,Kelly,L.,40500.00,"Pensions: $81,000",
K000388,Trent,Kelly,,457500.00,"Real Property: $175,000; Pensions: $175,000; Farms: $75,000; Whole/Universal Insurance: $32,500",
K000393,John,Kennedy,,20250482.76,"Mutual Funds, ETF/Note: $7,903,000; Mutual Funds: $4,778,500; Real Estate, Unimproved Land: $3,868,000; Real Estate, Commercial: $1,050,000; Real Estate, Residential: $925,000",Financials: 1
K000403,Mike,Kennedy,,1447740.99,"Debts Owed to the Filer: $550,000; Mutual Funds: $239,000; Other: $207,500; Ownership Interest (Trade or Business): $176,000; Bank Accts, Money Market Accts & CDs: $156,000",Other: 1
K000402,Timothy,Kennedy,M.,231000.00,"Mutual Funds: $175,000; Bank Accts, Money Market Accts & CDs: $24,000; 5F: $24,000; Whole/Universal Insurance: $8,000",
K000389,Ro,Khanna,,,,Financials: 3647; Information Technology: 3616; Health Care: 3377; Industrials: 2994; Consumer Discretionary: 2764
K000399,Jennifer,Kiggans,A.,4247000.00,"Other: $3,008,000; Real Property: $750,000; Mutual Funds: $373,500; Bank Accts, Money Market Accts & CDs: $83,000; 5F: $32,500",
K000401,Kevin,Kiley,,56500.00,"Bank Accts, Money Market Accts & CDs: $40,500; Other: $16,000",
K000394,Andy,Kim,,1645729.68,"Mutual Funds: $855,000; Mutual Funds, ETF/Note: $290,500; Annuity, Fixed: $227,500; Bank Deposit: $215,500",
K000397,Young,Kim,,3618000.00,"Real Property: $3,000,000; Mutual Funds: $527,000; Bank Accts, Money Market Accts & CDs: $75,000; Whole/Universal Insurance: $8,000; Fixed Annuity: $8,000",
K000383,Angus,King,S.,21810112.13,"Mutual Funds: $15,533,500; Mutual Funds, ETF/Note: $2,934,500; Real Estate, Residential: $1,500,000; Corporate Securities, Stock: $726,000; Govt Securities, Municipal Security: $343,000",Information Technology: 11; Communication Services: 10; Health Care: 9; Financials: 8; Energy: 8
K000404,Kimberlyn,King-Hinds,,,,
K000367,Amy,Klobuchar,,2272500.00,"Mutual Funds: $1,816,500; Retirement Plans, Deferred Compensation: $407,500; Bank Deposit: $48,500",
K000405,Brad,Knott,,4604268.20,"Stock: $3,523,000; Other: $525,000; Exchange Traded Funds (ETF): $367,100; Mutual Funds: $175,000; Bank Accts, Money Market Accts & CDs: $500",Health Care: 1
K000391,Raja,Krishnamoorthi,,3882500.00,"Mutual Funds: $2,577,500; Other: $658,500; Real Property: $375,000; Stock (Not Publicly Traded): $182,500; Bank Accts, Money Market Accts & CDs: $40,500",Other: 1
K000392,David,Kustoff,,8578820.69,"Whole/Universal Insurance: $3,855,500; Stock: $2,236,000; Mutual Funds: $1,151,000; 529 Prepaid Tuition Plan: $450,000; Bank Accts, Money Market Accts & CDs: $260,500",Communication Services: 2
L000585,Darin,LaHood,,398500.00,"IRA (Held in Cash): $317,500; Corporate Securities (Bonds & Notes): $40,500; Other: $40,000; Real Estate Invest. Trust (REIT): $500",Other: 1
L000598,Nick,LaLota,,453256.42,"Exchange Traded Funds (ETF): $175,000; Hedge Funds & Private Equity Funds (EIF): $154,000; Mutual Funds: $32,500; IRA (Held in Cash): $8,000",
L000578,Doug,LaMalfa,,3500766.41,"Farms: $3,175,000; Bank Accts, Money Market Accts & CDs: $175,000; Stock: $75,000; Whole/Universal Insurance: $73,000; Stock (Not Publicly Traded): $500",
L000601,Greg,Landsman,,2382526.35,"Stock: $1,492,000; Other: $350,000; Bank Accts, Money Market Accts & CDs: $232,000; Exchange Traded Funds (ETF): $83,000; Defined Benefit Pension: $75,000",Information Technology: 47; Industrials: 29; Health Care: 23; Financials: 16; Consumer Staples: 12
L000600,Nicholas,Langworthy,A.,248178.02,"Mutual Funds: $174,000; Bank Accts, Money Market Accts & CDs: $64,500; Stock: $8,000; Govt Securities & Agency Debt: $500",
L000575,James,Lankford,,800610.63,"Bank Deposit: $375,000; Mutual Funds, ETF/Note: $231,000; Mutual Funds: $144,500; Corporate Securities, Stock: $8,000",
L000560,Rick,Larsen,,1286441.33,"Mutual Funds: $419,500; Real Property: $375,000; Stock: $225,500; Whole/Universal Insurance: $175,000; Real Estate Invest. Trust (REIT): $40,500",Industrials: 13; Health Care: 11; Financials: 10; Consumer Staples: 7; Information Technology: 5
L000557,John,Larson,B.,2285612.68,"Fixed Annuity: $1,500,000; Exchange Traded Funds (ETF): $539,000; Bank Accts, Money Market Accts & CDs: $200,000; Pensions: $1,500; Mutual Funds: $500",Health Care: 7; Information Technology: 5; Consumer Discretionary: 3; Consumer Staples: 3; Energy: 3
L000606,George,Latimer,,445971.32,"Real Property: $175,000; Bank Accts, Money Market Accts & CDs: $123,500; Mutual Funds: $80,000; Exchange Traded Funds (ETF): $56,000; Whole/Universal Insurance: $8,000",
L000566,Robert,Latta,E.,7720007.33,"Mutual Funds: $4,562,500; Bank Accts, Money Market Accts & CDs: $2,337,500; Fixed Annuity: $375,500; Other: $282,500; Stock: $175,000",Financials: 15
L000599,Michael,Lawler,,171824.77,"Exchange Traded Funds (ETF): $88,000; Bank Accts, Money Market Accts & CDs: $75,000",
L000597,Laurel,Lee,M.,14528379.93,"Stock: $4,623,750; Mutual Funds: $3,632,500; Ownership Interest (Trade or Business): $3,000,000; Exchange Traded Funds (ETF): $775,000; Hedge Funds & Private Equity Funds (EIF): $750,000",Information Technology: 4; Health Care: 2; Communication Services: 1; Financials: 1; Consumer Discretionary: 1
L000577,Mike,Lee,,390500.00,"Mutual Funds: $207,500; Bank Deposit: $183,000",
L000602,Summer,Lee,L.,32500.00,"Bank Accts, Money Market Accts & CDs: $32,500",
L000590,Susie,Lee,,9161123.29,"Stock: $6,129,000; Real Property: $1,875,000; Other: $750,000; Bank Accts, Money Market Accts & CDs: $183,000; Mutual Funds: $148,000",Consumer Discretionary: 225; Industrials: 203; Information Technology: 185; Health Care: 127; Financials: 100
L000273,Teresa,Leger Fernandez,,2158004.46,"Mutual Funds: $1,752,000; Exchange Traded Funds (ETF): $325,000; Bank Accts, Money Market Accts & CDs: $32,500; IRA (Held in Cash): $500",Financials: 1
L000595,Julia,Letlow,,1907268.12,"Real Property: $750,000; Stock: $513,000; Exchange Traded Funds (ETF): $218,000; Corporate Securities (Bonds & Notes): $120,500; Bank Accts, Money Market Accts & CDs: $107,500",
L000593,Mike,Levin,,1911000.00,"Mutual Funds: $1,736,000; Bank Accts, Money Market Accts & CDs: $175,000",
