age,assumed_office,bioguide_id,birth_year,chamber,cid,congress_number,date_of_birth,death_year,fecid,filename,first_name,first_name1,last_name,last_name1,middle_name,nick_name,party,state,tenure_months,tenure_pretty,tenure_years,title
40,1/3/25,F000481,1985,House,,119,9/3/85,,,SFigures4.jpg,Shomari,Shomari,Figures,Figures,,,Democrat,AL,8,8 months,0.67,Representative
51,4/2/25,F000484,1974,House,,119,4/20/74,,,RFine1.jpg,Randy,Randy,Fine,Fine,,,Republican,FL,5,5 months,0.42,Representative
51,4/2/25,F000484,1974,House,,119,4/20/74,,,RFine2.jpg,Randy,Randy,Fine,Fine,,,Republican,FL,5,5 months,0.42,Representative
51,4/2/25,F000484,1974,House,,119,4/20/74,,,RFine3.jpg,Randy,Randy,Fine,Fine,,,Republican,FL,5,5 months,0.42,Representative
51,4/2/25,F000484,1974,House,,119,4/20/74,,,RFine4.jpg,Randy,Randy,Fine,Fine,,,Republican,FL,5,5 months,0.42,Representative
49,8/12/22,F000475,1976,House,N00050649,119,5/30/76,,H2MN01223,BFinstad1.jpg,Brad,Brad,Finstad,Finstad,,,Republican,MN,37,"3 years, 1 month",3.08,Representative
49,8/12/22,F000475,1976,House,N00050649,119,5/30/76,,H2MN01223,BFinstad2.jpg,Brad,Brad,Finstad,Finstad,,,Republican,MN,37,"3 years, 1 month",3.08,Representative
49,8/12/22,F000475,1976,House,N00050649,119,5/30/76,,H2MN01223,BFinstad3.jpg,Brad,Brad,Finstad,Finstad,,,Republican,MN,37,"3 years, 1 month",3.08,Representative
49,8/12/22,F000475,1976,House,N00050649,119,5/30/76,,H2MN01223,BFinstad4.jpg,Brad,Brad,Finstad,Finstad,,,Republican,MN,37,"3 years, 1 month",3.08,Representative
59,1/3/21,F000470,1965,House,N00045251,119,11/3/65,,H0MN07091,MFischbach1.jpg,Michelle,Michelle,Fischbach,Fischbach,,,Republican,MN,56,"4 years, 8 months",4.67,Representative
59,1/3/21,F000470,1965,House,N00045251,119,11/3/65,,H0MN07091,MFischbach2.jpg,Michelle,Michelle,Fischbach,Fischbach,,,Republican,MN,56,"4 years, 8 months",4.67,Representative
59,1/3/21,F000470,1965,House,N00045251,119,11/3/65,,H0MN07091,MFischbach3.jpg,Michelle,Michelle,Fischbach,Fischbach,,,Republican,MN,56,"4 years, 8 months",4.67,Representative
59,1/3/21,F000470,1965,House,N00045251,119,11/3/65,,H0MN07091,MFischbach4.jpg,Michelle,Michelle,Fischbach,Fischbach,,,Republican,MN,56,"4 years, 8 months",4.67,Representative
74,1/3/13,F000463,1951,Senate,,119,3/1/51,,,DFischer1.jpg,Deb,Debra,Fischer,Fischer,,,Republican,NE,152,"12 years, 8 months",12.67,Senator
74,1/3/13,F000463,1951,Senate,,119,3/1/51,,,DFischer2.jpg,Deb,Debra,Fischer,Fischer,,,Republican,NE,152,"12 years, 8 months",12.67,Senator
74,1/3/13,F000463,1951,Senate,,119,3/1/51,,,DFischer3.jpg,Deb,Debra,Fischer,Fischer,,,Republican,NE,152,"12 years, 8 months",12.67,Senator
74,1/3/13,F000463,1951,Senate,,119,3/1/51,,,DFischer4.jpg,Deb,Debra,Fischer,Fischer,,,Republican,NE,152,"12 years, 8 months",12.67,Senator
61,1/3/21,F000471,1963,House,N00045434,119,11/16/63,,H0WI05113,SFitzgerald1.jpg,Scott,Scott,Fitzgerald,Fitzgerald,,,Republican,WI,56,"4 years, 8 months",4.67,Representative
61,1/3/21,F000471,1963,House,N00045434,119,11/16/63,,H0WI05113,SFitzgerald2.jpg,Scott,Scott,Fitzgerald,Fitzgerald,,,Republican,WI,56,"4 years, 8 months",4.67,Representative
61,1/3/21,F000471,1963,House,N00045434,119,11/16/63,,H0WI05113,SFitzgerald3.jpg,Scott,Scott,Fitzgerald,Fitzgerald,,,Republican,WI,56,"4 years, 8 months",4.67,Representative
61,1/3/21,F000471,1963,House,N00045434,119,11/16/63,,H0WI05113,SFitzgerald4.jpg,Scott,Scott,Fitzgerald,Fitzgerald,,,Republican,WI,56,"4 years, 8 months",4.67,Representative
51,1/3/17,F000466,1973,House,N00038779,119,12/17/73,,H6PA08277,BFitzpatrick1.jpg,Brian,Brian,Fitzpatrick,Fitzpatrick,K.,,Republican,PA,104,"8 years, 8 months",8.67,Representative
51,1/3/17,F000466,1973,House,N00038779,119,12/17/73,,H6PA08277,BFitzpatrick2.jpg,Brian,Brian,Fitzpatrick,Fitzpatrick,K.,,Republican,PA,104,"8 years, 8 months",8.67,Representative
51,1/3/17,F000466,1973,House,N00038779,119,12/17/73,,H6PA08277,BFitzpatrick3.jpg,Brian,Brian,Fitzpatrick,Fitzpatrick,K.,,Republican,PA,104,"8 years, 8 months",8.67,Representative
51,1/3/17,F000466,1973,House,N00038779,119,12/17/73,,H6PA08277,BFitzpatrick4.jpg,Brian,Brian,Fitzpatrick,Fitzpatrick,K.,,Republican,PA,104,"8 years, 8 months",8.67,Representative
62,1/3/11,F000459,1962,House,,119,10/11/62,,,CFleischmann1.jpg,Charles,Chuck,Fleischmann,Fleischmann,J.,Chuck,Republican,TN,176,"14 years, 8 months",14.67,Representative
62,1/3/11,F000459,1962,House,,119,10/11/62,,,CFleischmann2.jpg,Charles,Chuck,Fleischmann,Fleischmann,J.,Chuck,Republican,TN,176,"14 years, 8 months",14.67,Representative
62,1/3/11,F000459,1962,House,,119,10/11/62,,,CFleischmann3.jpg,Charles,Chuck,Fleischmann,Fleischmann,J.,Chuck,Republican,TN,176,"14 years, 8 months",14.67,Representative
62,1/3/11,F000459,1962,House,,119,10/11/62,,,CFleischmann4.jpg,Charles,Chuck,Fleischmann,Fleischmann,J.,Chuck,Republican,TN,176,"14 years, 8 months",14.67,Representative
50,1/3/19,F000468,1975,House,N00041194,119,2/13/75,,H8TX07140,LFletcher1.jpg,Lizzie,Elizabeth,Fletcher,Fletcher,,,Democrat,TX,80,"6 years, 8 months",6.67,Representative
50,1/3/19,F000468,1975,House,N00041194,119,2/13/75,,H8TX07140,LFletcher2.jpg,Lizzie,Elizabeth,Fletcher,Fletcher,,,Democrat,TX,80,"6 years, 8 months",6.67,Representative
50,1/3/19,F000468,1975,House,N00041194,119,2/13/75,,H8TX07140,LFletcher3.jpg,Lizzie,Elizabeth,Fletcher,Fletcher,,,Democrat,TX,80,"6 years, 8 months",6.67,Representative
50,1/3/19,F000468,1975,House,N00041194,119,2/13/75,,H8TX07140,LFletcher4.jpg,Lizzie,Elizabeth,Fletcher,Fletcher,,,Democrat,TX,80,"6 years, 8 months",6.67,Representative
50,7/12/22,F000474,1975,House,N00050145,119,2/23/75,,H2NE01118,MFlood1.jpg,Mike,Mike,Flood,Flood,,,Republican,NE,38,"3 years, 2 months",3.17,Representative
50,7/12/22,F000474,1975,House,N00050145,119,2/23/75,,H2NE01118,MFlood2.jpg,Mike,Mike,Flood,Flood,,,Republican,NE,38,"3 years, 2 months",3.17,Representative
50,7/12/22,F000474,1975,House,N00050145,119,2/23/75,,H2NE01118,MFlood3.jpg,Mike,Mike,Flood,Flood,,,Republican,NE,38,"3 years, 2 months",3.17,Representative
50,7/12/22,F000474,1975,House,N00050145,119,2/23/75,,H2NE01118,MFlood4.jpg,Mike,Mike,Flood,Flood,,,Republican,NE,38,"3 years, 2 months",3.17,Representative
45,6/3/24,F000480,1979,House,,119,10/24/79,,,VFong1.jpg,Vince,Vince,Fong,Fong,,,Republican,CA,15,"1 year, 3 months",1.25,Representative
45,6/3/24,F000480,1979,House,,119,10/24/79,,,VFong2.jpg,Vince,Vince,Fong,Fong,,,Republican,CA,15,"1 year, 3 months",1.25,Representative
45,6/3/24,F000480,1979,House,,119,10/24/79,,,VFong3.jpg,Vince,Vince,Fong,Fong,,,Republican,CA,15,"1 year, 3 months",1.25,Representative
45,6/3/24,F000480,1979,House,,119,10/24/79,,,VFong4.jpg,Vince,Vince,Fong,Fong,,,Republican,CA,15,"1 year, 3 months",1.25,Representative
69,1/3/13,F000454,1955,House,N00029139,119,10/7/55,,H8IL14067,BFoster1.jpg,Bill,Bill,Foster,Foster,,,Democrat,IL,152,"12 years, 8 months",12.67,Representative
69,1/3/13,F000454,1955,House,N00029139,119,10/7/55,,H8IL14067,BFoster2.jpg,Bill,Bill,Foster,Foster,,,Democrat,IL,152,"12 years, 8 months",12.67,Representative
69,1/3/13,F000454,1955,House,N00029139,119,10/7/55,,H8IL14067,BFoster3.jpg,Bill,Bill,Foster,Foster,,,Democrat,IL,152,"12 years, 8 months",12.67,Representative
69,1/3/13,F000454,1955,House,N00029139,119,10/7/55,,H8IL14067,BFoster4.jpg,Bill,Bill,Foster,Foster,,,Democrat,IL,152,"12 years, 8 months",12.67,Representative
69,1/3/23,F000477,1956,House,N00049652,119,5/7/56,,H2NC06114,VFoushee1.jpg,Valerie,Valerie,Foushee,Foushee,P.,,Democrat,NC,32,"2 years, 8 months",2.67,Representative
69,1/3/23,F000477,1956,House,N00049652,119,5/7/56,,H2NC06114,VFoushee2.jpg,Valerie,Valerie,Foushee,Foushee,P.,,Democrat,NC,32,"2 years, 8 months",2.67,Representative
69,1/3/23,F000477,1956,House,N00049652,119,5/7/56,,H2NC06114,VFoushee3.jpg,Valerie,Valerie,Foushee,Foushee,P.,,Democrat,NC,32,"2 years, 8 months",2.67,Representative
69,1/3/23,F000477,1956,House,N00049652,119,5/7/56,,H2NC06114,VFoushee4.jpg,Valerie,Valerie,Foushee,Foushee,P.,,Democrat,NC,32,"2 years, 8 months",2.67,Representative
82,,F000450,1943,House,N00026166,119,6/29/43,,H4NC05146,VFoxx1.jpg,Virginia,Virginia,Foxx,Foxx,,,Republican,NC,,,,Representative
82,,F000450,1943,House,N00026166,119,6/29/43,,H4NC05146,VFoxx2.jpg,Virginia,Virginia,Foxx,Foxx,,,Republican,NC,,,,Representative
82,,F000450,1943,House,N00026166,119,6/29/43,,H4NC05146,VFoxx3.jpg,Virginia,Virginia,Foxx,Foxx,,,Republican,NC,,,,Representative
82,,F000450,1943,House,N00026166,119,6/29/43,,H4NC05146,VFoxx4.jpg,Virginia,Virginia,Foxx,Foxx,,,Republican,NC,,,,Representative
77,1/3/13,F000462,1948,House,N00002893,119,5/16/48,,H2FL14053,LFrankel1.jpg,Lois,Lois,Frankel,Frankel,,,Democrat,FL,152,"12 years, 8 months",12.67,Representative
77,1/3/13,F000462,1948,House,N00002893,119,5/16/48,,H2FL14053,LFrankel2.jpg,Lois,Lois,Frankel,Frankel,,,Democrat,FL,152,"12 years, 8 months",12.67,Representative
77,1/3/13,F000462,1948,House,N00002893,119,5/16/48,,H2FL14053,LFrankel3.jpg,Lois,Lois,Frankel,Frankel,,,Democrat,FL,152,"12 years, 8 months",12.67,Representative
77,1/3/13,F000462,1948,House,N00002893,119,5/16/48,,H2FL14053,LFrankel4.jpg,Lois,Lois,Frankel,Frankel,,,Democrat,FL,152,"12 years, 8 months",12.67,Representative
61,1/3/21,F000472,1964,House,N00046760,119,8/23/64,,H0FL15104,SFranklin1.jpg,Scott,Scott,Franklin,Franklin,,,Republican,FL,56,"4 years, 8 months",4.67,Representative
61,1/3/21,F000472,1964,House,N00046760,119,8/23/64,,H0FL15104,SFranklin2.jpg,Scott,Scott,Franklin,Franklin,,,Republican,FL,56,"4 years, 8 months",4.67,Representative
61,1/3/21,F000472,1964,House,N00046760,119,8/23/64,,H0FL15104,SFranklin3.jpg,Scott,Scott,Franklin,Franklin,,,Republican,FL,56,"4 years, 8 months",4.67,Representative
61,1/3/21,F000472,1964,House,N00046760,119,8/23/64,,H0FL15104,SFranklin4.jpg,Scott,Scott,Franklin,Franklin,,,Republican,FL,56,"4 years, 8 months",4.67,Representative
58,1/3/25,F000483,1966,House,,119,12/3/66,,,LFriedman1.jpg,Laura,Laura,Friedman,Friedman,,,Democrat,CA,8,8 months,0.67,Representative
58,1/3/25,F000483,1966,House,,119,12/3/66,,,LFriedman2.jpg,Laura,Laura,Friedman,Friedman,,,Democrat,CA,8,8 months,0.67,Representative
58,1/3/25,F000483,1966,House,,119,12/3/66,,,LFriedman3.jpg,Laura,Laura,Friedman,Friedman,,,Democrat,CA,8,8 months,0.67,Representative
58,1/3/25,F000483,1966,House,,119,12/3/66,,,LFriedman4.jpg,Laura,Laura,Friedman,Friedman,,,Democrat,CA,8,8 months,0.67,Representative
28,1/3/23,F000476,1997,House,N00049075,119,1/17/97,,H2FL10259,MFrost1.jpg,Maxwell,Maxwell,Frost,Frost,,,Democrat,FL,32,"2 years, 8 months",2.67,Representative
28,1/3/23,F000476,1997,House,N00049075,119,1/17/97,,H2FL10259,MFrost2.jpg,Maxwell,Maxwell,Frost,Frost,,,Democrat,FL,32,"2 years, 8 months",2.67,Representative
28,1/3/23,F000476,1997,House,N00049075,119,1/17/97,,H2FL10259,MFrost3.jpg,Maxwell,Maxwell,Frost,Frost,,,Democrat,FL,32,"2 years, 8 months",2.67,Representative
28,1/3/23,F000476,1997,House,N00049075,119,1/17/97,,H2FL10259,MFrost4.jpg,Maxwell,Maxwell,Frost,Frost,,,Democrat,FL,32,"2 years, 8 months",2.67,Representative
40,1/3/23,F000478,1985,House,N00049165,119,1/31/85,,H2SC07280,RFry1.jpg,Russell,Russell,Fry,Fry,,,Republican,SC,32,"2 years, 8 months",2.67,Representative
40,1/3/23,F000478,1985,House,N00049165,119,1/31/85,,H2SC07280,RFry2.jpg,Russell,Russell,Fry,Fry,,,Republican,SC,32,"2 years, 8 months",2.67,Representative
40,1/3/23,F000478,1985,House,N00049165,119,1/31/85,,H2SC07280,RFry3.jpg,Russell,Russell,Fry,Fry,,,Republican,SC,32,"2 years, 8 months",2.67,Representative
40,1/3/23,F000478,1985,House,N00049165,119,1/31/85,,H2SC07280,RFry4.jpg,Russell,Russell,Fry,Fry,,,Republican,SC,32,"2 years, 8 months",2.67,Representative
63,1/3/19,F000469,1962,House,N00041335,119,3/9/62,,H8ID01124,RFulcher1.jpg,Russ,Russell,Fulcher,Fulcher,,,Republican,ID,80,"6 years, 8 months",6.67,Representative
63,1/3/19,F000469,1962,House,N00041335,119,3/9/62,,H8ID01124,RFulcher2.jpg,Russ,Russell,Fulcher,Fulcher,,,Republican,ID,80,"6 years, 8 months",6.67,Representative
63,1/3/19,F000469,1962,House,N00041335,119,3/9/62,,H8ID01124,RFulcher3.jpg,Russ,Russell,Fulcher,Fulcher,,,Republican,ID,80,"6 years, 8 months",6.67,Representative
63,1/3/19,F000469,1962,House,N00041335,119,3/9/62,,H8ID01124,RFulcher4.jpg,Russ,Russell,Fulcher,Fulcher,,,Republican,ID,80,"6 years, 8 months",6.67,Representative
45,1/3/25,G000574,1979,Senate,N00036097,119,11/20/79,,H4AZ07043,RGallego1.jpg,Ruben,Ruben,Gallego,Gallego,,,Democrat,AZ,8,8 months,0.67,Senator
45,1/3/25,G000574,1979,Senate,N00036097,119,11/20/79,,H4AZ07043,RGallego2.jpg,Ruben,Ruben,Gallego,Gallego,,,Democrat,AZ,8,8 months,0.67,Senator
45,1/3/25,G000574,1979,Senate,N00036097,119,11/20/79,,H4AZ07043,RGallego3.jpg,Ruben,Ruben,Gallego,Gallego,,,Democrat,AZ,8,8 months,0.67,Senator
45,1/3/25,G000574,1979,Senate,N00036097,119,11/20/79,,H4AZ07043,RGallego4.jpg,Ruben,Ruben,Gallego,Gallego,,,Democrat,AZ,8,8 months,0.67,Senator
80,11/5/09,G000559,1945,House,N00030856,119,1/24/45,,H0CA10149,JGaramendi1.jpg,John,John,Garamendi,Garamendi,,,Democrat,CA,190,"15 years, 10 months",15.83,Representative
80,11/5/09,G000559,1945,House,N00030856,119,1/24/45,,H0CA10149,JGaramendi2.jpg,John,John,Garamendi,Garamendi,,,Democrat,CA,190,"15 years, 10 months",15.83,Representative
80,11/5/09,G000559,1945,House,N00030856,119,1/24/45,,H0CA10149,JGaramendi3.jpg,John,John,Garamendi,Garamendi,,,Democrat,CA,190,"15 years, 10 months",15.83,Representative
80,11/5/09,G000559,1945,House,N00030856,119,1/24/45,,H0CA10149,JGaramendi4.jpg,John,John,Garamendi,Garamendi,,,Democrat,CA,190,"15 years, 10 months",15.83,Representative
41,1/3/21,G000597,1984,House,N00046030,119,9/27/84,,H0NY02234,AGarbarino1.jpg,Andrew,Andrew,Garbarino,Garbarino,R.,,Republican,NY,56,"4 years, 8 months",4.67,Representative
41,1/3/21,G000597,1984,House,N00046030,119,9/27/84,,H0NY02234,AGarbarino2.jpg,Andrew,Andrew,Garbarino,Garbarino,R.,,Republican,NY,56,"4 years, 8 months",4.67,Representative
41,1/3/21,G000597,1984,House,N00046030,119,9/27/84,,H0NY02234,AGarbarino3.jpg,Andrew,Andrew,Garbarino,Garbarino,R.,,Republican,NY,56,"4 years, 8 months",4.67,Representative
41,1/3/21,G000597,1984,House,N00046030,119,9/27/84,,H0NY02234,AGarbarino4.jpg,Andrew,Andrew,Garbarino,Garbarino,R.,,Republican,NY,56,"4 years, 8 months",4.67,Representative
47,1/3/23,G000598,1977,House,N00049470,119,12/2/77,,H2CA47188,RGarcia1.jpg,Robert,Robert,Garcia,Garcia,,,Democrat,CA,32,"2 years, 8 months",2.67,Representative
75,1/3/19,G000587,1950,House,N00042282,119,9/6/50,,H8TX29052,SGarcia1.jpg,Sylvia,Sylvia,Garcia,Garcia,R.,,Democrat,TX,80,"6 years, 8 months",6.67,Representative
47,1/3/23,G000598,1977,House,N00049470,119,12/2/77,,H2CA47188,RGarcia2.jpg,Robert,Robert,Garcia,Garcia,,,Democrat,CA,32,"2 years, 8 months",2.67,Representative
75,1/3/19,G000587,1950,House,N00042282,119,9/6/50,,H8TX29052,SGarcia2.jpg,Sylvia,Sylvia,Garcia,Garcia,R.,,Democrat,TX,80,"6 years, 8 months",6.67,Representative
47,1/3/23,G000598,1977,House,N00049470,119,12/2/77,,H2CA47188,RGarcia3.jpg,Robert,Robert,Garcia,Garcia,,,Democrat,CA,32,"2 years, 8 months",2.67,Representative
75,1/3/19,G000587,1950,House,N00042282,119,9/6/50,,H8TX29052,SGarcia3.jpg,Sylvia,Sylvia,Garcia,Garcia,R.,,Democrat,TX,80,"6 years, 8 months",6.67,Representative
47,1/3/23,G000598,1977,House,N00049470,119,12/2/77,,H2CA47188,RGarcia4.jpg,Robert,Robert,Garcia,Garcia,,,Democrat,CA,32,"2 years, 8 months",2.67,Representative
75,1/3/19,G000587,1950,House,N00042282,119,9/6/50,,H8TX29052,SGarcia4.jpg,Sylvia,Sylvia,Garcia,Garcia,R.,,Democrat,TX,80,"6 years, 8 months",6.67,Representative
69,,G000586,1956,House,N00042114,119,4/12/56,,H8IL04134,JGarcia.jpg,Jesus,Jesús,Garcia,Garcia,,,Democrat,IL,,,,Representative
69,,G000586,1956,House,N00042114,119,4/12/56,,H8IL04134,JGarcia1.jpg,Jesus,Jesús,Garcia,Garcia,,,Democrat,IL,,,,Representative
69,,G000586,1956,House,N00042114,119,4/12/56,,H8IL04134,JGarcia2.jpg,Jesus,Jesús,Garcia,Garcia,,,Democrat,IL,,,,Representative
69,,G000586,1956,House,N00042114,119,4/12/56,,H8IL04134,JGarcia4.jpg,Jesus,Jesús,Garcia,Garcia,G.,Chuy,Democrat,IL,,,,Representative
31,1/3/25,G000603,1994,House,,119,2/26/94,,,BGill1.jpg,Brandon,Brandon,Gill,Gill,,,Republican,TX,8,8 months,0.67,Representative
31,1/3/25,G000603,1994,House,,119,2/26/94,,,BGill2.jpg,Brandon,Brandon,Gill,Gill,,,Republican,TX,8,8 months,0.67,Representative
31,1/3/25,G000603,1994,House,,119,2/26/94,,,BGill3.jpg,Brandon,Brandon,Gill,Gill,,,Republican,TX,8,8 months,0.67,Representative
31,1/3/25,G000603,1994,House,,119,2/26/94,,,BGill4.jpg,Brandon,Brandon,Gill,Gill,,,Republican,TX,8,8 months,0.67,Representative
56,1/3/25,G000602,1969,House,N00050425,119,7/10/69,,H2NY04244,LGillen1.jpg,Laura,Laura,Gillen,Gillen,,,Democrat,NY,8,8 months,0.67,Representative
56,1/3/25,G000602,1969,House,N00050425,119,7/10/69,,H2NY04244,LGillen2.jpg,Laura,Laura,Gillen,Gillen,,,Democrat,NY,8,8 months,0.67,Representative
56,1/3/25,G000602,1969,House,N00050425,119,7/10/69,,H2NY04244,LGillen3.jpg,Laura,Laura,Gillen,Gillen,,,Democrat,NY,8,8 months,0.67,Representative
56,1/3/25,G000602,1969,House,N00050425,119,7/10/69,,H2NY04244,LGillen4.jpg,Laura,Laura,Gillen,Gillen,,,Democrat,NY,8,8 months,0.67,Representative
58,1/26/09,G000555,1966,Senate,,119,12/9/66,,,KGillibrand1.jpg,Kirsten,Kirsten,Gillibrand,Gillibrand,E.,,Democrat,NY,200,"16 years, 8 months",16.67,Senator
58,1/26/09,G000555,1966,Senate,,119,12/9/66,,,KGillibrand2.jpg,Kirsten,Kirsten,Gillibrand,Gillibrand,E.,,Democrat,NY,200,"16 years, 8 months",16.67,Senator
58,1/26/09,G000555,1966,Senate,,119,12/9/66,,,KGillibrand3.jpg,Kirsten,Kirsten,Gillibrand,Gillibrand,E.,,Democrat,NY,200,"16 years, 8 months",16.67,Senator
58,1/26/09,G000555,1966,Senate,,119,12/9/66,,,KGillibrand4.jpg,Kirsten,Kirsten,Gillibrand,Gillibrand,E.,,Democrat,NY,200,"16 years, 8 months",16.67,Senator
71,1/3/21,G000593,1954,House,N00046394,119,1/17/54,,H0FL26036,CGimenez1.jpg,Carlos,Carlos,Gimenez,Gimenez,A.,,Republican,FL,56,"4 years, 8 months",4.67,Representative
71,1/3/21,G000593,1954,House,N00046394,119,1/17/54,,H0FL26036,CGimenez2.jpg,Carlos,Carlos,Gimenez,Gimenez,A.,,Republican,FL,56,"4 years, 8 months",4.67,Representative
71,1/3/21,G000593,1954,House,N00046394,119,1/17/54,,H0FL26036,CGimenez3.jpg,Carlos,Carlos,Gimenez,Gimenez,A.,,Republican,FL,56,"4 years, 8 months",4.67,Representative
71,1/3/21,G000593,1954,House,N00046394,119,1/17/54,,H0FL26036,CGimenez4.jpg,Carlos,Carlos,Gimenez,Gimenez,A.,,Republican,FL,56,"4 years, 8 months",4.67,Representative
43,1/3/19,G000592,1982,House,N00041668,119,7/25/82,,H8ME02185,JGolden1.jpg,Jared,Jared,Golden,Golden,F.,,Democrat,ME,80,"6 years, 8 months",6.67,Representative
43,1/3/19,G000592,1982,House,N00041668,119,7/25/82,,H8ME02185,JGolden2.jpg,Jared,Jared,Golden,Golden,F.,,Democrat,ME,80,"6 years, 8 months",6.67,Representative
43,1/3/19,G000592,1982,House,N00041668,119,7/25/82,,H8ME02185,JGolden3.jpg,Jared,Jared,Golden,Golden,F.,,Democrat,ME,80,"6 years, 8 months",6.67,Representative
43,1/3/19,G000592,1982,House,N00041668,119,7/25/82,,H8ME02185,JGolden4.jpg,Jared,Jared,Golden,Golden,F.,,Democrat,ME,80,"6 years, 8 months",6.67,Representative
56,1/3/25,G000601,1968,House,,119,10/3/68,,,CGoldman1.jpg,Craig,Craig,Goldman,Goldman,A.,,Republican,TX,8,8 months,0.67,Representative
49,1/3/23,G000599,1976,House,,119,2/26/76,,,DGoldman1.jpg,Daniel,Daniel,Goldman,Goldman,S.,,Democrat,NY,32,"2 years, 8 months",2.67,Representative
56,1/3/25,G000601,1968,House,,119,10/3/68,,,CGoldman2.jpg,Craig,Craig,Goldman,Goldman,A.,,Republican,TX,8,8 months,0.67,Representative
49,1/3/23,G000599,1976,House,,119,2/26/76,,,DGoldman2.jpg,Daniel,Daniel,Goldman,Goldman,S.,,Democrat,NY,32,"2 years, 8 months",2.67,Representative
56,1/3/25,G000601,1968,House,,119,10/3/68,,,CGoldman3.jpg,Craig,Craig,Goldman,Goldman,A.,,Republican,TX,8,8 months,0.67,Representative
49,1/3/23,G000599,1976,House,,119,2/26/76,,,DGoldman3.jpg,Daniel,Daniel,Goldman,Goldman,S.,,Democrat,NY,32,"2 years, 8 months",2.67,Representative
56,1/3/25,G000601,1968,House,,119,10/3/68,,,CGoldman4.jpg,Craig,Craig,Goldman,Goldman,A.,,Republican,TX,8,8 months,0.67,Representative
49,1/3/23,G000599,1976,House,,119,2/26/76,,,DGoldman4.jpg,Daniel,Daniel,Goldman,Goldman,S.,,Democrat,NY,32,"2 years, 8 months",2.67,Representative
50,7/11/17,G000585,1974,House,N00040597,119,11/25/74,,H8CA34266,JGomez1.jpg,Jimmy,Jimmy,Gomez,Gomez,,,Democrat,CA,98,"8 years, 2 months",8.17,Representative
50,7/11/17,G000585,1974,House,N00040597,119,11/25/74,,H8CA34266,JGomez2.jpg,Jimmy,Jimmy,Gomez,Gomez,,,Democrat,CA,98,"8 years, 2 months",8.17,Representative
50,7/11/17,G000585,1974,House,N00040597,119,11/25/74,,H8CA34266,JGomez3.jpg,Jimmy,Jimmy,Gomez,Gomez,,,Democrat,CA,98,"8 years, 2 months",8.17,Representative
50,7/11/17,G000585,1974,House,N00040597,119,11/25/74,,H8CA34266,JGomez4.jpg,Jimmy,Jimmy,Gomez,Gomez,,,Democrat,CA,98,"8 years, 2 months",8.17,Representative
44,1/3/21,G000594,1980,House,N00044592,119,10/10/80,,H0TX35015,TGonzales1.jpg,Tony,Tony,Gonzales,Gonzales,,,Republican,TX,56,"4 years, 8 months",4.67,Representative
44,1/3/21,G000594,1980,House,N00044592,119,10/10/80,,H0TX35015,TGonzales2.jpg,Tony,Tony,Gonzales,Gonzales,,,Republican,TX,56,"4 years, 8 months",4.67,Representative
44,1/3/21,G000594,1980,House,N00044592,119,10/10/80,,H0TX35015,TGonzales3.jpg,Tony,Tony,Gonzales,Gonzales,,,Republican,TX,56,"4 years, 8 months",4.67,Representative
44,1/3/21,G000594,1980,House,N00044592,119,10/10/80,,H0TX35015,TGonzales4.jpg,Tony,Tony,Gonzales,Gonzales,,,Republican,TX,56,"4 years, 8 months",4.67,Representative
58,1/3/17,G000581,1967,House,N00038809,119,9/4/67,,H6TX15162,VGonzalez1.jpg,Vicente,Vicente,Gonzalez,Gonzalez,,,Democrat,TX,104,"8 years, 8 months",8.67,Representative
58,1/3/17,G000581,1967,House,N00038809,119,9/4/67,,H6TX15162,VGonzalez2.jpg,Vicente,Vicente,Gonzalez,Gonzalez,,,Democrat,TX,104,"8 years, 8 months",8.67,Representative
58,1/3/17,G000581,1967,House,N00038809,119,9/4/67,,H6TX15162,VGonzalez3.jpg,Vicente,Vicente,Gonzalez,Gonzalez,,,Democrat,TX,104,"8 years, 8 months",8.67,Representative
58,1/3/17,G000581,1967,House,N00038809,119,9/4/67,,H6TX15162,VGonzalez4.jpg,Vicente,Vicente,Gonzalez,Gonzalez,,,Democrat,TX,104,"8 years, 8 months",8.67,Representative
42,1/3/19,G000589,1982,House,N00042237,119,12/1/82,,H8TX05144,LGooden1.jpg,Lance,Lance,Gooden,Gooden,,,Republican,TX,80,"6 years, 8 months",6.67,Representative
42,1/3/19,G000589,1982,House,N00042237,119,12/1/82,,H8TX05144,LGooden2.jpg,Lance,Lance,Gooden,Gooden,,,Republican,TX,80,"6 years, 8 months",6.67,Representative
42,1/3/19,G000589,1982,House,N00042237,119,12/1/82,,H8TX05144,LGooden3.jpg,Lance,Lance,Gooden,Gooden,,,Republican,TX,80,"6 years, 8 months",6.67,Representative
42,1/3/19,G000589,1982,House,N00042237,119,12/1/82,,H8TX05144,LGooden4.jpg,Lance,Lance,Gooden,Gooden,,,Republican,TX,80,"6 years, 8 months",6.67,Representative
38,1/3/25,G000604,1986,House,,119,11/4/86,,,MGoodlander1.jpg,Maggie,Maggie,Goodlander,Goodlander,,,Democrat,NH,8,8 months,0.67,Representative
38,1/3/25,G000604,1986,House,,119,11/4/86,,,MGoodlander2.jpg,Maggie,Maggie,Goodlander,Goodlander,,,Democrat,NH,8,8 months,0.67,Representative
