filename,first_name,last_name,title,state,party,terms,nananame,,cid,feccandid
JComer1.jpg,James,Comer,Representative,Kentucky,Republican,House: 2016-Present,"Comer, James - Representative",,N00038260,H6KY01110
JComer2.jpg,James,Comer,Representative,Kentucky,Republican,House: 2016-Present,"Comer, James - Representative",,N00038260,H6KY01110
JComer3.jpg,James,Comer,Representative,Kentucky,Republican,House: 2016-Present,"Comer, James - Representative",,N00038260,H6KY01110
JComer4.jpg,James,Comer,Representative,Kentucky,Republican,House: 2016-Present,"Comer, James - Representative",,N00038260,H6KY01110
HConaway.jpg,Herbert C.,Conaway,Representative,New Jersey,Democratic,House: 2025-Present,"Conaway, Herbert C. - Representative",,,
HConaway1.jpg,Herbert C.,Conaway,Representative,New Jersey,Democratic,House: 2025-Present,"Conaway, Herbert C. - Representative",,,
HConaway2.jpg,Herbert C.,Conaway,Representative,New Jersey,Democratic,House: 2025-Present,"Conaway, Herbert C. - Representative",,,
HConaway3.jpg,Herbert C.,Conaway,Representative,New Jersey,Democratic,House: 2025-Present,"Conaway, Herbert C. - Representative",,,
HConaway4.jpg,Herbert C.,Conaway,Representative,New Jersey,Democratic,House: 2025-Present,"Conaway, Herbert C. - Representative",,,
GConnolly.jpg,Gerald E.,Connolly,Representative,Virginia,Democratic,House: 2009-2025,"Connolly, Gerald E. - Representative",,,
GConnolly1.jpg,Gerald E.,Connolly,Representative,Virginia,Democratic,House: 2009-2025,"Connolly, Gerald E. - Representative",,,
GConnolly2.jpg,Gerald E.,Connolly,Representative,Virginia,Democratic,House: 2009-2025,"Connolly, Gerald E. - Representative",,,
GConnolly3.jpg,Gerald E.,Connolly,Representative,Virginia,Democratic,House: 2009-2025,"Connolly, Gerald E. - Representative",,,
GConnolly4.jpg,Gerald E.,Connolly,Representative,Virginia,Democratic,House: 2009-2025,"Connolly, Gerald E. - Representative",,,
CCoons.jpg,Christopher A.,Coons,Senator,Delaware,Democratic,Senate: 2010-Present,"Coons, Christopher A. - Senator",,,
CCoons1.jpg,Christopher A.,Coons,Senator,Delaware,Democratic,Senate: 2010-Present,"Coons, Christopher A. - Senator",,,
CCoons2.jpg,Christopher A.,Coons,Senator,Delaware,Democratic,Senate: 2010-Present,"Coons, Christopher A. - Senator",,,
CCoons3.jpg,Christopher A.,Coons,Senator,Delaware,Democratic,Senate: 2010-Present,"Coons, Christopher A. - Senator",,,
CCoons4.jpg,Christopher A.,Coons,Senator,Delaware,Democratic,Senate: 2010-Present,"Coons, Christopher A. - Senator",,,
JCornyn.jpg,John,Cornyn,Senator,Texas,Republican,Senate: 2002-Present,"Cornyn, John - Senator",,,
JCornyn1.jpg,John,Cornyn,Senator,Texas,Republican,Senate: 2002-Present,"Cornyn, John - Senator",,,
JCornyn2.jpg,John,Cornyn,Senator,Texas,Republican,Senate: 2002-Present,"Cornyn, John - Senator",,,
JCornyn3.jpg,John,Cornyn,Senator,Texas,Republican,Senate: 2002-Present,"Cornyn, John - Senator",,,
JCornyn4.jpg,John,Cornyn,Senator,Texas,Republican,Senate: 2002-Present,"Cornyn, John - Senator",,,
JCorrea.jpg,J. Luis,Correa,Representative,California,Democratic,House: 2017-Present,"Correa, J. Luis - Representative",,,
JCorrea1.jpg,J. Luis,Correa,Representative,California,Democratic,House: 2017-Present,"Correa, J. Luis - Representative",,,
JCorrea2.jpg,J. Luis,Correa,Representative,California,Democratic,House: 2017-Present,"Correa, J. Luis - Representative",,,
JCorrea3.jpg,J. Luis,Correa,Representative,California,Democratic,House: 2017-Present,"Correa, J. Luis - Representative",,,
JCorrea4.jpg,J. Luis,Correa,Representative,California,Democratic,House: 2017-Present,"Correa, J. Luis - Representative",,,
CCMasto.jpg,Catherine,Cortez Masto,Senator,Nevada,Democratic,Senate: 2017-Present,"Cortez Masto, Catherine - Senator",,,
CMasto1.jpg,Catherine,Cortez Masto,Senator,Nevada,Democratic,Senate: 2017-Present,"Cortez Masto, Catherine - Senator",,,
CCMasto2.jpg,Catherine,Cortez Masto,Senator,Nevada,Democratic,Senate: 2017-Present,"Cortez Masto, Catherine - Senator",,,
CCMasto3.jpg,Catherine,Cortez Masto,Senator,Nevada,Democratic,Senate: 2017-Present,"Cortez Masto, Catherine - Senator",,,
CCMasto4.jpg,Catherine,Cortez Masto,Senator,Nevada,Democratic,Senate: 2017-Present,"Cortez Masto, Catherine - Senator",,,
JCosta.jpg,Jim,Costa,Representative,California,Democratic,House: 2005-Present,"Costa, Jim - Representative",,N00026341,H4CA20082
JCosta1.jpg,Jim,Costa,Representative,California,Democratic,House: 2005-Present,"Costa, Jim - Representative",,N00026341,H4CA20082
JCosta2.jpg,Jim,Costa,Representative,California,Democratic,House: 2005-Present,"Costa, Jim - Representative",,N00026341,H4CA20082
JCosta3.jpg,Jim,Costa,Representative,California,Democratic,House: 2005-Present,"Costa, Jim - Representative",,N00026341,H4CA20082
JCosta4.jpg,Jim,Costa,Representative,California,Democratic,House: 2005-Present,"Costa, Jim - Representative",,N00026341,H4CA20082
TCotton.jpg,Tom,Cotton,Senator,Arkansas,Republican,Senate: 2015-Present | House: 2013-2015,"Cotton, Tom - Senator",,,
TCotton1.jpg,Tom,Cotton,Senator,Arkansas,Republican,Senate: 2015-Present | House: 2013-2015,"Cotton, Tom - Senator",,,
TCotton2.jpg,Tom,Cotton,Senator,Arkansas,Republican,Senate: 2015-Present | House: 2013-2015,"Cotton, Tom - Senator",,,
TCotton3.jpg,Tom,Cotton,Senator,Arkansas,Republican,Senate: 2015-Present | House: 2013-2015,"Cotton, Tom - Senator",,,
TCotton4.jpg,Tom,Cotton,Senator,Arkansas,Republican,Senate: 2015-Present | House: 2013-2015,"Cotton, Tom - Senator",,,
JCourtney.jpg,Joe,Courtney,Representative,Connecticut,Democratic,House: 2007-Present,"Courtney, Joe - Representative",,N00024842,H2CT02112
JCourtney1.jpg,Joe,Courtney,Representative,Connecticut,Democratic,House: 2007-Present,"Courtney, Joe - Representative",,N00024842,H2CT02112
JCourtney2.jpg,Joe,Courtney,Representative,Connecticut,Democratic,House: 2007-Present,"Courtney, Joe - Representative",,N00024842,H2CT02112
JCourtney3.jpg,Joe,Courtney,Representative,Connecticut,Democratic,House: 2007-Present,"Courtney, Joe - Representative",,N00024842,H2CT02112
JCourtney4.jpg,Joe,Courtney,Representative,Connecticut,Democratic,House: 2007-Present,"Courtney, Joe - Representative",,N00024842,H2CT02112
ACraig.jpg,Angie,Craig,Representative,Minnesota,Democratic,House: 2019-Present,"Craig, Angie - Representative",,N00037039,H6MN02131
ACraig1.jpg,Angie,Craig,Representative,Minnesota,Democratic,House: 2019-Present,"Craig, Angie - Representative",,N00037039,H6MN02131
ACraig2.jpg,Angie,Craig,Representative,Minnesota,Democratic,House: 2019-Present,"Craig, Angie - Representative",,N00037039,H6MN02131
ACraig3.jpg,Angie,Craig,Representative,Minnesota,Democratic,House: 2019-Present,"Craig, Angie - Representative",,N00037039,H6MN02131
ACraig4.jpg,Angie,Craig,Representative,Minnesota,Democratic,House: 2019-Present,"Craig, Angie - Representative",,N00037039,H6MN02131
KCramer.jpg,Kevin,Cramer,Senator,North Dakota,Republican,Senate: 2019-Present | House: 2013-2019,"Cramer, Kevin - Senator",,,
KCramer1.jpg,Kevin,Cramer,Senator,North Dakota,Republican,Senate: 2019-Present | House: 2013-2019,"Cramer, Kevin - Senator",,,
KCramer2.jpg,Kevin,Cramer,Senator,North Dakota,Republican,Senate: 2019-Present | House: 2013-2019,"Cramer, Kevin - Senator",,,
KCramer3.jpg,Kevin,Cramer,Senator,North Dakota,Republican,Senate: 2019-Present | House: 2013-2019,"Cramer, Kevin - Senator",,,
KCramer4.jpg,Kevin,Cramer,Senator,North Dakota,Republican,Senate: 2019-Present | House: 2013-2019,"Cramer, Kevin - Senator",,,
ECrane.jpg,Elijah,Crane,Representative,Arizona,Republican,House: 2023-Present,"Crane, Elijah - Representative",,,
ECrane1.jpg,Elijah,Crane,Representative,Arizona,Republican,House: 2023-Present,"Crane, Elijah - Representative",,,
ECrane2.jpg,Elijah,Crane,Representative,Arizona,Republican,House: 2023-Present,"Crane, Elijah - Representative",,,
ECrane3.jpg,Elijah,Crane,Representative,Arizona,Republican,House: 2023-Present,"Crane, Elijah - Representative",,,
ECrane4.jpg,Elijah,Crane,Representative,Arizona,Republican,House: 2023-Present,"Crane, Elijah - Representative",,,
JCrank.jpg,Jeff,Crank,Representative,Colorado,Republican,House: 2025-Present,"Crank, Jeff - Representative",,,
JCrank1.jpg,Jeff,Crank,Representative,Colorado,Republican,House: 2025-Present,"Crank, Jeff - Representative",,,
JCrank2.jpg,Jeff,Crank,Representative,Colorado,Republican,House: 2025-Present,"Crank, Jeff - Representative",,,
JCrank3.jpg,Jeff,Crank,Representative,Colorado,Republican,House: 2025-Present,"Crank, Jeff - Representative",,,
JCrank4.jpg,Jeff,Crank,Representative,Colorado,Republican,House: 2025-Present,"Crank, Jeff - Representative",,,
MCrapo.jpg,Mike,Crapo,Senator,Idaho,Republican,Senate: 1999-Present | House: 1993-1999,"Crapo, Mike - Senator",,N00006267,S8ID00027
MCrapo1.jpg,Mike,Crapo,Senator,Idaho,Republican,Senate: 1999-Present | House: 1993-1999,"Crapo, Mike - Senator",,N00006267,S8ID00027
MCrapo2.jpg,Mike,Crapo,Senator,Idaho,Republican,Senate: 1999-Present | House: 1993-1999,"Crapo, Mike - Senator",,N00006267,S8ID00027
MCrapo3.jpg,Mike,Crapo,Senator,Idaho,Republican,Senate: 1999-Present | House: 1993-1999,"Crapo, Mike - Senator",,N00006267,S8ID00027
MCrapo4.jpg,Mike,Crapo,Senator,Idaho,Republican,Senate: 1999-Present | House: 1993-1999,"Crapo, Mike - Senator",,N00006267,S8ID00027
ECrawford.jpg,"Eric A. ""Rick""",Crawford,Representative,Arkansas,Republican,House: 2011-Present,"Crawford, Eric A. ""Rick"" - Representative",,,
ECrawford1.jpg,"Eric A. ""Rick""",Crawford,Representative,Arkansas,Republican,House: 2011-Present,"Crawford, Eric A. ""Rick"" - Representative",,,
ECrawford2.jpg,"Eric A. ""Rick""",Crawford,Representative,Arkansas,Republican,House: 2011-Present,"Crawford, Eric A. ""Rick"" - Representative",,,
ECrawford3.jpg,"Eric A. ""Rick""",Crawford,Representative,Arkansas,Republican,House: 2011-Present,"Crawford, Eric A. ""Rick"" - Representative",,,
ECrawford4.jpg,"Eric A. ""Rick""",Crawford,Representative,Arkansas,Republican,House: 2011-Present,"Crawford, Eric A. ""Rick"" - Representative",,,
DCrenshaw.jpg,Dan,Crenshaw,Representative,Texas,Republican,House: 2019-Present,"Crenshaw, Dan - Representative",,N00042224,H8TX02166
DCrenshaw1.jpg,Dan,Crenshaw,Representative,Texas,Republican,House: 2019-Present,"Crenshaw, Dan - Representative",,N00042224,H8TX02166
DCrenshaw2.jpg,Dan,Crenshaw,Representative,Texas,Republican,House: 2019-Present,"Crenshaw, Dan - Representative",,N00042224,H8TX02166
DCrenshaw3.jpg,Dan,Crenshaw,Representative,Texas,Republican,House: 2019-Present,"Crenshaw, Dan - Representative",,N00042224,H8TX02166
DCrenshaw4.jpg,Dan,Crenshaw,Representative,Texas,Republican,House: 2019-Present,"Crenshaw, Dan - Representative",,N00042224,H8TX02166
JCrockett.jpg,Jasmine,Crockett,Representative,Texas,Democratic,House: 2023-Present,"Crockett, Jasmine - Representative",,N00049840,H2TX30178
JCrockett1.jpg,Jasmine,Crockett,Representative,Texas,Democratic,House: 2023-Present,"Crockett, Jasmine - Representative",,N00049840,H2TX30178
JCrockett2.jpg,Jasmine,Crockett,Representative,Texas,Democratic,House: 2023-Present,"Crockett, Jasmine - Representative",,N00049840,H2TX30178
JCrockett3.jpg,Jasmine,Crockett,Representative,Texas,Democratic,House: 2023-Present,"Crockett, Jasmine - Representative",,N00049840,H2TX30178
JCrockett4.jpg,Jasmine,Crockett,Representative,Texas,Democratic,House: 2023-Present,"Crockett, Jasmine - Representative",,N00049840,H2TX30178
JCrow.jpg,Jason,Crow,Representative,Colorado,Democratic,House: 2019-Present,"Crow, Jason - Representative",,N00040876,H8CO06229
JCrow1.jpg,Jason,Crow,Representative,Colorado,Democratic,House: 2019-Present,"Crow, Jason - Representative",,N00040876,H8CO06229
JCrow2.jpg,Jason,Crow,Representative,Colorado,Democratic,House: 2019-Present,"Crow, Jason - Representative",,N00040876,H8CO06229
JCrow3.jpg,Jason,Crow,Representative,Colorado,Democratic,House: 2019-Present,"Crow, Jason - Representative",,N00040876,H8CO06229
JCrow4.jpg,Jason,Crow,Representative,Colorado,Democratic,House: 2019-Present,"Crow, Jason - Representative",,N00040876,H8CO06229
TCruz.jpg,Ted,Cruz,Senator,Texas,Republican,Senate: 2013-Present,"Cruz, Ted - Senator",,,
TCruz1.jpg,Ted,Cruz,Senator,Texas,Republican,Senate: 2013-Present,"Cruz, Ted - Senator",,,
TCruz2.jpg,Ted,Cruz,Senator,Texas,Republican,Senate: 2013-Present,"Cruz, Ted - Senator",,,
TCruz3.jpg,Ted,Cruz,Senator,Texas,Republican,Senate: 2013-Present,"Cruz, Ted - Senator",,,
TCruz4.jpg,Ted,Cruz,Senator,Texas,Republican,Senate: 2013-Present,"Cruz, Ted - Senator",,,
HCuellar.jpg,Henry,Cuellar,Representative,Texas,Democratic,House: 2005-Present,"Cuellar, Henry - Representative",,N00024978,H2TX23082
HCuellar1.jpg,Henry,Cuellar,Representative,Texas,Democratic,House: 2005-Present,"Cuellar, Henry - Representative",,N00024978,H2TX23082
HCuellar2.jpg,Henry,Cuellar,Representative,Texas,Democratic,House: 2005-Present,"Cuellar, Henry - Representative",,N00024978,H2TX23082
HCuellar3.jpg,Henry,Cuellar,Representative,Texas,Democratic,House: 2005-Present,"Cuellar, Henry - Representative",,N00024978,H2TX23082
HCuellar4.jpg,Henry,Cuellar,Representative,Texas,Democratic,House: 2005-Present,"Cuellar, Henry - Representative",,N00024978,H2TX23082
JCurtis.jpg,John R.,Curtis,Senator,Utah,Republican,Senate: 2025-Present | House: 2017-2025,"Curtis, John R. - Senator",,,
JCurtis1.jpg,John R.,Curtis,Senator,Utah,Republican,Senate: 2025-Present | House: 2017-2025,"Curtis, John R. - Senator",,,
JCurtis2.jpg,John R.,Curtis,Senator,Utah,Republican,Senate: 2025-Present | House: 2017-2025,"Curtis, John R. - Senator",,,
JCurtis3.jpg,John R.,Curtis,Senator,Utah,Republican,Senate: 2025-Present | House: 2017-2025,"Curtis, John R. - Senator",,,
JCurtis4.jpg,John R.,Curtis,Senator,Utah,Republican,Senate: 2025-Present | House: 2017-2025,"Curtis, John R. - Senator",,,
SDaines.jpg,Steve,Daines,Senator,Montana,Republican,Senate: 2015-Present | House: 2013-2015,"Daines, Steve - Senator",,,
SDaines1.jpg,Steve,Daines,Senator,Montana,Republican,Senate: 2015-Present | House: 2013-2015,"Daines, Steve - Senator",,,
SDaines2.jpg,Steve,Daines,Senator,Montana,Republican,Senate: 2015-Present | House: 2013-2015,"Daines, Steve - Senator",,,
SDaines3.jpg,Steve,Daines,Senator,Montana,Republican,Senate: 2015-Present | House: 2013-2015,"Daines, Steve - Senator",,,
SDaines4.jpg,Steve,Daines,Senator,Montana,Republican,Senate: 2015-Present | House: 2013-2015,"Daines, Steve - Senator",,,
SDavids.jpg,Sharice,Davids,Representative,Kansas,Democratic,House: 2019-Present,"Davids, Sharice - Representative",,N00042626,H8KS03155
SDavids1.jpg,Sharice,Davids,Representative,Kansas,Democratic,House: 2019-Present,"Davids, Sharice - Representative",,N00042626,H8KS03155
SDavids2.jpg,Sharice,Davids,Representative,Kansas,Democratic,House: 2019-Present,"Davids, Sharice - Representative",,N00042626,H8KS03155
SDavids3.jpg,Sharice,Davids,Representative,Kansas,Democratic,House: 2019-Present,"Davids, Sharice - Representative",,N00042626,H8KS03155
SDavids4.jpg,Sharice,Davids,Representative,Kansas,Democratic,House: 2019-Present,"Davids, Sharice - Representative",,N00042626,H8KS03155
WDavidson.jpg,Warren,Davidson,Representative,Ohio,Republican,House: 2016-Present,"Davidson, Warren - Representative",,N00038767,H6OH08315
WDavidson1.jpg,Warren,Davidson,Representative,Ohio,Republican,House: 2016-Present,"Davidson, Warren - Representative",,N00038767,H6OH08315
WDavidson2.jpg,Warren,Davidson,Representative,Ohio,Republican,House: 2016-Present,"Davidson, Warren - Representative",,N00038767,H6OH08315
WDavidson3.jpg,Warren,Davidson,Representative,Ohio,Republican,House: 2016-Present,"Davidson, Warren - Representative",,N00038767,H6OH08315
WDavidson4.jpg,Warren,Davidson,Representative,Ohio,Republican,House: 2016-Present,"Davidson, Warren - Representative",,N00038767,H6OH08315
DKDavis.jpg,Danny K.,Davis,Representative,Illinois,Democratic,House: 1997-Present,"Davis, Danny K. - Representative",,,
DGDavis.jpg,Donald G.,Davis,Representative,North Carolina,Democratic,House: 2023-Present,"Davis, Donald G. - Representative",,,
DKDavis1.jpg,Danny K.,Davis,Representative,Illinois,Democratic,House: 1997-Present,"Davis, Danny K. - Representative",,,
DGDavis1.jpg,Donald G.,Davis,Representative,North Carolina,Democratic,House: 2023-Present,"Davis, Donald G. - Representative",,,
DKDavis2.jpg,Danny K.,Davis,Representative,Illinois,Democratic,House: 1997-Present,"Davis, Danny K. - Representative",,,
DGDavis2.jpg,Donald G.,Davis,Representative,North Carolina,Democratic,House: 2023-Present,"Davis, Donald G. - Representative",,,
DKDavis3.jpg,Danny K.,Davis,Representative,Illinois,Democratic,House: 1997-Present,"Davis, Danny K. - Representative",,,
DGDavis3.jpg,Donald G.,Davis,Representative,North Carolina,Democratic,House: 2023-Present,"Davis, Donald G. - Representative",,,
DKDavis4.jpg,Danny K.,Davis,Representative,Illinois,Democratic,House: 1997-Present,"Davis, Danny K. - Representative",,,
DGDavis4.jpg,Donald G.,Davis,Representative,North Carolina,Democratic,House: 2023-Present,"Davis, Donald G. - Representative",,,
MDeLaCruz.jpg,Monica,De La Cruz,Representative,Texas,Republican,House: 2023-Present,"De La Cruz, Monica - Representative",,N00045793,H0TX15124
MDeLaCruz1.jpg,Monica,De La Cruz,Representative,Texas,Republican,House: 2023-Present,"De La Cruz, Monica - Representative",,N00045793,H0TX15124
MDeLaCruz2.jpg,Monica,De La Cruz,Representative,Texas,Republican,House: 2023-Present,"De La Cruz, Monica - Representative",,N00045793,H0TX15124
MDeLaCruz3.jpg,Monica,De La Cruz,Representative,Texas,Republican,House: 2023-Present,"De La Cruz, Monica - Representative",,N00045793,H0TX15124
MDeLaCruz4.jpg,Monica,De La Cruz,Representative,Texas,Republican,House: 2023-Present,"De La Cruz, Monica - Representative",,N00045793,H0TX15124
MDean.jpg,Madeleine,Dean,Representative,Pennsylvania,Democratic,House: 2019-Present,"Dean, Madeleine - Representative",,N00042894,H8PA04116
MDean1.jpg,Madeleine,Dean,Representative,Pennsylvania,Democratic,House: 2019-Present,"Dean, Madeleine - Representative",,N00042894,H8PA04116
MDean2.jpg,Madeleine,Dean,Representative,Pennsylvania,Democratic,House: 2019-Present,"Dean, Madeleine - Representative",,N00042894,H8PA04116
MDean3.jpg,Madeleine,Dean,Representative,Pennsylvania,Democratic,House: 2019-Present,"Dean, Madeleine - Representative",,N00042894,H8PA04116
MDean4.jpg,Madeleine,Dean,Representative,Pennsylvania,Democratic,House: 2019-Present,"Dean, Madeleine - Representative",,N00042894,H8PA04116
DDeGette.jpg,Diana,DeGette,Representative,Colorado,Democratic,House: 1997-Present,"DeGette, Diana - Representative",,N00006134,H6CO01141
DDeGette1.jpg,Diana,DeGette,Representative,Colorado,Democratic,House: 1997-Present,"DeGette, Diana - Representative",,N00006134,H6CO01141
DDeGette2.jpg,Diana,DeGette,Representative,Colorado,Democratic,House: 1997-Present,"DeGette, Diana - Representative",,N00006134,H6CO01141
DDeGette3.jpg,Diana,DeGette,Representative,Colorado,Democratic,House: 1997-Present,"DeGette, Diana - Representative",,N00006134,H6CO01141
DDeGette4.jpg,Diana,DeGette,Representative,Colorado,Democratic,House: 1997-Present,"DeGette, Diana - Representative",,N00006134,H6CO01141
RDeLauro.jpg,Rosa L.,DeLauro,Representative,Connecticut,Democratic,House: 1991-Present,"DeLauro, Rosa L. - Representative",,,
RDeLauro1.jpg,Rosa L.,DeLauro,Representative,Connecticut,Democratic,House: 1991-Present,"DeLauro, Rosa L. - Representative",,,
RDeLauro2.jpg,Rosa L.,DeLauro,Representative,Connecticut,Democratic,House: 1991-Present,"DeLauro, Rosa L. - Representative",,,
RDeLauro3.jpg,Rosa L.,DeLauro,Representative,Connecticut,Democratic,House: 1991-Present,"DeLauro, Rosa L. - Representative",,,
RDeLauro4.jpg,Rosa L.,DeLauro,Representative,Connecticut,Democratic,House: 1991-Present,"DeLauro, Rosa L. - Representative",,,
SDelBene.jpg,Suzan K.,DelBene,Representative,Washington,Democratic,House: 2012-Present,"DelBene, Suzan K. - Representative",,,
SDelBene1.jpg,Suzan K.,DelBene,Representative,Washington,Democratic,House: 2012-Present,"DelBene, Suzan K. - Representative",,,
SDelBene2.jpg,Suzan K.,DelBene,Representative,Washington,Democratic,House: 2012-Present,"DelBene, Suzan K. - Representative",,,
SDelBene3.jpg,Suzan K.,DelBene,Representative,Washington,Democratic,House: 2012-Present,"DelBene, Suzan K. - Representative",,,
SDelBene4.jpg,Suzan K.,DelBene,Representative,Washington,Democratic,House: 2012-Present,"DelBene, Suzan K. - Representative",,,
CDeluzio.jpg,Christopher R.,Deluzio,Representative,Pennsylvania,Democratic,House: 2023-Present,"Deluzio, Christopher R. - Representative",,,
CDeluzio1.jpg,Christopher R.,Deluzio,Representative,Pennsylvania,Democratic,House: 2023-Present,"Deluzio, Christopher R. - Representative",,,
CDeluzio2.jpg,Christopher R.,Deluzio,Representative,Pennsylvania,Democratic,House: 2023-Present,"Deluzio, Christopher R. - Representative",,,
CDeluzio3.jpg,Christopher R.,Deluzio,Representative,Pennsylvania,Democratic,House: 2023-Present,"Deluzio, Christopher R. - Representative",,,
CDeluzio4.jpg,Christopher R.,Deluzio,Representative,Pennsylvania,Democratic,House: 2023-Present,"Deluzio, Christopher R. - Representative",,,
MDeSaulnier.jpg,Mark,DeSaulnier,Representative,California,Democratic,House: 2015-Present,"DeSaulnier, Mark - Representative",,N00030709,H0CA10073
MDeSaulnier1.jpg,Mark,DeSaulnier,Representative,California,Democratic,House: 2015-Present,"DeSaulnier, Mark - Representative",,N00030709,H0CA10073
MDeSaulnier2.jpg,Mark,DeSaulnier,Representative,California,Democratic,House: 2015-Present,"DeSaulnier, Mark - Representative",,N00030709,H0CA10073
MDeSaulnier3.jpg,Mark,DeSaulnier,Representative,California,Democratic,House: 2015-Present,"DeSaulnier, Mark - Representative",,N00030709,H0CA10073
MDeSaulnier4.jpg,Mark,DeSaulnier,Representative,California,Democratic,House: 2015-Present,"DeSaulnier, Mark - Representative",,N00030709,H0CA10073
SDesJarlais.jpg,Scott,DesJarlais,Representative,Tennessee,Republican,House: 2011-Present,"DesJarlais, Scott - Representative",,N00030957,H0TN04195
SDesJarlais1.jpg,Scott,DesJarlais,Representative,Tennessee,Republican,House: 2011-Present,"DesJarlais, Scott - Representative",,N00030957,H0TN04195
SDesJarlais2.jpg,Scott,DesJarlais,Representative,Tennessee,Republican,House: 2011-Present,"DesJarlais, Scott - Representative",,N00030957,H0TN04195
SDesJarlais3.jpg,Scott,DesJarlais,Representative,Tennessee,Republican,House: 2011-Present,"DesJarlais, Scott - Representative",,N00030957,H0TN04195
SDesJarlais4.jpg,Scott,DesJarlais,Representative,Tennessee,Republican,House: 2011-Present,"DesJarlais, Scott - Representative",,N00030957,H0TN04195
MDexter.jpg,Maxine,Dexter,Representative,Oregon,Democratic,House: 2025-Present,"Dexter, Maxine - Representative",,,
MDexter1.jpg,Maxine,Dexter,Representative,Oregon,Democratic,House: 2025-Present,"Dexter, Maxine - Representative",,,
MDexter2.jpg,Maxine,Dexter,Representative,Oregon,Democratic,House: 2025-Present,"Dexter, Maxine - Representative",,,
MDexter3.jpg,Maxine,Dexter,Representative,Oregon,Democratic,House: 2025-Present,"Dexter, Maxine - Representative",,,
MDexter4.jpg,Maxine,Dexter,Representative,Oregon,Democratic,House: 2025-Present,"Dexter, Maxine - Representative",,,
MDBalart.jpg,Mario,Diaz-Balart,"Representative""",Florida,Republican,House: 2003-Present,"Diaz-Balart, Mario - Representative",,N00025337,H2FL25018
MDBalart1.jpg,Mario,Diaz-Balart,"Representative""",Florida,Republican,House: 2003-Present,"Diaz-Balart, Mario - Representative",,N00025337,H2FL25018
MDBalart2.jpg,Mario,Diaz-Balart,"Representative""",Florida,Republican,House: 2003-Present,"Diaz-Balart, Mario - Representative",,N00025337,H2FL25018
MDBalart3.jpg,Mario,Diaz-Balart,"Representative""",Florida,Republican,House: 2003-Present,"Diaz-Balart, Mario - Representative",,N00025337,H2FL25018
MDBalart4.jpg,Mario,Diaz-Balart,"Representative""",Florida,Republican,House: 2003-Present,"Diaz-Balart, Mario - Representative",,N00025337,H2FL25018
DDingell.jpg,Debbie,Dingell,Representative,Michigan,Democratic,House: 2015-Present,"Dingell, Debbie - Representative",,N00036149,H4MI12079
DDingell1.jpg,Debbie,Dingell,Representative,Michigan,Democratic,House: 2015-Present,"Dingell, Debbie - Representative",,N00036149,H4MI12079
DDingell2.jpg,Debbie,Dingell,Representative,Michigan,Democratic,House: 2015-Present,"Dingell, Debbie - Representative",,N00036149,H4MI12079
DDingell3.jpg,Debbie,Dingell,Representative,Michigan,Democratic,House: 2015-Present,"Dingell, Debbie - Representative",,N00036149,H4MI12079
DDingell4.jpg,Debbie,Dingell,Representative,Michigan,Democratic,House: 2015-Present,"Dingell, Debbie - Representative",,N00036149,H4MI12079
LDoggett.jpg,Lloyd,Doggett,Representative,Texas,Democratic,House: 1995-Present,"Doggett, Lloyd - Representative",,N00006023,H4TX10028
LDoggett1.jpg,Lloyd,Doggett,Representative,Texas,Democratic,House: 1995-Present,"Doggett, Lloyd - Representative",,N00006023,H4TX10028
LDoggett2.jpg,Lloyd,Doggett,Representative,Texas,Democratic,House: 1995-Present,"Doggett, Lloyd - Representative",,N00006023,H4TX10028
LDoggett3.jpg,Lloyd,Doggett,Representative,Texas,Democratic,House: 1995-Present,"Doggett, Lloyd - Representative",,N00006023,H4TX10028
LDoggett4.jpg,Lloyd,Doggett,Representative,Texas,Democratic,House: 1995-Present,"Doggett, Lloyd - Representative",,N00006023,H4TX10028
BDonalds.jpg,Byron,Donalds,Representative,Florida,Republican,House: 2021-Present,"Donalds, Byron - Representative",,N00034016,H2FL14186
BDonalds1.jpg,Byron,Donalds,Representative,Florida,Republican,House: 2021-Present,"Donalds, Byron - Representative",,N00034016,H2FL14186
BDonalds2.jpg,Byron,Donalds,Representative,Florida,Republican,House: 2021-Present,"Donalds, Byron - Representative",,N00034016,H2FL14186
BDonalds3.jpg,Byron,Donalds,Representative,Florida,Republican,House: 2021-Present,"Donalds, Byron - Representative",,N00034016,H2FL14186
BDonalds4.jpg,Byron,Donalds,Representative,Florida,Republican,House: 2021-Present,"Donalds, Byron - Representative",,N00034016,H2FL14186
TDowning.jpg,Troy,Downing,Representative,Montana,Republican,House: 2025-Present,"Downing, Troy - Representative",,,
TDowning1.jpg,Troy,Downing,Representative,Montana,Republican,House: 2025-Present,"Downing, Troy - Representative",,,
TDowning2.jpg,Troy,Downing,Representative,Montana,Republican,House: 2025-Present,"Downing, Troy - Representative",,,
TDowning3.jpg,Troy,Downing,Representative,Montana,Republican,House: 2025-Present,"Downing, Troy - Representative",,,
TDowning4.jpg,Troy,Downing,Representative,Montana,Republican,House: 2025-Present,"Downing, Troy - Representative",,,
TDuckworth.jpg,Tammy,Duckworth,Senator,Illinois,Democratic,Senate: 2017-Present | House: 2013-2017,"Duckworth, Tammy - Senator",,N00027860,S6IL00292
