first_name,middle_name,nick_name,last_name,suffix,title,chamber,State,state_abbr,District,Party,Terms,URL,name_slug,bioguide_id,date_of_birth
Laura,,,Friedman,,Representative,house,California,CA,30,Democratic,House: 2025-Present,https://www.congress.gov/member/laura-friedman/F000483,laura-friedman,F000483,12/3/66
Maxwell,,,Frost,,Representative,house,Florida,FL,10,Democratic,House: 2023-Present,https://www.congress.gov/member/maxwell-frost/F000476,maxwell-frost,F000476,1/17/97
Russell,,,Fry,,Representative,house,South Carolina,SC,7,Republican,House: 2023-Present,https://www.congress.gov/member/russell-fry/F000478,russell-fry,F000478,1/31/85
Russ,,,Fulcher,,Representative,house,Idaho,ID,1,Republican,House: 2019-Present,https://www.congress.gov/member/russ-fulcher/F000469,russ-fulcher,F000469,3/9/62
Ruben,,,Gallego,,Senator,senate,Arizona,AZ,,Democratic,Senate: 2025-Present | House: 2015-2025,https://www.congress.gov/member/ruben-gallego/G000574,ruben-gallego,G000574,11/20/79
John,,,Garamendi,,Representative,house,California,CA,8,Democratic,House: 2009-Present,https://www.congress.gov/member/john-garamendi/G000559,john-garamendi,G000559,1/24/45
Andrew,R.,,Garbarino,,Representative,house,New York,NY,2,Republican,House: 2021-Present,https://www.congress.gov/member/andrew-garbarino/G000597,andrew-garbarino,G000597,9/27/84
Jess,G.,Chuy,Garca,,Representative,house,Illinois,IL,4,Democratic,House: 2019-Present,https://www.congress.gov/member/jesus-garcia/G000586,jesus-garcia,G000586,
Robert,,,Garcia,,Representative,house,California,CA,42,Democratic,House: 2023-Present,https://www.congress.gov/member/robert-garcia/G000598,robert-garcia,G000598,12/2/77
Sylvia,R.,,Garcia,,Representative,house,Texas,TX,29,Democratic,House: 2019-Present,https://www.congress.gov/member/sylvia-garcia/G000587,sylvia-garcia,G000587,9/6/50
Brandon,,,Gill,,Representative,house,Texas,TX,26,Republican,House: 2025-Present,https://www.congress.gov/member/brandon-gill/G000603,brandon-gill,G000603,2/26/94
Laura,,,Gillen,,Representative,house,New York,NY,4,Democratic,House: 2025-Present,https://www.congress.gov/member/laura-gillen/G000602,laura-gillen,G000602,7/10/69
Kirsten,E.,,Gillibrand,,Senator,senate,New York,NY,,Democratic,Senate: 2009-Present | House: 2007-2009,https://www.congress.gov/member/kirsten-gillibrand/G000555,kirsten-gillibrand,G000555,12/9/66
Carlos,A.,,Gimenez,,Representative,house,Florida,FL,28,Republican,House: 2021-Present,https://www.congress.gov/member/carlos-gimenez/G000593,carlos-gimenez,G000593,1/17/54
Jared,F.,,Golden,,Representative,house,Maine,ME,2,Democratic,House: 2019-Present,https://www.congress.gov/member/jared-golden/G000592,jared-golden,G000592,7/25/82
Craig,A.,,Goldman,,Representative,house,Texas,TX,12,Republican,House: 2025-Present,https://www.congress.gov/member/craig-goldman/G000601,craig-goldman,G000601,10/3/68
Daniel,S.,,Goldman,,Representative,house,New York,NY,10,Democratic,House: 2023-Present,https://www.congress.gov/member/daniel-goldman/G000599,daniel-goldman,G000599,
Jimmy,,,Gomez,,Representative,house,California,CA,34,Democratic,House: 2017-Present,https://www.congress.gov/member/jimmy-gomez/G000585,jimmy-gomez,G000585,11/25/74
Tony,,,Gonzales,,Representative,house,Texas,TX,23,Republican,House: 2021-Present,https://www.congress.gov/member/tony-gonzales/G000594,tony-gonzales,G000594,10/10/80
Vicente,,,Gonzalez,,Representative,house,Texas,TX,34,Democratic,House: 2017-Present,https://www.congress.gov/member/vicente-gonzalez/G000581,vicente-gonzalez,G000581,9/4/67
Lance,,,Gooden,,Representative,house,Texas,TX,5,Republican,House: 2019-Present,https://www.congress.gov/member/lance-gooden/G000589,lance-gooden,G000589,12/1/82
Maggie,,,Goodlander,,Representative,house,New Hampshire,NH,2,Democratic,House: 2025-Present,https://www.congress.gov/member/maggie-goodlander/G000604,maggie-goodlander,G000604,11/4/86
Paul,A.,,Gosar,,Representative,house,Arizona,AZ,9,Republican,House: 2011-Present,https://www.congress.gov/member/paul-gosar/G000565,paul-gosar,G000565,11/27/58
Josh,,,Gottheimer,,Representative,house,New Jersey,NJ,5,Democratic,House: 2017-Present,https://www.congress.gov/member/josh-gottheimer/G000583,josh-gottheimer,G000583,3/8/75
Lindsey,,,Graham,,Senator,senate,South Carolina,SC,,Republican,Senate: 2003-Present | House: 1995-2003,https://www.congress.gov/member/lindsey-graham/G000359,lindsey-graham,G000359,7/9/55
Chuck,,,Grassley,,Senator,senate,Iowa,IA,,Republican,Senate: 1981-Present | House: 1975-1981,https://www.congress.gov/member/chuck-grassley/G000386,chuck-grassley,G000386,9/17/33
Sam,,,Graves,,Representative,house,Missouri,MO,6,Republican,House: 2001-Present,https://www.congress.gov/member/sam-graves/G000546,sam-graves,G000546,11/7/63
Adam,,,Gray,,Representative,house,California,CA,13,Democratic,House: 2025-Present,https://www.congress.gov/member/adam-gray/G000605,adam-gray,G000605,9/23/77
Al,,,Green,,Representative,house,Texas,TX,9,Democratic,House: 2005-Present,https://www.congress.gov/member/al-green/G000553,al-green,G000553,9/1/47
Mark,E.,,Green,,Representative,house,Tennessee,TN,7,Republican,House: 2019-2025,https://www.congress.gov/member/mark-green/G000590,mark-green,G000590,
Marjorie,Taylor,,Greene,,Representative,house,Georgia,GA,14,Republican,House: 2021-Present,https://www.congress.gov/member/marjorie-greene/G000596,marjorie-greene,G000596,
H.,Morgan,,Griffith,,Representative,house,Virginia,VA,9,Republican,House: 2011-Present,https://www.congress.gov/member/h-griffith/G000568,h-griffith,G000568,
Ral,M.,,Grijalva,,Representative,house,Arizona,AZ,7,Democratic,House: 2003-2025,https://www.congress.gov/member/raul-grijalva/G000551,raul-grijalva,G000551,
Glenn,,,Grothman,,Representative,house,Wisconsin,WI,6,Republican,House: 2015-Present,https://www.congress.gov/member/glenn-grothman/G000576,glenn-grothman,G000576,7/3/55
Michael,,,Guest,,Representative,house,Mississippi,MS,3,Republican,House: 2019-Present,https://www.congress.gov/member/michael-guest/G000591,michael-guest,G000591,2/4/70
Brett,,,Guthrie,,Representative,house,Kentucky,KY,2,Republican,House: 2009-Present,https://www.congress.gov/member/brett-guthrie/G000558,brett-guthrie,G000558,2/18/64
Harriet,M.,,Hageman,,Representative,house,Wyoming,WY,At Large,Republican,House: 2023-Present,https://www.congress.gov/member/harriet-hageman/H001096,harriet-hageman,H001096,10/18/62
Bill,,,Hagerty,,Senator,senate,Tennessee,TN,,Republican,Senate: 2021-Present,https://www.congress.gov/member/bill-hagerty/H000601,bill-hagerty,H000601,8/14/59
Abraham,J.,,Hamadeh,,Representative,house,Arizona,AZ,8,Republican,House: 2025-Present,https://www.congress.gov/member/abraham-hamadeh/H001098,abraham-hamadeh,H001098,5/15/91
Josh,,,Harder,,Representative,house,California,CA,9,Democratic,House: 2019-Present,https://www.congress.gov/member/josh-harder/H001090,josh-harder,H001090,8/1/86
Mike,,,Haridopolos,,Representative,house,Florida,FL,8,Republican,House: 2025-Present,https://www.congress.gov/member/mike-haridopolos/H001099,mike-haridopolos,H001099,3/15/70
Pat,,,Harrigan,,Representative,house,North Carolina,NC,10,Republican,House: 2025-Present,https://www.congress.gov/member/pat-harrigan/H001101,pat-harrigan,H001101,6/21/87
Andy,,,Harris,,Representative,house,Maryland,MD,1,Republican,House: 2011-Present,https://www.congress.gov/member/andy-harris/H001052,andy-harris,H001052,1/25/57
Mark,,,Harris,,Representative,house,North Carolina,NC,8,Republican,House: 2025-Present,https://www.congress.gov/member/mark-harris/H001102,mark-harris,H001102,4/24/66
Diana,,,Harshbarger,,Representative,house,Tennessee,TN,1,Republican,House: 2021-Present,https://www.congress.gov/member/diana-harshbarger/H001086,diana-harshbarger,H001086,1/1/60
Margaret,Wood,,Hassan,,Senator,senate,New Hampshire,NH,,Democratic,Senate: 2017-Present,https://www.congress.gov/member/maggie-hassan/H001076,maggie-hassan,H001076,2/27/58
Josh,,,Hawley,,Senator,senate,Missouri,MO,,Republican,Senate: 2019-Present,https://www.congress.gov/member/josh-hawley/H001089,josh-hawley,H001089,12/31/79
Jahana,,,Hayes,,Representative,house,Connecticut,CT,5,Democratic,House: 2019-Present,https://www.congress.gov/member/jahana-hayes/H001081,jahana-hayes,H001081,3/8/73
Martin,,,Heinrich,,Senator,senate,New Mexico,NM,,Democratic,Senate: 2013-Present | House: 2009-2013,https://www.congress.gov/member/martin-heinrich/H001046,martin-heinrich,H001046,10/17/71
Kevin,,,Hern,,Representative,house,Oklahoma,OK,1,Republican,House: 2018-Present,https://www.congress.gov/member/kevin-hern/H001082,kevin-hern,H001082,12/4/61
Pablo,Jose,,Hernndez,,Resident Commissioner,house,Puerto Rico,PR,At Large,Democratic,House: 2025-Present,https://www.congress.gov/member/pablo-hernandez/H001103,pablo-hernandez,H001103,
John,W.,,Hickenlooper,,Senator,senate,Colorado,CO,,Democratic,Senate: 2021-Present,https://www.congress.gov/member/john-hickenlooper/H000273,john-hickenlooper,H000273,2/7/52
Clay,,,Higgins,,Representative,house,Louisiana,LA,3,Republican,House: 2017-Present,https://www.congress.gov/member/clay-higgins/H001077,clay-higgins,H001077,8/24/61
J.,French,,Hill,,Representative,house,Arkansas,AR,2,Republican,House: 2015-Present,https://www.congress.gov/member/j-hill/H001072,j-hill,H001072,
James,A.,,Himes,,Representative,house,Connecticut,CT,4,Democratic,House: 2009-Present,https://www.congress.gov/member/james-himes/H001047,james-himes,H001047,
Ashley,,,Hinson,,Representative,house,Iowa,IA,2,Republican,House: 2021-Present,https://www.congress.gov/member/ashley-hinson/H001091,ashley-hinson,H001091,6/27/83
Mazie,K.,,Hirono,,Senator,senate,Hawaii,HI,,Democratic,Senate: 2013-Present | House: 2007-2013,https://www.congress.gov/member/mazie-hirono/H001042,mazie-hirono,H001042,11/3/47
John,,,Hoeven,,Senator,senate,North Dakota,ND,,Republican,Senate: 2011-Present,https://www.congress.gov/member/john-hoeven/H001061,john-hoeven,H001061,3/13/57
Steven,,,Horsford,,Representative,house,Nevada,NV,4,Democratic,"House: 2013-2015, 2019-Present",https://www.congress.gov/member/steven-horsford/H001066,steven-horsford,H001066,4/29/73
Erin,,,Houchin,,Representative,house,Indiana,IN,9,Republican,House: 2023-Present,https://www.congress.gov/member/erin-houchin/H001093,erin-houchin,H001093,9/24/76
Chrissy,,,Houlahan,,Representative,house,Pennsylvania,PA,6,Democratic,House: 2019-Present,https://www.congress.gov/member/chrissy-houlahan/H001085,chrissy-houlahan,H001085,6/5/67
Steny,H.,,Hoyer,,Representative,house,Maryland,MD,5,Democratic,House: 1981-Present,https://www.congress.gov/member/steny-hoyer/H000874,steny-hoyer,H000874,6/14/39
Val,T.,,Hoyle,,Representative,house,Oregon,OR,4,Democratic,House: 2023-Present,https://www.congress.gov/member/val-hoyle/H001094,val-hoyle,H001094,2/14/64
Richard,,,Hudson,,Representative,house,North Carolina,NC,9,Republican,House: 2013-Present,https://www.congress.gov/member/richard-hudson/H001067,richard-hudson,H001067,11/4/71
Jared,,,Huffman,,Representative,house,California,CA,2,Democratic,House: 2013-Present,https://www.congress.gov/member/jared-huffman/H001068,jared-huffman,H001068,2/18/64
Bill,,,Huizenga,,Representative,house,Michigan,MI,4,Republican,House: 2011-Present,https://www.congress.gov/member/bill-huizenga/H001058,bill-huizenga,H001058,1/31/69
Wesley,,,Hunt,,Representative,house,Texas,TX,38,Republican,House: 2023-Present,https://www.congress.gov/member/wesley-hunt/H001095,wesley-hunt,H001095,11/13/81
Jeff,,,Hurd,,Representative,house,Colorado,CO,3,Republican,House: 2025-Present,https://www.congress.gov/member/jeff-hurd/H001100,jeff-hurd,H001100,8/15/79
Jon,,,Husted,,Senator,senate,Ohio,OH,,Republican,Senate: 2025-Present,https://www.congress.gov/member/jon-husted/H001104,jon-husted,H001104,8/25/67
Cindy,,,Hyde-Smith,,Senator,senate,Mississippi,MS,,Republican,Senate: 2018-Present,https://www.congress.gov/member/cindy-hyde-smith/H001079,cindy-hyde-smith,H001079,5/10/59
Darrell,,,Issa,,Representative,house,California,CA,48,Republican,"House: 2001-2019, 2021-Present",https://www.congress.gov/member/darrell-issa/I000056,darrell-issa,I000056,11/1/53
Glenn,,,Ivey,,Representative,house,Maryland,MD,4,Democratic,House: 2023-Present,https://www.congress.gov/member/glenn-ivey/I000058,glenn-ivey,I000058,2/27/61
Brian,,,Jack,,Representative,house,Georgia,GA,3,Republican,House: 2025-Present,https://www.congress.gov/member/brian-jack/J000311,brian-jack,J000311,2/17/88
Jonathan,L.,,Jackson,,Representative,house,Illinois,IL,1,Democratic,House: 2023-Present,https://www.congress.gov/member/jonathan-jackson/J000309,jonathan-jackson,J000309,1/7/66
Ronny,,,Jackson,,Representative,house,Texas,TX,13,Republican,House: 2021-Present,https://www.congress.gov/member/ronny-jackson/J000304,ronny-jackson,J000304,5/4/67
Sara,,,Jacobs,,Representative,house,California,CA,51,Democratic,House: 2021-Present,https://www.congress.gov/member/sara-jacobs/J000305,sara-jacobs,J000305,2/1/89
John,,,James,,Representative,house,Michigan,MI,10,Republican,House: 2023-Present,https://www.congress.gov/member/john-james/J000307,john-james,J000307,6/8/81
Pramila,,,Jayapal,,Representative,house,Washington,WA,7,Democratic,House: 2017-Present,https://www.congress.gov/member/pramila-jayapal/J000298,pramila-jayapal,J000298,9/21/65
Hakeem,S.,,Jeffries,,Representative,house,New York,NY,8,Democratic,House: 2013-Present,https://www.congress.gov/member/hakeem-jeffries/J000294,hakeem-jeffries,J000294,8/4/70
Dusty,,,Johnson,,Representative,house,South Dakota,SD,At Large,Republican,House: 2019-Present,https://www.congress.gov/member/dusty-johnson/J000301,dusty-johnson,J000301,9/30/76
Henry,C.,Hank,Johnson,,Representative,house,Georgia,GA,4,Democratic,House: 2007-Present,https://www.congress.gov/member/henry-johnson/J000288,henry-johnson,J000288,
Julie,,,Johnson,,Representative,house,Texas,TX,32,Democratic,House: 2025-Present,https://www.congress.gov/member/julie-johnson/J000310,julie-johnson,J000310,5/2/66
Mike,,,Johnson,,Representative,house,Louisiana,LA,4,Republican,House: 2017-Present,https://www.congress.gov/member/mike-johnson/J000299,mike-johnson,J000299,1/30/72
Ron,,,Johnson,,Senator,senate,Wisconsin,WI,,Republican,Senate: 2011-Present,https://www.congress.gov/member/ron-johnson/J000293,ron-johnson,J000293,4/8/55
Jim,,,Jordan,,Representative,house,Ohio,OH,4,Republican,House: 2007-Present,https://www.congress.gov/member/jim-jordan/J000289,jim-jordan,J000289,2/17/64
David,P.,,Joyce,,Representative,house,Ohio,OH,14,Republican,House: 2013-Present,https://www.congress.gov/member/david-joyce/J000295,david-joyce,J000295,3/17/57
John,,,Joyce,,Representative,house,Pennsylvania,PA,13,Republican,House: 2019-Present,https://www.congress.gov/member/john-joyce/J000302,john-joyce,J000302,2/8/57
James,C.,,Justice,,Senator,senate,West Virginia,WV,,Republican,Senate: 2025-Present,https://www.congress.gov/member/james-justice/J000312,james-justice,J000312,
Tim,,,Kaine,,Senator,senate,Virginia,VA,,Democratic,Senate: 2013-Present,https://www.congress.gov/member/timothy-kaine/K000384,timothy-kaine,K000384,
Sydney,,,Kamlager-Dove,,Representative,house,California,CA,37,Democratic,House: 2023-Present,https://www.congress.gov/member/sydney-kamlager-dove/K000400,sydney-kamlager-dove,K000400,7/20/72
Marcy,,,Kaptur,,Representative,house,Ohio,OH,9,Democratic,House: 1983-Present,https://www.congress.gov/member/marcy-kaptur/K000009,marcy-kaptur,K000009,6/17/46
Thomas,H.,,Kean,,Representative,house,New Jersey,NJ,7,Republican,House: 2023-Present,https://www.congress.gov/member/thomas-kean/K000398,thomas-kean,K000398,
William,R.,,Keating,,Representative,house,Massachusetts,MA,9,Democratic,House: 2011-Present,https://www.congress.gov/member/william-keating/K000375,william-keating,K000375,
Mark,,,Kelly,,Senator,senate,Arizona,AZ,,Democratic,Senate: 2020-Present,https://www.congress.gov/member/mark-kelly/K000377,mark-kelly,K000377,2/21/64
Mike,,,Kelly,,Representative,house,Pennsylvania,PA,16,Republican,House: 2011-Present,https://www.congress.gov/member/mike-kelly/K000376,mike-kelly,K000376,5/10/48
Robin,L.,,Kelly,,Representative,house,Illinois,IL,2,Democratic,House: 2013-Present,https://www.congress.gov/member/robin-kelly/K000385,robin-kelly,K000385,4/30/56
Trent,,,Kelly,,Representative,house,Mississippi,MS,1,Republican,House: 2015-Present,https://www.congress.gov/member/trent-kelly/K000388,trent-kelly,K000388,3/1/66
John,,,Kennedy,,Senator,senate,Louisiana,LA,,Republican,Senate: 2017-Present,https://www.congress.gov/member/john-kennedy/K000393,john-kennedy,K000393,11/21/51
Mike,,,Kennedy,,Representative,house,Utah,UT,3,Republican,House: 2025-Present,https://www.congress.gov/member/mike-kennedy/K000403,mike-kennedy,K000403,2/2/69
Timothy,M.,,Kennedy,,Representative,house,New York,NY,26,Democratic,House: 2024-Present,https://www.congress.gov/member/timothy-kennedy/K000402,timothy-kennedy,K000402,
Ro,,,Khanna,,Representative,house,California,CA,17,Democratic,House: 2017-Present,https://www.congress.gov/member/ro-khanna/K000389,ro-khanna,K000389,9/13/76
Jennifer,A.,,Kiggans,,Representative,house,Virginia,VA,2,Republican,House: 2023-Present,https://www.congress.gov/member/jennifer-kiggans/K000399,jennifer-kiggans,K000399,
Kevin,,,Kiley,,Representative,house,California,CA,3,Republican,House: 2023-Present,https://www.congress.gov/member/kevin-kiley/K000401,kevin-kiley,K000401,1/30/85
Andy,,,Kim,,Senator,senate,New Jersey,NJ,,Democratic,Senate: 2024-Present | House: 2019-2024,https://www.congress.gov/member/andy-kim/K000394,andy-kim,K000394,7/12/82
Young,,,Kim,,Representative,house,California,CA,40,Republican,House: 2021-Present,https://www.congress.gov/member/young-kim/K000397,young-kim,K000397,10/18/62
Angus,S.,,King,Jr.,Senator,senate,Maine,ME,,Independent,Senate: 2013-Present,https://www.congress.gov/member/angus-king/K000383,angus-king,K000383,3/31/44
Kimberlyn,,,King-Hinds,,Delegate,house,Northern Mariana Islands,MP,At Large,Republican,House: 2025-Present,https://www.congress.gov/member/kimberlyn-king-hinds/K000404,kimberlyn-king-hinds,K000404,
Amy,,,Klobuchar,,Senator,senate,Minnesota,MN,,Democratic,Senate: 2007-Present,https://www.congress.gov/member/amy-klobuchar/K000367,amy-klobuchar,K000367,5/25/60
Brad,,,Knott,,Representative,house,North Carolina,NC,13,Republican,House: 2025-Present,https://www.congress.gov/member/brad-knott/K000405,brad-knott,K000405,4/17/86
Raja,,,Krishnamoorthi,,Representative,house,Illinois,IL,8,Democratic,House: 2017-Present,https://www.congress.gov/member/raja-krishnamoorthi/K000391,raja-krishnamoorthi,K000391,7/19/73
David,,,Kustoff,,Representative,house,Tennessee,TN,8,Republican,House: 2017-Present,https://www.congress.gov/member/david-kustoff/K000392,david-kustoff,K000392,10/8/66
Darin,,,LaHood,,Representative,house,Illinois,IL,16,Republican,House: 2015-Present,https://www.congress.gov/member/darin-lahood/L000585,darin-lahood,L000585,7/5/68
Nick,,,LaLota,,Representative,house,New York,NY,1,Republican,House: 2023-Present,https://www.congress.gov/member/nick-lalota/L000598,nick-lalota,L000598,6/23/78
Doug,,,LaMalfa,,Representative,house,California,CA,1,Republican,House: 2013-Present,https://www.congress.gov/member/doug-lamalfa/L000578,doug-lamalfa,L000578,7/2/60
Greg,,,Landsman,,Representative,house,Ohio,OH,1,Democratic,House: 2023-Present,https://www.congress.gov/member/greg-landsman/L000601,greg-landsman,L000601,12/4/76
Nicholas,A.,,Langworthy,,Representative,house,New York,NY,23,Republican,House: 2023-Present,https://www.congress.gov/member/nicholas-langworthy/L000600,nicholas-langworthy,L000600,
James,,,Lankford,,Senator,senate,Oklahoma,OK,,Republican,Senate: 2015-Present | House: 2011-2015,https://www.congress.gov/member/james-lankford/L000575,james-lankford,L000575,3/4/68
Rick,,,Larsen,,Representative,house,Washington,WA,2,Democratic,House: 2001-Present,https://www.congress.gov/member/rick-larsen/L000560,rick-larsen,L000560,6/15/65
John,B.,,Larson,,Representative,house,Connecticut,CT,1,Democratic,House: 1999-Present,https://www.congress.gov/member/john-larson/L000557,john-larson,L000557,
George,,,Latimer,,Representative,house,New York,NY,16,Democratic,House: 2025-Present,https://www.congress.gov/member/george-latimer/L000606,george-latimer,L000606,11/22/53
Robert,E.,,Latta,,Representative,house,Ohio,OH,5,Republican,House: 2007-Present,https://www.congress.gov/member/robert-latta/L000566,robert-latta,L000566,
Michael,,,Lawler,,Representative,house,New York,NY,17,Republican,House: 2023-Present,https://www.congress.gov/member/michael-lawler/L000599,michael-lawler,L000599,
Laurel,M.,,Lee,,Representative,house,Florida,FL,15,Republican,House: 2023-Present,https://www.congress.gov/member/laurel-lee/L000597,laurel-lee,L000597,3/26/74
Mike,,,Lee,,Senator,senate,Utah,UT,,Republican,Senate: 2011-Present,https://www.congress.gov/member/mike-lee/L000577,mike-lee,L000577,6/4/71
Summer,L.,,Lee,,Representative,house,Pennsylvania,PA,12,Democratic,House: 2023-Present,https://www.congress.gov/member/summer-lee/L000602,summer-lee,L000602,11/26/87
Susie,,,Lee,,Representative,house,Nevada,NV,3,Democratic,House: 2019-Present,https://www.congress.gov/member/susie-lee/L000590,susie-lee,L000590,11/7/66
Teresa,,,Leger Fernandez,,Representative,house,New Mexico,NM,3,Democratic,House: 2021-Present,https://www.congress.gov/member/teresa-leger-fernandez/L000273,teresa-leger-fernandez,L000273,7/1/59
Julia,,,Letlow,,Representative,house,Louisiana,LA,5,Republican,House: 2021-Present,https://www.congress.gov/member/julia-letlow/L000595,julia-letlow,L000595,3/16/81
Mike,,,Levin,,Representative,house,California,CA,49,Democratic,House: 2019-Present,https://www.congress.gov/member/mike-levin/L000593,mike-levin,L000593,10/20/78
Sam,T.,,Liccardo,,Representative,house,California,CA,16,Democratic,House: 2025-Present,https://www.congress.gov/member/sam-liccardo/L000607,sam-liccardo,L000607,4/16/70
Ted,,,Lieu,,Representative,house,California,CA,36,Democratic,House: 2015-Present,https://www.congress.gov/member/ted-lieu/L000582,ted-lieu,L000582,3/29/69
Zoe,,,Lofgren,,Representative,house,California,CA,18,Democratic,House: 1995-Present,https://www.congress.gov/member/zoe-lofgren/L000397,zoe-lofgren,L000397,12/21/47
Barry,,,Loudermilk,,Representative,house,Georgia,GA,11,Republican,House: 2015-Present,https://www.congress.gov/member/barry-loudermilk/L000583,barry-loudermilk,L000583,12/22/63
Frank,D.,,Lucas,,Representative,house,Oklahoma,OK,3,Republican,House: 1993-Present,https://www.congress.gov/member/frank-lucas/L000491,frank-lucas,L000491,1/6/60
Ben,Ray,,Lujn,,Senator,senate,New Mexico,NM,,Democratic,Senate: 2021-Present | House: 2009-2021,https://www.congress.gov/member/ben-lujan/L000570,ben-lujan,L000570,
Cynthia,M.,,Lummis,,Senator,senate,Wyoming,WY,,Republican,Senate: 2021-Present | House: 2009-2017,https://www.congress.gov/member/cynthia-lummis/L000571,cynthia-lummis,L000571,9/10/54
Anna,Paulina,,Luna,,Representative,house,Florida,FL,13,Republican,House: 2023-Present,https://www.congress.gov/member/anna-paulina-luna/L000596,anna-paulina-luna,L000596,5/6/89
Morgan,,,Luttrell,,Representative,house,Texas,TX,8,Republican,House: 2023-Present,https://www.congress.gov/member/morgan-luttrell/L000603,morgan-luttrell,L000603,11/7/75
Stephen,F.,,Lynch,,Representative,house,Massachusetts,MA,8,Democratic,House: 2001-Present,https://www.congress.gov/member/stephen-lynch/L000562,stephen-lynch,L000562,
Nancy,,,Mace,,Representative,house,South Carolina,SC,1,Republican,House: 2021-Present,https://www.congress.gov/member/nancy-mace/M000194,nancy-mace,M000194,12/4/77
Ryan,,,Mackenzie,,Representative,house,Pennsylvania,PA,7,Republican,House: 2025-Present,https://www.congress.gov/member/ryan-mackenzie/M001230,ryan-mackenzie,M001230,8/3/82
Seth,,,Magaziner,,Representative,house,Rhode Island,RI,2,Democratic,House: 2023-Present,https://www.congress.gov/member/seth-magaziner/M001223,seth-magaziner,M001223,7/22/83
Nicole,,,Malliotakis,,Representative,house,New York,NY,11,Republican,House: 2021-Present,https://www.congress.gov/member/nicole-malliotakis/M000317,nicole-malliotakis,M000317,11/11/80
Celeste,,,Maloy,,Representative,house,Utah,UT,2,Republican,House: 2023-Present,https://www.congress.gov/member/celeste-maloy/M001228,celeste-maloy,M001228,5/22/81
Tracey,,,Mann,,Representative,house,Kansas,KS,1,Republican,House: 2021-Present,https://www.congress.gov/member/tracey-mann/M000871,tracey-mann,M000871,12/17/76
John,W.,,Mannion,,Representative,house,New York,NY,22,Democratic,House: 2025-Present,https://www.congress.gov/member/john-mannion/M001231,john-mannion,M001231,7/8/68
Edward,J.,,Markey,,Senator,senate,Massachusetts,MA,,Democratic,Senate: 2013-Present | House: 1977-2013,https://www.congress.gov/member/edward-markey/M000133,edward-markey,M000133,
Roger,,,Marshall,,Senator,senate,Kansas,KS,,Republican,Senate: 2021-Present | House: 2017-2021,https://www.congress.gov/member/roger-marshall/M001198,roger-marshall,M001198,8/9/60
Thomas,,,Massie,,Representative,house,Kentucky,KY,4,Republican,House: 2012-Present,https://www.congress.gov/member/thomas-massie/M001184,thomas-massie,M001184,1/13/71
Brian,J.,,Mast,,Representative,house,Florida,FL,21,Republican,House: 2017-Present,https://www.congress.gov/member/brian-mast/M001199,brian-mast,M001199,7/10/80
Doris,O.,,Matsui,,Representative,house,California,CA,7,Democratic,House: 2005-Present,https://www.congress.gov/member/doris-matsui/M001163,doris-matsui,M001163,9/25/44
Lucy,,,McBath,,Representative,house,Georgia,GA,6,Democratic,House: 2019-Present,https://www.congress.gov/member/lucy-mcbath/M001208,lucy-mcbath,M001208,6/1/60
Sarah,,,McBride,,Representative,house,Delaware,DE,At Large,Democratic,House: 2025-Present,https://www.congress.gov/member/sarah-mcbride/M001238,sarah-mcbride,M001238,8/9/90
Michael,T.,,McCaul,,Representative,house,Texas,TX,10,Republican,House: 2005-Present,https://www.congress.gov/member/michael-mccaul/M001157,michael-mccaul,M001157,1/14/62
April,,,McClain Delaney,,Representative,house,Maryland,MD,6,Democratic,House: 2025-Present,https://www.congress.gov/member/april-mcclain-delaney/M001232,april-mcclain-delaney,M001232,5/28/64
Lisa,C.,,McClain,,Representative,house,Michigan,MI,9,Republican,House: 2021-Present,https://www.congress.gov/member/lisa-mcclain/M001136,lisa-mcclain,M001136,4/7/66
Jennifer,L.,,McClellan,,Representative,house,Virginia,VA,4,Democratic,House: 2023-Present,https://www.congress.gov/member/jennifer-mcclellan/M001227,jennifer-mcclellan,M001227,12/28/72
Tom,,,McClintock,,Representative,house,California,CA,5,Republican,House: 2009-Present,https://www.congress.gov/member/tom-mcclintock/M001177,tom-mcclintock,M001177,7/10/56
Betty,,,McCollum,,Representative,house,Minnesota,MN,4,Democratic,House: 2001-Present,https://www.congress.gov/member/betty-mccollum/M001143,betty-mccollum,M001143,7/12/54
Mitch,,,McConnell,,Senator,senate,Kentucky,KY,,Republican,Senate: 1985-Present,https://www.congress.gov/member/mitch-mcconnell/M000355,mitch-mcconnell,M000355,2/20/42
David,,,McCormick,,Senator,senate,Pennsylvania,PA,,Republican,Senate: 2025-Present,https://www.congress.gov/member/david-mccormick/M001243,david-mccormick,M001243,
Richard,,,McCormick,,Representative,house,Georgia,GA,7,Republican,House: 2023-Present,https://www.congress.gov/member/richard-mccormick/M001218,richard-mccormick,M001218,
Kristen,,,McDonald Rivet,,Representative,house,Michigan,MI,8,Democratic,House: 2025-Present,https://www.congress.gov/member/kristen-mcdonald-rivet/M001237,kristen-mcdonald-rivet,M001237,7/11/70
Addison,P.,,McDowell,,Representative,house,North Carolina,NC,6,Republican,House: 2025-Present,https://www.congress.gov/member/addison-mcdowell/M001240,addison-mcdowell,M001240,1/21/94
Morgan,,,McGarvey,,Representative,house,Kentucky,KY,3,Democratic,House: 2023-Present,https://www.congress.gov/member/morgan-mcgarvey/M001220,morgan-mcgarvey,M001220,12/23/79
